+------+-------------------------------+---------+--------+-------+
| Rank | Batsman                       | Average | Others | Ratio |
| 5434 | Donald Bick                   | 13.96   | 24.57  | 0.568 |
| 5435 | Percy Mills                   | 11.71   | 20.61  | 0.568 |
| 5436 | Mohammad Altaf                | 12.59   | 22.16  | 0.568 |
| 5437 | Dean Headley                  | 16.59   | 29.20  | 0.568 |
| 5438 | Jaydev Unadkat                | 17.56   | 30.91  | 0.568 |
| 5439 | Stuart Surridge               | 12.94   | 22.77  | 0.568 |
| 5440 | Mick Malone                   | 16.03   | 28.23  | 0.567 |
| 5441 | Mohammad Aamer                | 15.72   | 27.69  | 0.567 |
| 5442 | Israel Hlengani               | 14.60   | 25.73  | 0.567 |
| 5443 | Jaswant Rai                   | 15.23   | 26.84  | 0.567 |
| 5444 | Ajith Ekanayake               | 12.68   | 22.36  | 0.567 |
| 5445 | Peter Anderson                | 17.93   | 31.66  | 0.566 |
| 5446 | Thandolwethu Mnyaka           | 15.41   | 27.21  | 0.566 |
| 5447 | Desmond de Koker              | 15.42   | 27.24  | 0.566 |
| 5448 | Bill Huddleston               | 12.23   | 21.61  | 0.566 |
| 5449 | Len Johnson                   | 16.75   | 29.61  | 0.565 |
| 5450 | Nana Joshi                    | 16.93   | 29.93  | 0.565 |
| 5451 | Neil Mallender                | 17.18   | 30.39  | 0.565 |
| 5452 | James Southerton              | 9.02    | 15.97  | 0.564 |
| 5453 | Jeffrey Frans                 | 10.16   | 17.99  | 0.564 |
| 5454 | Martin McCague                | 16.48   | 29.21  | 0.564 |
| 5455 | Monty Cranfield               | 14.25   | 25.27  | 0.563 |
| 5456 | Carlton Forbes                | 14.42   | 25.58  | 0.563 |
| 5457 | Edgar Towell                  | 12.75   | 22.62  | 0.563 |
| 5458 | Paul Adams                    | 17.17   | 30.49  | 0.563 |
| 5459 | Mohammad Hasnain              | 14.64   | 26.00  | 0.563 |
| 5460 | Jack Alabaster                | 13.33   | 23.69  | 0.562 |
| 5461 | Razor Smith                   | 12.69   | 22.56  | 0.562 |
| 5462 | Arthur Barrett                | 17.51   | 31.17  | 0.561 |
| 5463 | Tauseef Ahmed                 | 14.40   | 25.62  | 0.561 |
| 5464 | Harold Hale                   | 12.12   | 21.57  | 0.561 |
| 5465 | Joseph Bennett                | 11.73   | 20.89  | 0.561 |
| 5466 | David Lucas                   | 17.50   | 31.18  | 0.561 |
| 5467 | Thomas Kentish                | 14.60   | 26.00  | 0.561 |
| 5468 | Richard Carty                 | 14.77   | 26.32  | 0.561 |
| 5469 | Roger Telemachus              | 15.95   | 28.42  | 0.561 |
| 5470 | Albert Leatham                | 10.02   | 17.87  | 0.560 |
| 5471 | Paul Jarvis                   | 16.78   | 29.92  | 0.560 |
| 5472 | Jack Brooks                   | 16.63   | 29.72  | 0.559 |
| 5473 | Marcello Piedt                | 15.34   | 27.41  | 0.559 |
| 5474 | Geoff Cope                    | 14.18   | 25.35  | 0.559 |
| 5475 | Jeff Hammond                  | 16.46   | 29.45  | 0.559 |
| 5476 | Manny Martindale              | 15.18   | 27.17  | 0.558 |
| 5477 | Min Patel                     | 17.37   | 31.09  | 0.558 |
| 5478 | Ian Bishop                    | 15.52   | 27.77  | 0.558 |
| 5479 | Mian Fayyaz                   | 14.24   | 25.50  | 0.558 |
| 5480 | Fred Moorhouse                | 13.23   | 23.70  | 0.558 |
| 5481 | Hasan Ali                     | 15.40   | 27.59  | 0.558 |
| 5482 | Shakeel Ahmed                 | 13.27   | 23.78  | 0.557 |
| 5483 | Shivlal Yadav                 | 18.31   | 32.84  | 0.557 |
| 5484 | Andy Roberts                  | 15.69   | 28.14  | 0.557 |
| 5485 | Frank Sibbles                 | 14.67   | 26.31  | 0.557 |
| 5486 | Wahab Riaz                    | 16.51   | 29.64  | 0.557 |
| 5487 | Brett Lee                     | 18.59   | 33.39  | 0.556 |
| 5488 | Kabir Ali                     | 17.00   | 30.54  | 0.556 |
| 5489 | George Duckworth              | 14.59   | 26.21  | 0.556 |
| 5490 | Harvinder Singh               | 16.16   | 29.03  | 0.556 |
| 5491 | Jack Hearne                   | 11.98   | 21.54  | 0.556 |
| 5492 | Shahid Butt                   | 14.56   | 26.17  | 0.556 |
| 5493 | Sohan Boralessa               | 15.85   | 28.50  | 0.556 |
| 5494 | Sunil Lahore                  | 17.29   | 31.10  | 0.555 |
| 5495 | Mervyn Hill                   | 13.09   | 23.54  | 0.555 |
| 5496 | Jackie Hendriks               | 17.38   | 31.32  | 0.555 |
| 5497 | Ian Hunter                    | 17.73   | 31.95  | 0.554 |
| 5498 | Bill Sadler                   | 15.02   | 27.07  | 0.554 |
| 5499 | Tom Pritchard                 | 13.34   | 24.05  | 0.554 |
| 5500 | John Hulme                    | 12.35   | 22.27  | 0.554 |
| 5501 | Lawrence Cook                 | 12.50   | 22.56  | 0.554 |
| 5502 | Zahir Abrahim                 | 16.29   | 29.39  | 0.554 |
| 5503 | Frank Misson                  | 17.53   | 31.68  | 0.553 |
| 5504 | Fahad Masood                  | 13.70   | 24.76  | 0.553 |
| 5505 | Zaigham Burki                 | 15.45   | 27.93  | 0.553 |
| 5506 | Rajesh Maru                   | 17.04   | 30.81  | 0.552 |
| 5507 | Mark Gillespie                | 17.05   | 30.83  | 0.552 |
| 5508 | James Robertson               | 10.25   | 18.55  | 0.552 |
| 5509 | Bill Murray-Wood              | 13.96   | 25.29  | 0.552 |
| 5510 | Charles Smith                 | 12.10   | 21.94  | 0.551 |
| 5511 | Peter Lever                   | 14.25   | 25.83  | 0.551 |
| 5512 | Gavin Tonge                   | 14.11   | 25.59  | 0.551 |
| 5513 | Ghulam Ahmed                  | 14.36   | 26.06  | 0.551 |
| 5514 | John Day                      | 14.01   | 25.42  | 0.551 |
| 5515 | Shardul Thakur                | 16.88   | 30.65  | 0.550 |
| 5516 | Daryl Tuffey                  | 17.11   | 31.08  | 0.550 |
| 5517 | Vince Barnes                  | 9.83    | 17.87  | 0.550 |
| 5518 | Marchant de Lange             | 16.69   | 30.38  | 0.549 |
| 5519 | Ray Price                     | 16.31   | 29.68  | 0.549 |
| 5520 | Nandika Ranjith               | 12.56   | 22.86  | 0.549 |
| 5521 | Dammika Prasad                | 17.34   | 31.56  | 0.549 |
| 5522 | Abdur Razzak                  | 16.96   | 30.89  | 0.549 |
| 5523 | Syed Rasel                    | 14.81   | 26.97  | 0.549 |
| 5524 | Bert Tremlin                  | 13.55   | 24.68  | 0.548 |
| 5525 | Ryan McCone                   | 17.32   | 31.57  | 0.548 |
| 5526 | Jack Hill                     | 16.05   | 29.27  | 0.548 |
| 5527 | Alan Howard                   | 12.17   | 22.20  | 0.548 |
| 5528 | Ronnie Burnet                 | 12.63   | 23.06  | 0.547 |
| 5529 | Steve Rouse                   | 15.77   | 28.80  | 0.547 |
| 5530 | John Inchmore                 | 16.25   | 29.69  | 0.547 |
| 5531 | Ken Smales                    | 14.43   | 26.38  | 0.547 |
| 5532 | Claude Carter                 | 11.69   | 21.36  | 0.547 |
| 5533 | Yasin Arafat                  | 15.30   | 27.96  | 0.547 |
| 5534 | Dexter Fitton                 | 18.95   | 34.68  | 0.546 |
| 5535 | Edward Russell                | 13.14   | 24.06  | 0.546 |
| 5536 | Alan Watt                     | 13.99   | 25.60  | 0.546 |
| 5537 | Greg Thomas                   | 16.43   | 30.09  | 0.546 |
| 5538 | Mohammad Zahid                | 13.33   | 24.41  | 0.546 |
| 5539 | John Davison                  | 16.57   | 30.36  | 0.545 |
| 5540 | Paddy Phelan                  | 13.22   | 24.23  | 0.545 |
| 5541 | Bob Blair                     | 12.29   | 22.52  | 0.545 |
| 5542 | Michael Hogan                 | 16.10   | 29.51  | 0.545 |
| 5543 | Godfrey Lawrence              | 12.69   | 23.27  | 0.545 |
| 5544 | John Southern                 | 15.30   | 28.09  | 0.544 |
| 5545 | Youraj Singh                  | 15.94   | 29.26  | 0.544 |
| 5546 | Shakeel Ansar                 | 14.53   | 26.68  | 0.544 |
| 5547 | Philip Wright                 | 11.76   | 21.60  | 0.544 |
| 5548 | Joseph Comber                 | 13.88   | 25.50  | 0.544 |
| 5549 | Atul Wassan                   | 18.98   | 34.89  | 0.544 |
| 5550 | Neil Wagner                   | 16.87   | 31.02  | 0.543 |
| 5551 | Charles Preece                | 11.60   | 21.34  | 0.543 |
| 5552 | Keith Andrew                  | 13.38   | 24.64  | 0.543 |
| 5553 | Kabir Khan                    | 13.38   | 24.67  | 0.542 |
| 5554 | Sid Pegler                    | 12.70   | 23.43  | 0.542 |
| 5555 | Mashrafe Mortaza              | 15.67   | 28.94  | 0.541 |
| 5556 | Sajid Mahmood                 | 15.78   | 29.14  | 0.541 |
| 5557 | Steve Magoffin                | 16.60   | 30.66  | 0.541 |
| 5558 | Merv Hughes                   | 17.54   | 32.41  | 0.541 |
| 5559 | David Smith                   | 12.32   | 22.78  | 0.540 |
| 5560 | John Snow                     | 14.17   | 26.19  | 0.540 |
| 5561 | Yasir Ali                     | 12.85   | 23.77  | 0.540 |
| 5562 | Raj Singh                     | 15.20   | 28.13  | 0.540 |
| 5563 | William Langford              | 12.99   | 24.05  | 0.540 |
| 5564 | Raju Kulkarni                 | 21.15   | 39.19  | 0.539 |
| 5565 | Colin Metson                  | 17.43   | 32.34  | 0.538 |
| 5566 | Sailor Young                  | 11.99   | 22.25  | 0.538 |
| 5567 | Teddy Tyler                   | 11.44   | 21.23  | 0.538 |
| 5568 | Peter Eele                    | 12.24   | 22.73  | 0.538 |
| 5569 | Valmik Buch                   | 16.41   | 30.48  | 0.538 |
| 5570 | Mitchell Claydon              | 15.54   | 28.88  | 0.538 |
| 5571 | Quinton Friend                | 15.54   | 28.88  | 0.538 |
| 5572 | Pochiah Krishnamurthy         | 14.98   | 27.84  | 0.537 |
| 5573 | Wasantha Kumara               | 11.77   | 21.89  | 0.537 |
| 5574 | Umega Chaturanga              | 13.80   | 25.67  | 0.537 |
| 5575 | Peter Siddle                  | 16.60   | 30.88  | 0.537 |
| 5576 | Michael Mason                 | 16.15   | 30.07  | 0.537 |
| 5577 | Pascall Roberts               | 13.82   | 25.75  | 0.536 |
| 5578 | Gerbrand Grobler              | 13.30   | 24.78  | 0.536 |
| 5579 | Tom Curran                    | 17.72   | 33.05  | 0.536 |
| 5580 | Arshad Khan                   | 12.96   | 24.17  | 0.536 |
| 5581 | Sylvester Clarke              | 14.79   | 27.58  | 0.536 |
| 5582 | Nick Phillips                 | 15.49   | 28.91  | 0.535 |
| 5583 | Arthur Hazlerigg              | 10.82   | 20.20  | 0.535 |
| 5584 | Cecil Hands                   | 12.58   | 23.52  | 0.534 |
| 5585 | Mushtaq Ahmed                 | 15.43   | 28.86  | 0.534 |
| 5586 | Kashif Raza                   | 13.57   | 25.39  | 0.534 |
| 5587 | Reg Dare                      | 12.25   | 22.94  | 0.534 |
| 5588 | Bill Fantham                  | 12.83   | 24.03  | 0.534 |
| 5589 | Alan Boddington               | 12.51   | 23.44  | 0.533 |
| 5590 | Howard Cooper                 | 14.34   | 26.88  | 0.533 |
| 5591 | Malcolm Hilton                | 12.11   | 22.69  | 0.533 |
| 5592 | Bryan Strang                  | 14.90   | 27.93  | 0.533 |
| 5593 | Tony Buss                     | 13.13   | 24.64  | 0.533 |
| 5594 | Charlie Walker                | 14.99   | 28.11  | 0.533 |
| 5595 | Don Topley                    | 15.53   | 29.15  | 0.532 |
| 5596 | Paliath Ravi Achan            | 11.53   | 21.65  | 0.532 |
| 5597 | Roy Palmer                    | 13.29   | 24.98  | 0.532 |
| 5598 | Jock Hartley                  | 12.89   | 24.25  | 0.531 |
| 5599 | Gagandeep Singh               | 15.31   | 28.80  | 0.531 |
| 5600 | Siviwe Gidana                 | 13.98   | 26.29  | 0.531 |
| 5601 | Bob Sutton                    | 11.46   | 21.57  | 0.531 |
| 5602 | Michael Holding               | 15.00   | 28.22  | 0.531 |
| 5603 | Hardus Viljoen                | 15.64   | 29.45  | 0.531 |
| 5604 | Neal Radford                  | 15.72   | 29.63  | 0.530 |
| 5605 | Tom Oates                     | 12.82   | 24.19  | 0.529 |
| 5606 | Chris Silverwood              | 15.85   | 29.90  | 0.529 |
| 5607 | Reg Hollingdale               | 13.38   | 25.26  | 0.529 |
| 5608 | Edward Henty                  | 7.95    | 15.01  | 0.529 |
| 5609 | William Worsley               | 15.69   | 29.64  | 0.529 |
| 5610 | Rajesh Yadav                  | 18.12   | 34.27  | 0.528 |
| 5611 | Harry Butt                    | 12.83   | 24.26  | 0.528 |
| 5612 | Mohammad Ali                  | 14.82   | 28.03  | 0.528 |
| 5613 | Craig Miles                   | 15.85   | 29.98  | 0.528 |
| 5614 | Geoffrey Tedstone             | 16.12   | 30.49  | 0.528 |
| 5615 | Richard Collinge              | 14.43   | 27.32  | 0.528 |
| 5616 | Venkatappa Muddiah            | 13.87   | 26.27  | 0.528 |
| 5617 | Sanjay Kondhalkar             | 19.61   | 37.13  | 0.528 |
| 5618 | Charlie Wright                | 13.09   | 24.79  | 0.528 |
| 5619 | Malcolm Scott                 | 12.86   | 24.37  | 0.527 |
| 5620 | Garth McKenzie                | 15.64   | 29.63  | 0.527 |
| 5621 | Daniel Day                    | 5.56    | 10.54  | 0.527 |
| 5622 | Paul Newman                   | 15.65   | 29.69  | 0.527 |
| 5623 | Kenneth Walter                | 13.50   | 25.62  | 0.526 |
| 5624 | Nathan Bracken                | 17.36   | 32.98  | 0.526 |
| 5625 | Kenny Watson                  | 14.05   | 26.71  | 0.526 |
| 5626 | Cyril Mitchley                | 13.35   | 25.38  | 0.525 |
| 5627 | Khatib Rizwan                 | 13.18   | 25.07  | 0.525 |
| 5628 | Eldred Hawken                 | 15.20   | 28.92  | 0.525 |
| 5629 | Michael Kettle                | 13.14   | 25.00  | 0.525 |
| 5630 | Masood Iqbal                  | 14.11   | 26.86  | 0.525 |
| 5631 | Ajay Jha                      | 13.33   | 25.38  | 0.525 |
| 5632 | Amjad Khan                    | 16.85   | 32.08  | 0.525 |
| 5633 | Max Walker                    | 15.49   | 29.56  | 0.524 |
| 5634 | David Harris                  | 5.63    | 10.75  | 0.524 |
| 5635 | Maninder Singh                | 16.91   | 32.27  | 0.524 |
| 5636 | Tony Nicholson                | 11.75   | 22.42  | 0.524 |
| 5637 | Frank Cameron                 | 11.82   | 22.56  | 0.523 |
| 5638 | David Allan                   | 14.69   | 28.06  | 0.523 |
| 5639 | Ashok Thakur                  | 13.38   | 25.56  | 0.523 |
| 5640 | Tony Gray                     | 14.18   | 27.09  | 0.523 |
| 5641 | Sikander Bakht                | 14.18   | 27.14  | 0.522 |
| 5642 | Sean Jamison                  | 14.13   | 27.04  | 0.522 |
| 5643 | Clive Eksteen                 | 14.50   | 27.74  | 0.522 |
| 5644 | Ernie Jones                   | 13.13   | 25.14  | 0.522 |
| 5645 | Shahbaz Nadeem                | 15.25   | 29.21  | 0.522 |
| 5646 | Tony Merrick                  | 14.37   | 27.53  | 0.522 |
| 5647 | Callum Thorp                  | 14.99   | 28.72  | 0.521 |
| 5648 | Tareq Aziz                    | 14.12   | 27.09  | 0.521 |
| 5649 | Gordon Garlick                | 13.85   | 26.61  | 0.520 |
| 5650 | Tim Southee                   | 16.85   | 32.39  | 0.520 |
| 5651 | Wilfred Bird                  | 12.75   | 24.53  | 0.519 |
| 5652 | Mohammad Asif                 | 14.22   | 27.36  | 0.519 |
| 5653 | Colin Tunnicliffe             | 14.32   | 27.57  | 0.519 |
| 5654 | Robin Buckston                | 11.80   | 22.71  | 0.519 |
| 5655 | Lancelot Driffield            | 10.77   | 20.74  | 0.519 |
| 5656 | Sohail Khan                   | 15.14   | 29.18  | 0.519 |
| 5657 | Robert Carter                 | 16.11   | 31.05  | 0.519 |
| 5658 | Nazar Hussain                 | 11.90   | 22.95  | 0.518 |
| 5659 | Adam Dale                     | 15.05   | 29.02  | 0.518 |
| 5660 | Sunny Gupta                   | 14.88   | 28.72  | 0.518 |
| 5661 | Ronnie Miller                 | 12.56   | 24.26  | 0.517 |
| 5662 | Vasant Ranjane                | 14.91   | 28.81  | 0.517 |
| 5663 | Enamul Haque                  | 14.42   | 27.87  | 0.517 |
| 5664 | Veerasammy Permaul            | 13.46   | 26.02  | 0.517 |
| 5665 | Edward Spry                   | 11.13   | 21.52  | 0.517 |
| 5666 | Herman Griffith               | 15.05   | 29.10  | 0.517 |
| 5667 | Abu Nachim                    | 15.28   | 29.56  | 0.516 |
| 5668 | Richard Hills                 | 14.21   | 27.50  | 0.516 |
| 5669 | Anwar Shaikh                  | 14.65   | 28.42  | 0.515 |
| 5670 | Bill Blenkiron                | 13.45   | 26.11  | 0.515 |
| 5671 | Dashrat Pardeshi              | 15.09   | 29.29  | 0.515 |
| 5672 | Charles Robins                | 12.71   | 24.67  | 0.515 |
| 5673 | Walter Buswell                | 10.63   | 20.65  | 0.515 |
| 5674 | Athi Maposa                   | 14.10   | 27.39  | 0.514 |
| 5675 | Nauman Habib                  | 13.45   | 26.12  | 0.514 |
| 5676 | Cecil Parkin                  | 11.77   | 22.87  | 0.514 |
| 5677 | Kenneth Cooper                | 12.56   | 24.41  | 0.514 |
| 5678 | Winston Reid                  | 13.50   | 26.25  | 0.514 |
| 5679 | Devraj Govindraj              | 13.50   | 26.26  | 0.514 |
| 5680 | Sydney Barnes                 | 12.78   | 24.86  | 0.514 |
| 5681 | Mohammad Aslam Qureshi        | 12.50   | 24.33  | 0.513 |
| 5682 | Simon Cook                    | 16.62   | 32.37  | 0.513 |
| 5683 | Zakir Hussain                 | 15.27   | 29.74  | 0.513 |
| 5684 | Nadeem Afzal                  | 13.00   | 25.36  | 0.512 |
| 5685 | Tony Palladino                | 15.42   | 30.12  | 0.511 |
| 5686 | Arthur Jaques                 | 12.75   | 24.91  | 0.511 |
| 5687 | Zahid Saeed                   | 12.75   | 24.91  | 0.511 |
| 5688 | Albert Bird                   | 12.04   | 23.54  | 0.511 |
| 5689 | Iqbal Qasim                   | 14.47   | 28.30  | 0.511 |
| 5690 | Dan Piachaud                  | 12.20   | 23.88  | 0.510 |
| 5691 | Hedley Howarth                | 13.78   | 26.99  | 0.510 |
| 5692 | Don Anurasiri                 | 13.04   | 25.56  | 0.510 |
| 5693 | Arthur Jepson                 | 14.31   | 28.04  | 0.510 |
| 5694 | Janak Gamage                  | 11.38   | 22.33  | 0.509 |
| 5695 | Mike Macaulay                 | 13.05   | 25.64  | 0.509 |
| 5696 | Henry Richardson              | 8.62    | 16.96  | 0.508 |
| 5697 | Malinda Pushpakumara          | 13.87   | 27.32  | 0.507 |
| 5698 | Thomas Atkinson               | 13.25   | 26.11  | 0.507 |
| 5699 | George Dennett                | 10.33   | 20.35  | 0.507 |
| 5700 | John Lyon                     | 13.91   | 27.43  | 0.507 |
| 5701 | Dirk Tazelaar                 | 14.51   | 28.64  | 0.506 |
| 5702 | John Ward                     | 12.41   | 24.50  | 0.506 |
| 5703 | Wasim Khan                    | 13.75   | 27.19  | 0.505 |
| 5704 | Henry Tilly                   | 10.85   | 21.47  | 0.505 |
| 5705 | Arthur Dolphin                | 11.30   | 22.37  | 0.505 |
| 5706 | Wes Hall                      | 15.10   | 29.91  | 0.505 |
| 5707 | Hopper Levett                 | 12.25   | 24.27  | 0.504 |
| 5708 | Subrata Guha                  | 12.70   | 25.20  | 0.503 |
| 5709 | Stanley Cornwallis            | 11.75   | 23.33  | 0.503 |
| 5710 | Craig McDermott               | 16.32   | 32.40  | 0.503 |
| 5711 | Jack Dunning                  | 13.04   | 25.93  | 0.503 |
| 5712 | Lizaad Williams               | 14.79   | 29.39  | 0.503 |
| 5713 | Geoff Dymock                  | 14.45   | 28.73  | 0.503 |
| 5714 | Leslie Payn                   | 14.28   | 28.38  | 0.503 |
| 5715 | Taurai Muzarabani             | 13.44   | 26.71  | 0.503 |
| 5716 | Melvyn Betts                  | 14.48   | 28.80  | 0.502 |
| 5717 | Geoff Arnold                  | 13.67   | 27.28  | 0.501 |
| 5718 | David Harrison                | 16.39   | 32.73  | 0.500 |
| 5719 | John Spencer                  | 13.52   | 27.00  | 0.500 |
| 5720 | Curtly Ambrose                | 13.95   | 27.87  | 0.500 |
| 5721 | Anrich Nortje                 | 13.67   | 27.31  | 0.500 |
| 5722 | Richard Turner                | 11.47   | 22.93  | 0.500 |
| 5723 | Steven Patterson              | 15.75   | 31.48  | 0.500 |
| 5724 | Harry Latchman                | 13.25   | 26.50  | 0.500 |
| 5725 | Imran Tahir                   | 14.22   | 28.44  | 0.500 |
| 5726 | Henry Stubberfield            | 7.19    | 14.39  | 0.499 |
| 5727 | Paul Taylor                   | 15.22   | 30.48  | 0.499 |
| 5728 | Stanley Christopherson        | 9.51    | 19.05  | 0.499 |
| 5729 | Denys Hobson                  | 13.30   | 26.68  | 0.498 |
| 5730 | Hafeez-ur-Rehman              | 14.33   | 28.74  | 0.498 |
| 5731 | Odean Brown                   | 11.61   | 23.30  | 0.498 |
| 5732 | Munaf Patel                   | 14.92   | 29.94  | 0.498 |
| 5733 | Charl Langeveldt              | 14.34   | 28.81  | 0.497 |
| 5734 | Inshan Ali                    | 13.82   | 27.77  | 0.497 |
| 5735 | Omesh Wijesiriwardene         | 12.95   | 26.04  | 0.497 |
| 5736 | William Taylor                | 11.64   | 23.41  | 0.497 |
| 5737 | Franklyn Rose                 | 13.08   | 26.31  | 0.497 |
| 5738 | Adeel Malik                   | 13.16   | 26.49  | 0.497 |
| 5739 | Jim Redman                    | 12.34   | 24.83  | 0.496 |
| 5740 | Shehzad Azam                  | 12.87   | 25.92  | 0.496 |
| 5741 | Aamer Hameed                  | 14.42   | 29.03  | 0.496 |
| 5742 | Christopher Tremain           | 14.59   | 29.39  | 0.496 |
| 5743 | Pritam Gandhe                 | 14.05   | 28.32  | 0.496 |
| 5744 | Michael van Vuuren            | 12.94   | 26.09  | 0.496 |
| 5745 | Sam Rainbird                  | 14.22   | 28.67  | 0.496 |
| 5746 | Everard Radcliffe             | 10.86   | 21.91  | 0.496 |
| 5747 | George Francis                | 12.85   | 25.91  | 0.495 |
| 5748 | Jim Hilton                    | 10.93   | 22.04  | 0.495 |
| 5749 | Narender Singh                | 14.48   | 29.22  | 0.495 |
| 5750 | Kyle Jarvis                   | 14.23   | 28.73  | 0.495 |
| 5751 | John Jordan                   | 11.08   | 22.40  | 0.494 |
| 5752 | James Whitehead               | 10.59   | 21.41  | 0.494 |
| 5753 | Bob Crisp                     | 13.05   | 26.41  | 0.494 |
| 5754 | Graham Dilley                 | 14.71   | 29.75  | 0.494 |
| 5755 | Arthur Fielder                | 11.31   | 22.89  | 0.494 |
| 5756 | EB Dwyer                      | 11.87   | 24.03  | 0.494 |
| 5757 | Jack Leach                    | 13.39   | 27.14  | 0.493 |
| 5758 | Tharanga Lakshitha            | 12.74   | 25.82  | 0.493 |
| 5759 | Geff Noblet                   | 13.92   | 28.26  | 0.492 |
| 5760 | Basant Mohanty                | 13.12   | 26.64  | 0.492 |
| 5761 | Bruce Buggins                 | 14.36   | 29.15  | 0.492 |
| 5762 | Sajeewa de Silva              | 11.94   | 24.26  | 0.492 |
| 5763 | Giles Cheatle                 | 13.00   | 26.41  | 0.492 |
| 5764 | Mark Steketee                 | 14.16   | 28.77  | 0.492 |
| 5765 | Manpreet Gony                 | 17.02   | 34.63  | 0.491 |
| 5766 | Gerry Hazlitt                 | 12.69   | 25.83  | 0.491 |
| 5767 | Reg Perks                     | 12.20   | 24.86  | 0.490 |
| 5768 | Clayton August                | 13.11   | 26.74  | 0.490 |
| 5769 | Phil Russell                  | 12.31   | 25.14  | 0.489 |
| 5770 | Jack Bowles                   | 11.50   | 23.50  | 0.489 |
| 5771 | John Nyumbu                   | 12.49   | 25.53  | 0.489 |
| 5772 | Winston Davis                 | 14.13   | 28.88  | 0.489 |
| 5773 | Gary Palmer                   | 15.30   | 31.27  | 0.489 |
| 5774 | Norman Gifford                | 13.00   | 26.59  | 0.488 |
| 5775 | Stuart Meaker                 | 15.69   | 32.10  | 0.488 |
| 5776 | Mohammad Nissar               | 10.98   | 22.45  | 0.488 |
| 5777 | Mohammad Talha                | 13.82   | 28.29  | 0.488 |
| 5778 | Waqas Maqsood                 | 12.90   | 26.40  | 0.488 |
| 5779 | John Sharpe                   | 8.53    | 17.47  | 0.488 |
| 5780 | Edward Barratt                | 8.48    | 17.37  | 0.488 |
| 5781 | Jack Mercer                   | 11.77   | 24.15  | 0.487 |
| 5782 | Henry Pallett                 | 11.19   | 22.98  | 0.487 |
| 5783 | Shahid Nazir                  | 12.41   | 25.50  | 0.487 |
| 5784 | Bob Willis                    | 14.30   | 29.40  | 0.486 |
| 5785 | Chadd Sayers                  | 15.35   | 31.58  | 0.486 |
| 5786 | John Scott                    | 14.64   | 30.14  | 0.485 |
| 5787 | Jasu Patel                    | 12.78   | 26.35  | 0.485 |
| 5788 | Jim Bridges                   | 10.07   | 20.76  | 0.485 |
| 5789 | Pradeep Jain                  | 14.49   | 29.90  | 0.484 |
| 5790 | Dallas Moir                   | 15.42   | 31.82  | 0.484 |
| 5791 | Tony Jorden                   | 11.23   | 23.19  | 0.484 |
| 5792 | Sadu Shinde                   | 14.04   | 29.02  | 0.484 |
| 5793 | Rajinder Pal                  | 11.06   | 22.88  | 0.483 |
| 5794 | Geoff Lawson                  | 14.82   | 30.66  | 0.483 |
| 5795 | Elquemedo Willett             | 12.94   | 26.79  | 0.483 |
| 5796 | Tom Lungley                   | 14.50   | 30.03  | 0.482 |
| 5797 | Jeremy Batty                  | 15.95   | 33.04  | 0.482 |
| 5798 | Tanvir Afzal                  | 11.14   | 23.09  | 0.482 |
| 5799 | David Balcombe                | 15.20   | 31.52  | 0.482 |
| 5800 | Saeed Ajmal                   | 13.11   | 27.18  | 0.482 |
| 5801 | Thabo Mboyi                   | 12.46   | 25.85  | 0.482 |
| 5802 | Ilyas Khan                    | 12.75   | 26.44  | 0.482 |
| 5803 | Richard Davis                 | 15.26   | 31.66  | 0.481 |
| 5804 | Peter Booth                   | 13.00   | 26.97  | 0.481 |
| 5805 | Glenton Stuurman              | 12.74   | 26.44  | 0.481 |
| 5806 | Ali Imran                     | 13.06   | 27.10  | 0.481 |
| 5807 | Barry Milburn                 | 11.51   | 23.90  | 0.481 |
| 5808 | Tristram Welman               | 8.98    | 18.66  | 0.481 |
| 5809 | Jeffrey Vandersay             | 14.21   | 29.52  | 0.481 |
| 5810 | Daryn Dupavillon              | 13.84   | 28.75  | 0.481 |
| 5811 | Reginald Partridge            | 11.53   | 23.96  | 0.481 |
| 5812 | Luke Fletcher                 | 14.14   | 29.40  | 0.481 |
| 5813 | Vikramjeet Malik              | 13.63   | 28.37  | 0.480 |
| 5814 | John Bessant                  | 10.25   | 21.34  | 0.480 |
| 5815 | Deon Kruis                    | 15.15   | 31.55  | 0.480 |
| 5816 | Dick Pollard                  | 13.29   | 27.67  | 0.480 |
| 5817 | Vic Cannings                  | 10.89   | 22.71  | 0.479 |
| 5818 | Debasis Mohanty               | 13.66   | 28.50  | 0.479 |
| 5819 | Ravindra Pushpakumara         | 12.87   | 26.89  | 0.478 |
| 5820 | Damien Fleming                | 14.72   | 30.76  | 0.478 |
| 5821 | Charlie Grove                 | 11.57   | 24.19  | 0.478 |
| 5822 | Arthur Paish                  | 11.37   | 23.77  | 0.478 |
| 5823 | Keith Dollery                 | 11.97   | 25.03  | 0.478 |
| 5824 | Paul Carey                    | 13.36   | 27.95  | 0.478 |
| 5825 | Walter Mead                   | 10.61   | 22.20  | 0.478 |
| 5826 | Afzaal Butt                   | 13.30   | 27.84  | 0.477 |
| 5827 | Upul Indrasiri                | 12.96   | 27.14  | 0.477 |
| 5828 | Harry Dean                    | 10.31   | 21.61  | 0.477 |
| 5829 | Andre Nel                     | 15.38   | 32.22  | 0.477 |
