+-----------------------------+-----------------------------+-------+
| Batter                      | Fielder                     | Count |
| Preston Mommsen             | Nawroz Mangal               | 1     |
| Nasir Jamshed               | Justin Ontong               | 1     |
| Umar Akmal                  | Faf du Plessis              | 1     |
| Kamran Akmal                | Robin Peterson              | 1     |
| Umar Gul                    | Farhaan Behardien           | 1     |
| Henry Davids                | Saeed Ajmal                 | 1     |
| Chris Morris                | Saeed Ajmal                 | 1     |
| Farhaan Behardien           | Ahmed Shehzad               | 1     |
| David Miller                | Ahmed Shehzad               | 1     |
| Robin Peterson              | Shahid Afridi               | 1     |
| Rory Kleinveldt             | Umar Akmal                  | 1     |
| Lendl Simmons               | Craig Ervine                | 1     |
| Daren Sammy                 | Vusimuzi Sibanda            | 1     |
| Andre Russell               | Craig Ervine                | 1     |
| Vusimuzi Sibanda            | Dwayne Bravo                | 1     |
| Brendan Taylor              | Daren Sammy                 | 1     |
| Kyle Coetzer                | Gulbadeen Naib              | 1     |
| Mohammad Shahzad            | Gordon Drummond             | 1     |
| Tanmay Mishra               | Hiral Patel                 | 1     |
| Shem Ngoche                 | Manny Aulakh                | 1     |
| Elijah Otieno               | Junaid Siddiqui             | 1     |
| Alex Obanda                 | Rizwan Cheema               | 1     |
| Irfan Karim                 | Raza-ur-Rehman              | 1     |
| Ragheb Aga                  | Henry Osinde                | 1     |
| Rizwan Cheema               | Collins Obuya               | 1     |
| Hiral Patel                 | Irfan Karim                 | 1     |
| Nitish Kumar                | Hiren Varaiya               | 1     |
| Henry Osinde                | Ragheb Aga                  | 1     |
| Dinesh Chandimal            | Jahurul Islam               | 1     |
| Mushfiqur Rahim             | Shaminda Eranga             | 1     |
| Nasir Hossain               | Angelo Perera               | 1     |
| Sohag Gazi                  | Angelo Mathews              | 1     |
| Alex Obanda                 | Tim Gruijters               | 1     |
| Tanmay Mishra               | Mudassar Bukhari            | 1     |
| Morris Ouma                 | Pieteer Seelaar             | 1     |
| Rakep Patel                 | Pieteer Seelaar             | 1     |
| Ragheb Aga                  | Michael Rippon              | 1     |
| Tim Gruijters               | Rakep Patel                 | 1     |
| Tom de Grooth               | Ragheb Aga                  | 1     |
| Michael Rippon              | Tanmay Mishra               | 1     |
| Pieteer Seelaar             | Elijah Otieno               | 1     |
| Hamilton Masakadza          | Sohag Gazi                  | 1     |
| Vusimuzi Sibanda            | Sajidul Islam               | 1     |
| Brendan Taylor              | Tamim Iqbal                 | 1     |
| Sikandar Raza               | Shakib Al Hasan             | 1     |
| Ziaur Rahman                | Vusimuzi Sibanda            | 1     |
| Tamim Iqbal                 | Shingirai Masakadza         | 1     |
| Shamsur Rahman              | Malcolm Waller              | 1     |
| Mahmudullah                 | Sikandar Raza               | 1     |
| Vusimuzi Sibanda            | Mahmudullah                 | 1     |
| Brendan Taylor              | Nasir Hossain               | 1     |
| Malcolm Waller              | Mominul Haque               | 1     |
| Shingirai Masakadza         | Nasir Hossain               | 1     |
| Hamish Rutherford           | Alex Hales                  | 1     |
| Tom Latham                  | Ravi Bopara                 | 1     |
| Alex Hales                  | James Franklin              | 1     |
| Michael Lumb                | Brendon McCullum            | 1     |
| Matthew Cross               | Nelson Odhiambo             | 1     |
| Michael Leask               | Rakep Patel                 | 1     |
| Tanmay Mishra               | Moneeb Iqbal                | 1     |
| Morris Ouma                 | Gordon Drummond             | 1     |
| Rakep Patel                 | Gordon Goudie               | 1     |
| Duncan Allan                | Preston Mommsen             | 1     |
| Tanmay Mishra               | Richie Berrington           | 1     |
| Duncan Allan                | Moneeb Iqbal                | 1     |
| Ragheb Aga                  | Calum MacLeod               | 1     |
| Shem Ngoche                 | Gordon Goudie               | 1     |
| Dwayne Bravo                | Saeed Ajmal                 | 1     |
| Daren Sammy                 | Hammad Azam                 | 1     |
| Nasir Jamshed               | Lendl Simmons               | 1     |
| Ahmed Shehzad               | Kieron Pollard              | 1     |
| Mohammad Hafeez             | Shannon Gabriel             | 1     |
| Hammad Azam                 | Kieron Pollard              | 1     |
| Shahid Afridi               | Dwayne Bravo                | 1     |
| Ahmed Shehzad               | Lendl Simmons               | 1     |
| Mohammad Hafeez             | Lendl Simmons               | 1     |
| Shahid Afridi               | Marlon Samuels              | 1     |
| Sohail Tanvir               | Dwayne Bravo                | 1     |
| Chris Gayle                 | Shahid Afridi               | 1     |
| Dwayne Bravo                | Hammad Azam                 | 1     |
| Sunil Narine                | Umar Amin                   | 1     |
| Kieron Pollard              | Haris Sohail                | 1     |
| Daren Sammy                 | Shahid Afridi               | 1     |
| AB de Villiers              | Kusal Perera                | 1     |
| David Miller                | Tillakaratne Dilshan        | 1     |
| Kusal Perera                | David Wiese                 | 1     |
| Tillakaratne Dilshan        | AB de Villiers              | 1     |
| Jeewan Mendis               | Imran Tahir                 | 1     |
| Lahiru Thirimanne           | AB de Villiers              | 1     |
| Lasith Malinga              | Faf du Plessis              | 1     |
| Jean-Paul Duminy            | Angelo Mathews              | 1     |
| David Miller                | Dinesh Chandimal            | 1     |
| Kumar Sangakkara            | David Wiese                 | 1     |
| Angelo Mathews              | AB de Villiers              | 1     |
| Mahela Jayawardene          | AB de Villiers              | 1     |
| Kusal Perera                | Wayne Parnell               | 1     |
| Ahmed Shehzad               | Malcolm Waller              | 1     |
| Nasir Jamshed               | Brian Vitori                | 1     |
| Sohaib Maqsood              | Vusimuzi Sibanda            | 1     |
| Nasir Jamshed               | Elton Chigumbura            | 1     |
| Vusimuzi Sibanda            | Sohail Tanvir               | 1     |
| Hamilton Masakadza          | Umar Amin                   | 1     |
| Timycen Maruma              | Mohammad Hafeez             | 1     |
| Malcolm Waller              | Shahid Afridi               | 1     |
| Shaun Marsh                 | Michael Lumb                | 1     |
| Ravi Bopara                 | David Warner                | 1     |
| Alex Hales                  | David Warner                | 1     |
| Luke Wright                 | Mitchell Johnson            | 1     |
| Eoin Morgan                 | Nathan Coulter-Nile         | 1     |
| Aaron Finch                 | Luke Wright                 | 1     |
| Glenn Maxwell               | Michael Lumb                | 1     |
| James Faulkner              | Eoin Morgan                 | 1     |
| Nathan Coulter-Nile         | Danny Briggs                | 1     |
| Mohammad Shahzad            | Collins Obuya               | 1     |
| Mohammad Nabi               | Irfan Karim                 | 1     |
| Rakep Patel                 | Shapoor Zadran              | 1     |
| Ragheb Aga                  | Nawroz Mangal               | 1     |
| Nelson Odhiambo             | Mirwais Ashraf              | 1     |
| George Bailey               | Ravi Jadeja                 | 1     |
| Glenn Maxwell               | Ishant Sharma               | 1     |
| Moises Henriques            | Yuvraj Singh                | 1     |
| Suresh Raina                | Shane Watson                | 1     |
| Virat Kohli                 | James Faulkner              | 1     |
| Morris Ouma                 | Samiullah Shenwari          | 1     |
| Afsar Zazai                 | Rakep Patel                 | 1     |
| Nawroz Mangal               | Nehemiah Odhiambo           | 1     |
| Asghar Stanikzai            | Dhiren Gondaria             | 1     |
| Samiullah Shenwari          | Collins Obuya               | 1     |
| Anton Devcich               | Shamsur Rahman              | 1     |
| Hamish Rutherford           | Nasir Hossain               | 1     |
| Ross Taylor                 | Naeem Islam                 | 1     |
| Shamsur Rahman              | Mitchell McClenaghan        | 1     |
| Mominul Haque               | Kyle Mills                  | 1     |
| Mushfiqur Rahim             | Ross Taylor                 | 1     |
| Naeem Islam                 | Tim Southee                 | 1     |
| Mahmudullah                 | Ross Taylor                 | 1     |
| Shahid Afridi               | Ryan McLaren                | 1     |
| Abdul Razzaq                | David Miller                | 1     |
| AB de Villiers              | Nasir Jamshed               | 1     |
| Nasir Jamshed               | Hashim Amla                 | 1     |
| Ahmed Shehzad               | Ryan McLaren                | 1     |
| Umar Akmal                  | Imran Tahir                 | 1     |
| Shahid Afridi               | Faf du Plessis              | 1     |
| Mohammad Shahzad            | Michael Rippon              | 1     |
| Karim Sadiq                 | Ben Cooper                  | 1     |
| Samiullah Shenwari          | Pieteer Seelaar             | 1     |
| Shafiqullah Shinwari        | Eric Szwarczynski           | 1     |
| Mohammad Nabi               | Eric Szwarczynski           | 1     |
| Gulbadeen Naib              | Paul van Meekeren           | 1     |
| Stephanus Myburgh           | Najibullah Zadaran          | 1     |
| Mohammad Shahzad            | Robert Taylor               | 1     |
| Nawroz Mangal               | Kyle Coetzer                | 1     |
| Mohammad Nabi               | Matt Machan                 | 1     |
| Gulbadeen Naib              | Calum MacLeod               | 1     |
| Richie Berrington           | Noor Ali Zadran             | 1     |
| Kyle Coetzer                | Dawlat Zadran               | 1     |
| Gary Wilson                 | Hiral Patel                 | 1     |
| Ruvindu Gunasekera          | Niall O'Brien               | 1     |
| Steve Tikolo                | Neil Carter                 | 1     |
| Alex Obanda                 | Robert Taylor               | 1     |
| Morris Ouma                 | Kyle Coetzer                | 1     |
| Rakep Patel                 | Robert Taylor               | 1     |
| Richie Berrington           | Shem Ngoche                 | 1     |
| Robert Taylor               | Rakep Patel                 | 1     |
| David Murphy                | Rakep Patel                 | 1     |
| Gordon Goudie               | Thomas Odoyo                | 1     |
| Safyaan Sharif              | Ragheb Aga                  | 1     |
| Neil Carter                 | Hiren Varaiya               | 1     |
| Iain Wardlaw                | Ragheb Aga                  | 1     |
| Quinton de Kock             | Sohail Tanvir               | 1     |
| Faf du Plessis              | Sohaib Maqsood              | 1     |
| Jean-Paul Duminy            | Mohammad Hafeez             | 1     |
| Anton Devcich               | Nuwan Kulasekara            | 1     |
| Neil Broom                  | Ajantha Mendis              | 1     |
| Tom Latham                  | Tillakaratne Dilshan        | 1     |
| Colin Munro                 | Nuwan Kulasekara            | 1     |
| Michael Swart               | Robert Taylor               | 1     |
| Peter Borren                | Gordon Goudie               | 1     |
| Mohammad Hafeez             | AB de Villiers              | 1     |
| Umar Akmal                  | Jean-Paul Duminy            | 1     |
| Hashim Amla                 | Bilawal Bhatti              | 1     |
| Quinton de Kock             | Nasir Jamshed               | 1     |
| Faf du Plessis              | Mohammad Hafeez             | 1     |
| Stephanus Myburgh           | Rakep Patel                 | 1     |
| Wesley Barresi              | Nehemiah Odhiambo           | 1     |
| Mudassar Bukhari            | Hiren Varaiya               | 1     |
| Michael Rippon              | Collins Obuya               | 1     |
| Morris Ouma                 | Ahsan Malik                 | 1     |
| Thomas Odoyo                | Tim Gruijters               | 1     |
| Mohammad Shahzad            | Ragheb Aga                  | 1     |
| Nawroz Mangal               | Hiren Varaiya               | 1     |
| Mohammad Nabi               | Alex Obanda                 | 1     |
| Najibullah Zadaran          | Duncan Allan                | 1     |
| Shafiqullah Shinwari        | Hiren Varaiya               | 1     |
| Mirwais Ashraf              | Nehemiah Odhiambo           | 1     |
| Alex Obanda                 | Mohammad Nabi               | 1     |
| Rakep Patel                 | Najibullah Zadaran          | 1     |
| Irfan Karim                 | Mirwais Ashraf              | 1     |
| Ragheb Aga                  | Karim Sadiq                 | 1     |
| Hiren Varaiya               | Mohammad Nabi               | 1     |
| Nehemiah Odhiambo           | Raza-ur-Rehman              | 1     |
| Duncan Allan                | Rizwan Cheema               | 1     |
| Ragheb Aga                  | Rizwan Cheema               | 1     |
| Irfan Karim                 | Abzal Dean                  | 1     |
| Ruvindu Gunasekera          | Shem Ngoche                 | 1     |
| Jimmy Hansra                | Collins Obuya               | 1     |
| Hamza Tariq                 | Rakep Patel                 | 1     |
| Junaid Siddiqui             | Shem Ngoche                 | 1     |
| Harvir Baidwan              | Collins Obuya               | 1     |
| Matt Machan                 | Tim Gruijters               | 1     |
| Kyle Coetzer                | Tim Gruijters               | 1     |
| Kevin O'Brien               | Dawlat Zadran               | 1     |
| James Shannon               | Gulbadeen Naib              | 1     |
| Mohammad Shahzad            | James Shannon               | 1     |
| Mirwais Ashraf              | Paul Stirling               | 1     |
| Karim Sadiq                 | Trent Johnston              | 1     |
| Gulbadeen Naib              | John Mooney                 | 1     |
| Samiullah Shenwari          | Paul Stirling               | 1     |
| Najibullah Zadaran          | John Mooney                 | 1     |
| Nawroz Mangal               | Sohaib Maqsood              | 1     |
| Samiullah Shenwari          | Ahmed Shehzad               | 1     |
| Ahmed Shehzad               | Gulbadeen Naib              | 1     |
| Sharjeel Khan               | Samiullah Shenwari          | 1     |
| Tillakaratne Dilshan        | Ahmed Shehzad               | 1     |
| Kumar Sangakkara            | Shahid Afridi               | 1     |
| Angelo Mathews              | Sharjeel Khan               | 1     |
| Sharjeel Khan               | Tillakaratne Dilshan        | 1     |
| Ahmed Shehzad               | Lahiru Thirimanne           | 1     |
| Bilawal Bhatti              | Tissara Perera              | 1     |
| Tillakaratne Dilshan        | Umar Amin                   | 1     |
| Seekkuge Prasanna           | Usman Shinwari              | 1     |
| Sohaib Maqsood              | Dinesh Chandimal            | 1     |
| Sohail Tanvir               | Seekkuge Prasanna           | 1     |
| Martin Guptill              | Johnson Charles             | 1     |
| Jesse Ryder                 | Johnson Charles             | 1     |
| Ross Taylor                 | Dwayne Bravo                | 1     |
| Corey Anderson              | Kieran Powell               | 1     |
| Andre Fletcher              | Jesse Ryder                 | 1     |
| Kieran Powell               | Martin Guptill              | 1     |
| Dwayne Bravo                | Jesse Ryder                 | 1     |
| Andre Russell               | Martin Guptill              | 1     |
| Sunil Narine                | Adam Milne                  | 1     |
| Lendl Simmons               | Jimmy Neesham               | 1     |
| Johnson Charles             | Martin Guptill              | 1     |
| Jesse Ryder                 | Lendl Simmons               | 1     |
| Ross Taylor                 | Chadwick Walton             | 1     |
| Colin Munro                 | Nikita Miller               | 1     |
| Corey Anderson              | Johnson Charles             | 1     |
| Aaron Finch                 | Alex Hales                  | 1     |
| George Bailey               | Tim Bresnan                 | 1     |
| Michael Lumb                | Chris Lynn                  | 1     |
| Joe Root                    | Aaron Finch                 | 1     |
| Jos Buttler                 | James Muirhead              | 1     |
| Alex Hales                  | Mitchell Starc              | 1     |
| Michael Lumb                | Nathan Coulter-Nile         | 1     |
| Luke Wright                 | Brad Hodge                  | 1     |
| Ravi Bopara                 | Glenn Maxwell               | 1     |
| Aaron Finch                 | Stuart Broad                | 1     |
| Glenn Maxwell               | Alex Hales                  | 1     |
| Brad Hodge                  | Jade Dernbach               | 1     |
| Luke Wright                 | Ben Cutting                 | 1     |
| Alex Hales                  | James Muirhead              | 1     |
| Ben Stokes                  | Ben Cutting                 | 1     |
| Joe Root                    | Ben Cutting                 | 1     |
| Eoin Morgan                 | Mitchell Starc              | 1     |
| Kusal Perera                | Anamul Haque                | 1     |
| Dinesh Chandimal            | Farhad Reza                 | 1     |
| Kumar Sangakkara            | Nasir Hossain               | 1     |
| Seekkuge Prasanna           | Nasir Hossain               | 1     |
| Nuwan Kulasekara            | Shamsur Rahman              | 1     |
| Tamim Iqbal                 | Angelo Mathews              | 1     |
| Nasir Hossain               | Tissara Perera              | 1     |
| Mithun Ali                  | Angelo Mathews              | 1     |
| Tamim Iqbal                 | Ajantha Mendis              | 1     |
| Shamsur Rahman              | Dinesh Chandimal            | 1     |
| Anamul Haque                | Kusal Perera                | 1     |
| Shakib Al Hasan             | Nuwan Kulasekara            | 1     |
| Nasir Hossain               | Dinesh Chandimal            | 1     |
| Sabbir Rahman               | Nuwan Kulasekara            | 1     |
| Farhad Reza                 | Dinesh Chandimal            | 1     |
| Arafat Sunny                | Dinesh Chandimal            | 1     |
| Kumar Sangakkara            | Tamim Iqbal                 | 1     |
| Dwayne Smith                | Max Sorensen                | 1     |
| Chris Gayle                 | George Dockrell             | 1     |
| Lendl Simmons               | Stuart Thompson             | 1     |
| Dwayne Bravo                | Kevin O'Brien               | 1     |
| Paul Stirling               | Andre Russell               | 1     |
| Dwayne Smith                | William Porterfield         | 1     |
| Denesh Ramdin               | Max Sorensen                | 1     |
| Andrew Poynter              | Marlon Samuels              | 1     |
| Stuart Thompson             | Dwayne Smith                | 1     |
| Lendl Simmons               | Michael Lumb                | 1     |
| Michael Lumb                | Ravi Rampaul                | 1     |
| Eoin Morgan                 | Lendl Simmons               | 1     |
| Ravi Bopara                 | Dwayne Bravo                | 1     |
| Dwayne Smith                | Tim Bresnan                 | 1     |
| Marlon Samuels              | Alex Hales                  | 1     |
| Andre Russell               | Alex Hales                  | 1     |
| Aaron Finch                 | Hashim Amla                 | 1     |
| Michael Lumb                | Dwayne Bravo                | 1     |
| Eoin Morgan                 | Dwayne Smith                | 1     |
| Dwayne Bravo                | Chris Jordan                | 1     |
| Andre Russell               | Eoin Morgan                 | 1     |
| Faf du Plessis              | Brad Hogg                   | 1     |
| Jean-Paul Duminy            | Moises Henriques            | 1     |
| AB de Villiers              | Brad Hodge                  | 1     |
| David Miller                | George Bailey               | 1     |
| Aaron Finch                 | David Miller                | 1     |
| Cameron White               | Imran Tahir                 | 1     |
| Najeeb Tarakai              | Nasir Hossain               | 1     |
| Gulbadeen Naib              | Sabbir Rahman               | 1     |
| Dawlat Zadran               | Mahmudullah                 | 1     |
| Sagar Pun                   | Waqas Barkat                | 1     |
| Paras Khadka                | Nizakat Khan                | 1     |
| Waqas Barkat                | Jitendra Mukhiya            | 1     |
| Tanvir Afzal                | Paras Khadka                | 1     |
| Najeeb Aamer                | Binod Bhandari              | 1     |
| Hamilton Masakadza          | William Porterfield         | 1     |
| Sikandar Raza               | Max Sorensen                | 1     |
| Brendan Taylor              | Ed Joyce                    | 1     |
| Vusimuzi Sibanda            | Max Sorensen                | 1     |
| William Porterfield         | Timycen Maruma              | 1     |
| Paul Stirling               | Sikandar Raza               | 1     |
| Andrew Poynter              | Elton Chigumbura            | 1     |
| Gary Wilson                 | Hamilton Masakadza          | 1     |
| Kevin O'Brien               | Sean Williams               | 1     |
| Faizan Asif                 | Ahsan Malik                 | 1     |
| Amjad Javed                 | Pieteer Seelaar             | 1     |
| Kamran Shazad               | Logan van Beek              | 1     |
| Michael Swart               | Amjad Javed                 | 1     |
| Peter Borren                | Shadeep Silva               | 1     |
| Waqas Barkat                | Dawlat Zadran               | 1     |
| Babar Hayat                 | Asghar Stanikzai            | 1     |
| Nizakat Khan                | Mohammad Nabi               | 1     |
| Najeeb Tarakai              | Nadeem Ahmed                | 1     |
| Mohammad Shahzad            | Irfan Ahmed                 | 1     |
| Subash Khakurel             | Abdur Razzak                | 1     |
| Sagar Pun                   | Shakib Al Hasan             | 1     |
| Tamim Iqbal                 | Sagar Pun                   | 1     |
| Peter Borren                | Elton Chigumbura            | 1     |
| Ben Cooper                  | Tinashe Panyangara          | 1     |
| Sikandar Raza               | Pieteer Seelaar             | 1     |
| Brendan Taylor              | Peter Borren                | 1     |
| Elton Chigumbura            | Peter Borren                | 1     |
| Amjad Ali                   | George Dockrell             | 1     |
| Khurram Khan                | Ed Joyce                    | 1     |
| Swapnil Patil               | William Porterfield         | 1     |
| Amjad Javed                 | Ed Joyce                    | 1     |
| Ed Joyce                    | Khurram Khan                | 1     |
| Kevin O'Brien               | Vikrant Shetty              | 1     |
| Subash Khakurel             | Asghar Stanikzai            | 1     |
| Sagar Pun                   | Mohammad Nabi               | 1     |
| Gyanendra Malla             | Nawroz Mangal               | 1     |
| Mohammad Shahzad            | Sompal Kami                 | 1     |
| Najibullah Zadaran          | Sharad Vesawkar             | 1     |
| Nawroz Mangal               | Paras Khadka                | 1     |
| Shafiqullah Shinwari        | Sagar Pun                   | 1     |
| Asghar Stanikzai            | Gyanendra Malla             | 1     |
| Samiullah Shenwari          | Paras Khadka                | 1     |
| Shakib Al Hasan             | Nizakat Khan                | 1     |
| Mushfiqur Rahim             | Munir Dar                   | 1     |
| Al-Amin Hossain             | Babar Hayat                 | 1     |
| Khurram Khan                | Elton Chigumbura            | 1     |
| Amjad Javed                 | Tinashe Panyangara          | 1     |
| Ahmed Raza                  | Natsai M'shangwe            | 1     |
| Sikandar Raza               | Kamran Shazad               | 1     |
| Brendan Taylor              | Shaiman Anwar               | 1     |
| Paul Stirling               | Peter Borren                | 1     |
| Andrew Poynter              | Logan van Beek              | 1     |
| Peter Borren                | George Dockrell             | 1     |
| Stephanus Myburgh           | Ed Joyce                    | 1     |
| Logan van Beek              | William Porterfield         | 1     |
| Tom Cooper                  | Kevin O'Brien               | 1     |
| Shoaib Malik                | Suresh Raina                | 1     |
| Shikhar Dhawan              | Saeed Ajmal                 | 1     |
| Kusal Perera                | AB de Villiers              | 1     |
| Mahela Jayawardene          | Dale Steyn                  | 1     |
| Kumar Sangakkara            | Lonwabo Tsotsobe            | 1     |
| Hashim Amla                 | Tillakaratne Dilshan        | 1     |
| Albie Morkel                | Dinesh Chandimal            | 1     |
| Farhaan Behardien           | Mahela Jayawardene          | 1     |
| Michael Lumb                | Corey Anderson              | 1     |
| Alex Hales                  | Corey Anderson              | 1     |
| Moeen Ali                   | Mitchell McClenaghan        | 1     |
| Eoin Morgan                 | Brendon McCullum            | 1     |
| Chris Jordan                | Tim Southee                 | 1     |
| Martin Guptill              | Chris Jordan                | 1     |
| Umar Akmal                  | Glenn Maxwell               | 1     |
| Brad Hodge                  | Saeed Ajmal                 | 1     |
| Brad Haddin                 | Shoaib Malik                | 1     |
| Lendl Simmons               | Shikhar Dhawan              | 1     |
| Daren Sammy                 | Rohit Sharma                | 1     |
| Yuvraj Singh                | Chris Gayle                 | 1     |
| Faf du Plessis              | Nathan McCullum             | 1     |
| Kane Williamson             | AB de Villiers              | 1     |
| Colin Munro                 | Hashim Amla                 | 1     |
| Corey Anderson              | David Miller                | 1     |
| Nathan McCullum             | Faf du Plessis              | 1     |
| Stephanus Myburgh           | Lasith Malinga              | 1     |
| Wesley Barresi              | Dinesh Chandimal            | 1     |
| Pieteer Seelaar             | Angelo Mathews              | 1     |
| Kusal Perera                | Michael Swart               | 1     |
| Dwayne Smith                | Al-Amin Hossain             | 1     |
| Chris Gayle                 | Tamim Iqbal                 | 1     |
| Marlon Samuels              | Sohag Gazi                  | 1     |
| Andre Russell               | Shakib Al Hasan             | 1     |
| Dwayne Bravo                | Tamim Iqbal                 | 1     |
| Tamim Iqbal                 | Dwayne Bravo                | 1     |
| Mominul Haque               | Krishmar Santokie           | 1     |
| Mushfiqur Rahim             | Dwayne Bravo                | 1     |
| Sabbir Rahman               | Daren Sammy                 | 1     |
| Mahmudullah                 | Lendl Simmons               | 1     |
| Mashrafe Mortaza            | Dwayne Bravo                | 1     |
| Quinton de Kock             | Stephanus Myburgh           | 1     |
| Faf du Plessis              | Logan van Beek              | 1     |
| AB de Villiers              | Ben Cooper                  | 1     |
| Albie Morkel                | Ben Cooper                  | 1     |
| Beuran Hendricks            | Peter Borren                | 1     |
| Michael Swart               | Faf du Plessis              | 1     |
| Mudassar Bukhari            | David Miller                | 1     |
| Pieteer Seelaar             | Jean-Paul Duminy            | 1     |
| Tillakaratne Dilshan        | Chris Jordan                | 1     |
| Kumar Sangakkara            | Alex Hales                  | 1     |
| Moeen Ali                   | Sachithra Senanayake        | 1     |
| Eoin Morgan                 | Angelo Mathews              | 1     |
| Glenn Maxwell               | Dwayne Bravo                | 1     |
| George Bailey               | Daren Sammy                 | 1     |
| James Faulkner              | Dwayne Bravo                | 1     |
| Mitchell Starc              | Andre Russell               | 1     |
| Chris Gayle                 | Glenn Maxwell               | 1     |
| Lendl Simmons               | Glenn Maxwell               | 1     |
| Tamim Iqbal                 | Suresh Raina                | 1     |
| Shamsur Rahman              | Rohit Sharma                | 1     |
| Mushfiqur Rahim             | Virat Kohli                 | 1     |
| Ziaur Rahman                | Ravi Jadeja                 | 1     |
| Rohit Sharma                | Nasir Hossain               | 1     |
| Stephanus Myburgh           | Martin Guptill              | 1     |
| Peter Borren                | Kane Williamson             | 1     |
| Brendon McCullum            | Mudassar Bukhari            | 1     |
| Hashim Amla                 | Alex Hales                  | 1     |
| David Miller                | Moeen Ali                   | 1     |
| Michael Lumb                | David Miller                | 1     |
| Jos Buttler                 | Albie Morkel                | 1     |
| Ravi Bopara                 | David Miller                | 1     |
| Chris Jordan                | AB de Villiers              | 1     |
| Kamran Akmal                | Ziaur Rahman                | 1     |
| Umar Akmal                  | Tamim Iqbal                 | 1     |
| Shahid Afridi               | Ziaur Rahman                | 1     |
| Rohit Sharma                | James Muirhead              | 1     |
| Virat Kohli                 | Cameron White               | 1     |
| Suresh Raina                | Aaron Finch                 | 1     |
| David Warner                | Rohit Sharma                | 1     |
| Cameron White               | Ravi Jadeja                 | 1     |
| George Bailey               | Virat Kohli                 | 1     |
| Brad Hodge                  | Ravi Jadeja                 | 1     |
| Brad Haddin                 | Ajinkya Rahane              | 1     |
| Michael Swart               | Stephen Parry               | 1     |
| Stephanus Myburgh           | Alex Hales                  | 1     |
| Tom Cooper                  | Chris Jordan                | 1     |
| Peter Borren                | Stephen Parry               | 1     |
| Michael Lumb                | Tom Cooper                  | 1     |
| Moeen Ali                   | Tom Cooper                  | 1     |
| Eoin Morgan                 | Peter Borren                | 1     |
| Jos Buttler                 | Pieteer Seelaar             | 1     |
| Chris Jordan                | Michael Swart               | 1     |
| Kumar Sangakkara            | Corey Anderson              | 1     |
| Lahiru Thirimanne           | Martin Guptill              | 1     |
| Tissara Perera              | Kane Williamson             | 1     |
| Nuwan Kulasekara            | Nathan McCullum             | 1     |
| Sachithra Senanayake        | Kane Williamson             | 1     |
| Nathan McCullum             | Angelo Mathews              | 1     |
| Trent Boult                 | Mahela Jayawardene          | 1     |
| Tamim Iqbal                 | Doug Bollinger              | 1     |
| Anamul Haque                | Shane Watson                | 1     |
| Shakib Al Hasan             | Glenn Maxwell               | 1     |
| Mushfiqur Rahim             | Glenn Maxwell               | 1     |
| Aaron Finch                 | Nasir Hossain               | 1     |
| Denesh Ramdin               | Umar Akmal                  | 1     |
| Kamran Akmal                | Dwayne Bravo                | 1     |
| Mohammad Hafeez             | Chris Gayle                 | 1     |
| Sohail Tanvir               | Daren Sammy                 | 1     |
| Umar Gul                    | Lendl Simmons               | 1     |
| Lahiru Thirimanne           | Lendl Simmons               | 1     |
| Angelo Mathews              | Dwayne Bravo                | 1     |
| Dwayne Bravo                | Mahela Jayawardene          | 1     |
| AB de Villiers              | Rohit Sharma                | 1     |
| Rohit Sharma                | Faf du Plessis              | 1     |
| Ajinkya Rahane              | AB de Villiers              | 1     |
| Yuvraj Singh                | AB de Villiers              | 1     |
| Suresh Raina                | Faf du Plessis              | 1     |
| Rohit Sharma                | Sachithra Senanayake        | 1     |
| Yuvraj Singh                | Tissara Perera              | 1     |
| Kusal Perera                | Ravi Jadeja                 | 1     |
| Tillakaratne Dilshan        | Virat Kohli                 | 1     |
| Mahela Jayawardene          | Ravi Ashwin                 | 1     |
| Kusal Perera                | Ravi Bopara                 | 1     |
| Kithuruwan Vithanage        | Michael Carberry            | 1     |
| Lahiru Thirimanne           | Alex Hales                  | 1     |
| Angelo Mathews              | Joe Root                    | 1     |
| Michael Carberry            | Nuwan Kulasekara            | 1     |
| Ian Bell                    | Kusal Perera                | 1     |
| Eoin Morgan                 | Suranga Lakmal              | 1     |
| Jos Buttler                 | Tillakaratne Dilshan        | 1     |
| Dwayne Smith                | BJ Watling                  | 1     |
| Andre Fletcher              | Trent Boult                 | 1     |
| Kieron Pollard              | Corey Anderson              | 1     |
| Daren Sammy                 | Tim Southee                 | 1     |
| Andre Russell               | Ross Taylor                 | 1     |
| Brendon McCullum            | Dwayne Smith                | 1     |
| Corey Anderson              | Sunil Narine                | 1     |
| Lendl Simmons               | Corey Anderson              | 1     |
| Kieron Pollard              | Trent Boult                 | 1     |
| Daren Sammy                 | Corey Anderson              | 1     |
| Jimmy Neesham               | Darren Bravo                | 1     |
| Brendon McCullum            | Lendl Simmons               | 1     |
| Corey Anderson              | Daren Sammy                 | 1     |
| Luke Ronchi                 | Andre Russell               | 1     |
| Tom Latham                  | Darren Bravo                | 1     |
| Tim Southee                 | Sheldon Cotterell           | 1     |
| Jason Roy                   | Ajinkya Rahane              | 1     |
| Moeen Ali                   | Ajinkya Rahane              | 1     |
| Joe Root                    | Ambati Rayudu               | 1     |
| Jos Buttler                 | Ambati Rayudu               | 1     |
