+-------------------------------------------------------------------------------------------------------------------------------------------------------+---------+------+------+------+--------+
| Player                                                                                                                                                | Matches | Wins | Loss | Tied | Others |
| [G Keedy, GD Cross, Junaid Khan, KR Brown, LA Procter, MF Maharoof, SC Moore, SD Parry, SI Mahmood, SJ Croft, TC Smith]                               | 5       | 5    | 0    | 0    | 0      |
| [AD Mascarenhas, CP Wood, DR Briggs, GJ Maxwell, JHK Adams, JM Vince, LA Dawson, MD Bates, ND McKenzie, SM Ervine, SM Katich]                         | 5       | 5    | 0    | 0    | 0      |
| [AD Mascarenhas, AJA Wheater, CP Wood, DR Briggs, JHK Adams, JM Vince, LA Dawson, MA Carberry, ND McKenzie, SM Ervine, Sohail Tanvir]                 | 5       | 3    | 1    | 0    | 1      |
| [AN Kervezee, BL D'Oliveira, C Munro, CJ Russell, DKH Mitchell, JD Shantry, OB Cox, RA Whiteley, RK Oliver, Saeed Ajmal, T Kohler-Cadmore]            | 5       | 3    | 2    | 0    | 0      |
| [AJA Wheater, CP Wood, DR Briggs, FH Edwards, JHK Adams, JM Vince, MA Carberry, OA Shah, SM Ervine, WR Smith, Yasir Arafat]                           | 5       | 3    | 2    | 0    | 0      |
| [AG Salter, BJ Wright, CA Ingram, CAJ Meschede, CB Cooke, DA Cosker, GG Wagg, JA Rudolph, MA Wallace, MG Hogan, WD Parnell]                           | 5       | 3    | 2    | 0    | 0      |
| [DD Masters, GR Napier, JD Ryder, JS Foster, ML Pettini, NLJ Browne, RJW Topley, RN ten Doeschate, RS Bopara, SW Tait, T Westley]                     | 5       | 3    | 2    | 0    | 0      |
| [BL D'Oliveira, C Munro, DKH Mitchell, EG Barnard, J Leach, JD Shantry, OB Cox, RA Whiteley, RK Oliver, Saeed Ajmal, T Kohler-Cadmore]                | 5       | 4    | 1    | 0    | 0      |
| [AHT Donald, CA Ingram, CAJ Meschede, CB Cooke, DA Cosker, DL Lloyd, DW Steyn, GG Wagg, JA Rudolph, MG Hogan, T van der Gugten]                       | 5       | 4    | 1    | 0    | 0      |
| [AJ Tye, BAC Howell, DA Payne, GH Roderick, IA Cockbain, JMR Taylor, K Noema-Barnett, M Klinger, MAH Hammond, RF Higgins, TMJ Smith]                  | 5       | 4    | 1    | 0    | 0      |
| [CDJ Dent, DA Payne, GFB Scott, GL van Buuren, IA Cockbain, JMR Taylor, JR Bracey, MAH Hammond, MD Taylor, RF Higgins, TMJ Smith]                     | 5       | 4    | 1    | 0    | 0      |
| [AD Hales, BM Duckett, CD Nash, DT Christian, Imad Wasim, JM Clarke, JT Ball, M Carter, SJ Mullaney, SR Patel, TJ Moores]                             | 5       | 5    | 0    | 0    | 0      |
| [AT Thomson, BA Godleman, BD Guest, C McKerr, FJ Hudson-Prentice, GLS Scrimshaw, HRC Came, JL du Plooy, LM Reece, LV van Beek, MJJ Critchley]         | 5       | 1    | 4    | 0    | 0      |
| [AD Hales, BM Duckett, CG Harrison, JM Clarke, JT Ball, LJ Fletcher, M Carter, SG Budinger, SJ Mullaney, SR Patel, TJ Moores]                         | 5       | 3    | 0    | 2    | 0      |
| [BJ Dwarshuis, BL D'Oliveira, CAJ Morris, DKH Mitchell, DY Pennington, EG Barnard, IS Sodhi, JD Libby, MH Wessels, OB Cox, RA Whiteley]               | 5       | 4    | 1    | 0    | 0      |
| [BD Guest, GLS Scrimshaw, HL Kerr, HRC Came, JL du Plooy, LM Reece, MH McKiernan, MRJ Watt, S Conners, Shan Masood, WL Madsen]                        | 5       | 2    | 3    | 0    | 0      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------+---------+------+------+------+--------+
