+--------------------------+--------------------------+-------+
| Batter                   | Fielder                  | Count |
| Trent Johnston           | John Blain               | 1     |
| Neil MacRae              | Trent Johnston           | 1     |
| Craig Wright             | Jeremy Bray              | 1     |
| Paul Hoffmann            | Jeremy Bray              | 1     |
| Brijal Patel             | John Davison             | 1     |
| Jimmy Kamande            | Sanjayan Thuraisingam    | 1     |
| Steve Tikolo             | Kevin Sandher            | 1     |
| Collins Obuya            | Stewart Heaney           | 1     |
| Thomas Odoyo             | Geoff Barnett            | 1     |
| Peter Ongondo            | Stewart Heaney           | 1     |
| John Davison             | Hitesh Modi              | 1     |
| Geoff Barnett            | Collins Obuya            | 1     |
| Desmond Chumney          | Hitesh Modi              | 1     |
| Sanjayan Thuraisingam    | Steve Tikolo             | 1     |
| Kevin Sandher            | Thomas Odoyo             | 1     |
| Darron Reekers           | Ryan Watson              | 1     |
| Daan van Bunge           | Fraser Watts             | 1     |
| Peter Borren             | Dewald Nel               | 1     |
| Paul Hoffmann            | Peter Borren             | 1     |
| Ryan Watson              | Peter Borren             | 1     |
| Dougie Brown             | Daan van Bunge           | 1     |
| Don Maxwell              | Steve Tikolo             | 1     |
| Jimmy Kamande            | Nicholas Ifill           | 1     |
| Hitesh Modi              | Geoff Barnett            | 1     |
| Andre Botha              | Billy Stelling           | 1     |
| Andrew White             | Alexei Kervezee          | 1     |
| Kevin O'Brien            | Alexei Kervezee          | 1     |
| John Mooney              | Luuk van Troost          | 1     |
| David Langford-Smith     | Alexei Kervezee          | 1     |
| Thomas Odoyo             | Farhad Reza              | 1     |
| Aftab Ahmed              | Jimmy Kamande            | 1     |
| Morris Ouma              | Shahriar Nafees          | 1     |
| Collins Obuya            | Rajin Saleh              | 1     |
| Peter Ongondo            | Mohammad Ashraful        | 1     |
| Rajin Saleh              | Collins Obuya            | 1     |
| Farhad Reza              | Tanmay Mishra            | 1     |
| Khaled Mashud            | Hitesh Modi              | 1     |
| Steve Tikolo             | Abdur Razzak             | 1     |
| Brijal Patel             | Farhad Reza              | 1     |
| John Davison             | Hasan Durham             | 1     |
| Desmond Chumney          | Dwayne Leverock          | 1     |
| Ashish Bagai             | Irving Romaine           | 1     |
| Kwame Tucker             | Abdool Samad             | 1     |
| Irving Romaine           | Steven Welsh             | 1     |
| Clay Smith               | Ian Billcliff            | 1     |
| John Davison             | Janeiro Tucker           | 1     |
| Ian Billcliff            | Lionel Cann              | 1     |
| George Codrington        | Saleem Mukuddem          | 1     |
| Austin Codrington        | Kevin Hurdle             | 1     |
| Kevin Sandher            | Lionel Cann              | 1     |
| Andrew Strauss           | Shahid Afridi            | 1     |
| Rikki Clarke             | Shoaib Malik             | 1     |
| Darren Gough             | Shoaib Malik             | 1     |
| Ian Bell                 | Inzamam-ul-Haq           | 1     |
| Kevin Pietersen          | Naved-ul-Hasan           | 1     |
| Younis Khan              | Kevin Pietersen          | 1     |
| Ian Bell                 | Mohammad Hafeez          | 1     |
| Kevin Pietersen          | Mohammad Hafeez          | 1     |
| Paul Collingwood         | Shoaib Akhtar            | 1     |
| Jon Lewis                | Shoaib Malik             | 1     |
| Shoaib Malik             | Paul Collingwood         | 1     |
| Younis Khan              | Marcus Trescothick       | 1     |
| Kamran Akmal             | Paul Collingwood         | 1     |
| Mohammad Hafeez          | Andrew Strauss           | 1     |
| Shoaib Akhtar            | Ed Joyce                 | 1     |
| Younis Khan              | Ed Joyce                 | 1     |
| Mohammad Yousuf          | Andrew Strauss           | 1     |
| Ian Bell                 | Imran Farhat             | 1     |
| Chris Read               | Naved-ul-Hasan           | 1     |
| Simon Katich             | Dwayne Bravo             | 1     |
| Mark Cosgrove            | Brian Lara               | 1     |
| Dwayne Bravo             | Phil Jaques              | 1     |
| Suresh Raina             | Dwayne Smith             | 1     |
| Shiv Chanderpaul         | Munaf Patel              | 1     |
| Terry Duffin             | Jacques Kallis           | 1     |
| Vusimuzi Sibanda         | Shaun Pollock            | 1     |
| Chamunorwa Chibhabha     | Robin Peterson           | 1     |
| Hamilton Masakadza       | Jean-Paul Duminy         | 1     |
| Herschelle Gibbs         | Chamunorwa Chibhabha     | 1     |
| Phil Jaques              | Virender Sehwag          | 1     |
| Shane Watson             | Suresh Raina             | 1     |
| Michael Clarke           | Suresh Raina             | 1     |
| Mark Cosgrove            | Rahul Dravid             | 1     |
| Stuart Clark             | Rudra Singh              | 1     |
| Yuvraj Singh             | Phil Jaques              | 1     |
| Matthew Hayden           | Jerome Taylor            | 1     |
| Andrew Symonds           | Dwayne Smith             | 1     |
| Brad Haddin              | Jerome Taylor            | 1     |
| Chris Gayle              | Mike Hussey              | 1     |
| Brian Lara               | Mike Hussey              | 1     |
| Brendan Taylor           | Andrew Hall              | 1     |
| Boeta Dippenaar          | Vusimuzi Sibanda         | 1     |
| Suresh Raina             | Chris Gayle              | 1     |
| Carlton Baugh            | Rahul Dravid             | 1     |
| Vusimuzi Sibanda         | Charl Langeveldt         | 1     |
| Simon Katich             | Suresh Raina             | 1     |
| Mike Hussey              | Rahul Dravid             | 1     |
| Brett Lee                | Virender Sehwag          | 1     |
| Sachin Tendulkar         | Mike Hussey              | 1     |
| Mahendra Dhoni           | Damien Martyn            | 1     |
| Rudra Singh              | Mike Hussey              | 1     |
| Munaf Patel              | Andrew Symonds           | 1     |
| Shane Watson             | Chris Gayle              | 1     |
| Damien Martyn            | Runako Morton            | 1     |
| Andrew Symonds           | Runako Morton            | 1     |
| Shiv Chanderpaul         | Simon Katich             | 1     |
| Dwayne Smith             | Ricky Ponting            | 1     |
| Marvan Atapattu          | Farhad Reza              | 1     |
| Chaminda Vaas            | Farhad Reza              | 1     |
| Mohammad Rafique         | Chaminda Vaas            | 1     |
| Elton Chigumbura         | Jerome Taylor            | 1     |
| Edward Rainsford         | Dwayne Bravo             | 1     |
| Chris Gayle              | Tafadzwa Kamungozi       | 1     |
| Kumar Sangakkara         | Stuart Matsikenyeri      | 1     |
| Tillakaratne Dilshan     | Tafadzwa Kamungozi       | 1     |
| Muttiah Muralitharan     | Stuart Matsikenyeri      | 1     |
| Tafadzwa Mufambisi       | Mahela Jayawardene       | 1     |
| Chamunorwa Chibhabha     | Tillakaratne Dilshan     | 1     |
| Stuart Matsikenyeri      | Sanath Jayasuriya        | 1     |
| Shahriar Nafees          | Chris Gayle              | 1     |
| Aftab Ahmed              | Shiv Chanderpaul         | 1     |
| Syed Rasel               | Marlon Samuels           | 1     |
| Shakib Al Hasan          | Edward Rainsford         | 1     |
| Farhad Reza              | Prosper Utseya           | 1     |
| Mashrafe Mortaza         | Elton Chigumbura         | 1     |
| Gary Brent               | Habibul Bashar           | 1     |
| Dwayne Smith             | Muttiah Muralitharan     | 1     |
| Andrew Strauss           | Rahul Dravid             | 1     |
| Kevin Pietersen          | Sachin Tendulkar         | 1     |
| Jamie Dalrymple          | Rahul Dravid             | 1     |
| Chris Read               | Irfan Pathan             | 1     |
| Sajid Mahmood            | Harbhajan Singh          | 1     |
| Virender Sehwag          | Andrew Strauss           | 1     |
| Irfan Pathan             | Kevin Pietersen          | 1     |
| Rahul Dravid             | Andrew Strauss           | 1     |
| Jacob Oram               | Boeta Dippenaar          | 1     |
| Shaun Pollock            | Jeetan Patel             | 1     |
| Andrew Hall              | Lou Vincent              | 1     |
| Robin Peterson           | Stephen Fleming          | 1     |
| Mahela Jayawardene       | Imran Farhat             | 1     |
| Kumar Sangakkara         | Iftikhar Anjum           | 1     |
| Imran Farhat             | Dilhara Fernando         | 1     |
| Shahid Afridi            | Upul Tharanga            | 1     |
| Kamran Akmal             | Farveez Maharoof         | 1     |
| Dwayne Smith             | Brad Hogg                | 1     |
| Carlton Baugh            | Ricky Ponting            | 1     |
| Damien Martyn            | Dwayne Bravo             | 1     |
| Nathan Astle             | Lasith Malinga           | 1     |
| Hamish Marshall          | Tillakaratne Dilshan     | 1     |
| Jeetan Patel             | Mahela Jayawardene       | 1     |
| Mahela Jayawardene       | Daniel Vettori           | 1     |
| Jamie Dalrymple          | Ricky Ponting            | 1     |
| AB de Villiers           | Farveez Maharoof         | 1     |
| Farveez Maharoof         | Graeme Smith             | 1     |
| Lasith Malinga           | Graeme Smith             | 1     |
| Nathan Astle             | Younis Khan              | 1     |
| Scott Styris             | Iftikhar Anjum           | 1     |
| Brendon McCullum         | Shoaib Malik             | 1     |
| Shahid Afridi            | Shane Bond               | 1     |
| Shoaib Malik             | Nathan Astle             | 1     |
| Abdul Razzaq             | James Franklin           | 1     |
| Kamran Akmal             | Stephen Fleming          | 1     |
| Chris Gayle              | Rudra Singh              | 1     |
| Herschelle Gibbs         | Shoaib Malik             | 1     |
| Mark Boucher             | Mohammad Hafeez          | 1     |
| Justin Kemp              | Shoaib Malik             | 1     |
| Shaun Pollock            | Iftikhar Anjum           | 1     |
| Imran Farhat             | Shaun Pollock            | 1     |
| Yasir Arafat             | Makhaya Ntini            | 1     |
| Andrew Flintoff          | Jerome Taylor            | 1     |
| Michael Yardy            | Dwayne Bravo             | 1     |
| Chris Read               | Chris Gayle              | 1     |
| Dinesh Mongia            | Mike Hussey              | 1     |
| Rahul Dravid             | Michael Clarke           | 1     |
| Irfan Pathan             | Damien Martyn            | 1     |
| Adam Gilchrist           | Suresh Raina             | 1     |
| Adam Gilchrist           | Jacob Oram               | 1     |
| Shane Watson             | Peter Fulton             | 1     |
| Mike Hussey              | Hamish Marshall          | 1     |
| Michael Clarke           | Daniel Vettori           | 1     |
| Loots Bosman             | Chris Gayle              | 1     |
| Jacques Kallis           | Ramnaresh Sarwan         | 1     |
| Herschelle Gibbs         | Brian Lara               | 1     |
| Mark Boucher             | Ramnaresh Sarwan         | 1     |
| Runako Morton            | AB de Villiers           | 1     |
| Ramnaresh Sarwan         | Brad Hogg                | 1     |
| Adam Gilchrist           | Chris Gayle              | 1     |
| David Obuya              | Steven Outerbridge       | 1     |
| Thomas Odoyo             | Dean Minors              | 1     |
| Jimmy Kamande            | Dean Minors              | 1     |
| Irving Romaine           | Hiren Varaiya            | 1     |
| Janeiro Tucker           | Peter Ongondo            | 1     |
| David Hemp               | Tanmay Mishra            | 1     |
| Dean Minors              | Tony Suji                | 1     |
| Dean Minors              | Thomas Odoyo             | 1     |
| Irving Romaine           | Steve Tikolo             | 1     |
| Saleem Mukuddem          | Peter Ongondo            | 1     |
| David Obuya              | Saleem Mukuddem          | 1     |
| Collins Obuya            | Dean Minors              | 1     |
| Jimmy Kamande            | Stefan Kelly             | 1     |
| Nehemiah Odhiambo        | Irving Romaine           | 1     |
| Dean Minors              | Nehemiah Odhiambo        | 1     |
| David Hemp               | Collins Obuya            | 1     |
| Mark Boucher             | Zaheer Khan              | 1     |
| Shaun Pollock            | Sachin Tendulkar         | 1     |
| Mohammad Kaif            | Herschelle Gibbs         | 1     |
| Suresh Raina             | Jacques Kallis           | 1     |
| Dinesh Mongia            | Justin Kemp              | 1     |
| Eric Szwarczynski        | Henry Osinde             | 1     |
| Asif Mulla               | Daan van Bunge           | 1     |
| Sandeep Jyoti            | Ryan ten Doeschate       | 1     |
| Sunil Dhaniram           | Mohammad Kashif          | 1     |
| Loots Bosman             | Sachin Tendulkar         | 1     |
| Jacques Kallis           | Sachin Tendulkar         | 1     |
| Herschelle Gibbs         | Mohammad Kaif            | 1     |
| Virender Sehwag          | Andrew Hall              | 1     |
| Sachin Tendulkar         | Loots Bosman             | 1     |
| Rahul Dravid             | Andrew Hall              | 1     |
| Dinesh Karthik           | Graeme Smith             | 1     |
| Mahendra Dhoni           | Loots Bosman             | 1     |
| Irfan Pathan             | Graeme Smith             | 1     |
| Harbhajan Singh          | Graeme Smith             | 1     |
| Ajit Agarkar             | Graeme Smith             | 1     |
| Kwame Tucker             | Asif Mulla               | 1     |
| Lionel Cann              | Desmond Chumney          | 1     |
| Desmond Chumney          | Saleem Mukuddem          | 1     |
| Dean Minors              | Ryan ten Doeschate       | 1     |
| Kwame Tucker             | Pieteer Seelaar          | 1     |
| Lionel Cann              | Billy Stelling           | 1     |
| Tom de Grooth            | David Hemp               | 1     |
| Ryan ten Doeschate       | Stefan Kelly             | 1     |
| Justin Kemp              | Virender Sehwag          | 1     |
| Wasim Jaffer             | Graeme Smith             | 1     |
| Virender Sehwag          | Loots Bosman             | 1     |
| Dinesh Karthik           | Andre Nel                | 1     |
| Anil Kumble              | Graeme Smith             | 1     |
| Shanthakumaran Sreesanth | AB de Villiers           | 1     |
| Brendan Taylor           | Aftab Ahmed              | 1     |
| Hamilton Masakadza       | Mashrafe Mortaza         | 1     |
| Mluleki Nkala            | Mashrafe Mortaza         | 1     |
| Clay Smith               | Sanjayan Thuraisingam    | 1     |
| Dean Minors              | Sanjayan Thuraisingam    | 1     |
| Kevin Hurdle             | Umar Bhatti              | 1     |
| Sandeep Jyoti            | Irving Romaine           | 1     |
| Ashish Bagai             | Hasan Durham             | 1     |
| Qaiser Ali               | Saleem Mukuddem          | 1     |
| George Codrington        | Hasan Durham             | 1     |
| Sunil Dhaniram           | Luuk van Troost          | 1     |
| Tom de Grooth            | Abdool Samad             | 1     |
| Maurits van Nierop       | George Codrington        | 1     |
| Ryan ten Doeschate       | Abdool Samad             | 1     |
| Luuk van Troost          | Henry Osinde             | 1     |
| Daan van Bunge           | Umar Bhatti              | 1     |
| Bas Zuiderent            | Stefan Kelly             | 1     |
| Eric Szwarczynski        | Dwayne Leverock          | 1     |
| Alexei Kervezee          | Steven Outerbridge       | 1     |
| Peter Borren             | Clay Smith               | 1     |
| Mohammad Kashif          | Kevin Hurdle             | 1     |
| Dean Minors              | Eric Szwarczynski        | 1     |
| Steven Outerbridge       | Bas Zuiderent            | 1     |
| Shahriar Nafees          | Sean Williams            | 1     |
| Sachin Tendulkar         | AB de Villiers           | 1     |
| VVS Laxman               | Graeme Smith             | 1     |
| Mahendra Dhoni           | Andre Nel                | 1     |
| Graeme Smith             | Dinesh Karthik           | 1     |
| Shahriar Nafees          | Gary Brent               | 1     |
| Aftab Ahmed              | Edward Rainsford         | 1     |
| Habibul Bashar           | Gary Brent               | 1     |
| Mohammad Ashraful        | Chamunorwa Chibhabha     | 1     |
| Shahadat Hossain         | Edward Rainsford         | 1     |
| Hamilton Masakadza       | Shakib Al Hasan          | 1     |
| Daren Ganga              | Inzamam-ul-Haq           | 1     |
| Marlon Samuels           | Younis Khan              | 1     |
| Runako Morton            | Younis Khan              | 1     |
| Imran Farhat             | Runako Morton            | 1     |
| Kamran Akmal             | Dwayne Smith             | 1     |
| Hamilton Masakadza       | Habibul Bashar           | 1     |
| Mluleki Nkala            | Mohammad Ashraful        | 1     |
| Gary Brent               | Mohammad Ashraful        | 1     |
| Prosper Utseya           | Mehrab Hossain           | 1     |
| Shahriar Nafees          | Keith Dabengwa           | 1     |
| Stuart Matsikenyeri      | Abdur Razzak             | 1     |
| Marlon Samuels           | Imran Farhat             | 1     |
| Mohammad Hafeez          | Jerome Taylor            | 1     |
| Imran Farhat             | Marlon Samuels           | 1     |
| Imran Farhat             | Chris Gayle              | 1     |
| Yasir Hameed             | Daren Powell             | 1     |
| Faisal Iqbal             | Dave Mohammed            | 1     |
| Mohammad Sami            | Dwayne Smith             | 1     |
| Shiv Chanderpaul         | Faisal Iqbal             | 1     |
| Fraser Watts             | Aftab Ahmed              | 1     |
| Gavin Hamilton           | Habibul Bashar           | 1     |
| Dougie Brown             | Habibul Bashar           | 1     |
| Colin Smith              | Shahadat Hossain         | 1     |
| Shahriar Nafees          | Dougie Brown             | 1     |
| Aftab Ahmed              | Paul Hoffmann            | 1     |
| Shiv Chanderpaul         | Yasir Hameed             | 1     |
| Yasir Hameed             | Runako Morton            | 1     |
| Shahriar Nafees          | Paul Hoffmann            | 1     |
| Mehrab Hossain           | Glenn Rogers             | 1     |
| Mushfiqur Rahim          | Dougie Brown             | 1     |
| Majid Haq                | Shakib Al Hasan          | 1     |
| John Blain               | Mehrab Hossain           | 1     |
| Paul Hoffmann            | Mashrafe Mortaza         | 1     |
| Daniel Vettori           | Mahela Jayawardene       | 1     |
| Sanath Jayasuriya        | Peter Fulton             | 1     |
| Upul Tharanga            | Ross Taylor              | 1     |
| Chamara Silva            | Hamish Marshall          | 1     |
| Craig McMillan           | Mahela Jayawardene       | 1     |
| Mark Gillespie           | Farveez Maharoof         | 1     |
| Marvan Atapattu          | Ross Taylor              | 1     |
| Muttiah Muralitharan     | Ross Taylor              | 1     |
| Ruchira Perera           | James Franklin           | 1     |
| Ross Taylor              | Tillakaratne Dilshan     | 1     |
| James Marshall           | Tillakaratne Dilshan     | 1     |
| Sanath Jayasuriya        | Michael Mason            | 1     |
| Mahela Jayawardene       | Stephen Fleming          | 1     |
| Farveez Maharoof         | Andre Adams              | 1     |
| Andrew Strauss           | Matthew Hayden           | 1     |
| Kevin Pietersen          | Andrew Symonds           | 1     |
| Paul Collingwood         | Mitchell Johnson         | 1     |
| Jon Lewis                | Ricky Ponting            | 1     |
| Michael Clarke           | Nathan Astle             | 1     |
| Cameron White            | Craig McMillan           | 1     |
| Peter Fulton             | Andrew Symonds           | 1     |
| James Franklin           | Michael Clarke           | 1     |
| Jeetan Patel             | Ben Hilfenhaus           | 1     |
| Ross Taylor              | Michael Vaughan          | 1     |
| Peter Fulton             | Michael Vaughan          | 1     |
| James Franklin           | Paul Collingwood         | 1     |
| Michael Vaughan          | Ross Taylor              | 1     |
| Jamie Dalrymple          | Jeetan Patel             | 1     |
| Ravindu Shah             | Ryan Watson              | 1     |
| Steve Tikolo             | John Blain               | 1     |
| Fraser Watts             | Jimmy Kamande            | 1     |
| Gavin Hamilton           | Steve Tikolo             | 1     |
| Dougie Brown             | Steve Tikolo             | 1     |
| Colin Smith              | Thomas Odoyo             | 1     |
| Craig Wright             | Thomas Odoyo             | 1     |
| Ross Lyons               | Peter Ongondo            | 1     |
| Paul Hoffmann            | David Obuya              | 1     |
| John Davison             | Ross Lyons               | 1     |
| Qaiser Ali               | Navdeep Poonia           | 1     |
| Gavin Hamilton           | George Codrington        | 1     |
| Andrew Strauss           | Brad Hodge               | 1     |
| Mal Loye                 | Matthew Hayden           | 1     |
| Andrew Flintoff          | Brad Hodge               | 1     |
| Paul Nixon               | Matthew Hayden           | 1     |
| Jamie Dalrymple          | Mitchell Johnson         | 1     |
| Matthew Hayden           | James Anderson           | 1     |
| Brad Hodge               | Jamie Dalrymple          | 1     |
| James Franklin           | Matthew Hayden           | 1     |
| Michael Clarke           | Ross Taylor              | 1     |
| Cameron White            | Peter Fulton             | 1     |
| Brett Lee                | Hamish Marshall          | 1     |
| Nathan Bracken           | Ross Taylor              | 1     |
| Gautam Gambhir           | Marlon Samuels           | 1     |
| Denesh Ramdin            | Gautam Gambhir           | 1     |
| Collins Obuya            | Dewald Nel               | 1     |
| Thomas Odoyo             | Fraser Watts             | 1     |
| Neil McCallum            | David Obuya              | 1     |
| Dougie Brown             | Tanmay Mishra            | 1     |
| Navdeep Poonia           | Jimmy Kamande            | 1     |
| Nathan Astle             | Paul Collingwood         | 1     |
| Peter Fulton             | Paul Collingwood         | 1     |
| Ross Taylor              | Paul Collingwood         | 1     |
| Jacob Oram               | Andrew Strauss           | 1     |
| Ed Joyce                 | Mark Gillespie           | 1     |
| Jamie Dalrymple          | Stephen Fleming          | 1     |
| Jon Lewis                | Stephen Fleming          | 1     |
| Monty Panesar            | Nathan Astle             | 1     |
| Desmond Chumney          | Navdeep Poonia           | 1     |
| Asif Mulla               | Navdeep Poonia           | 1     |
| Sunil Dhaniram           | Fraser Watts             | 1     |
| Andy Cummins             | Majid Haq                | 1     |
| Ryan Watson              | Andy Cummins             | 1     |
| Gavin Hamilton           | John Davison             | 1     |
| Colin Smith              | Abdool Samad             | 1     |
| Sourav Ganguly           | Runako Morton            | 1     |
| Sachin Tendulkar         | Devon Smith              | 1     |
| Marlon Samuels           | Gautam Gambhir           | 1     |
| Dwayne Bravo             | Gautam Gambhir           | 1     |
| Dwayne Smith             | Ramesh Powar             | 1     |
| Ian Bradshaw             | Gautam Gambhir           | 1     |
| John Davison             | Steve Tikolo             | 1     |
| Ashish Bagai             | Collins Obuya            | 1     |
| Desmond Chumney          | Tanmay Mishra            | 1     |
| Sunil Dhaniram           | Nehemiah Odhiambo        | 1     |
| Andy Cummins             | Collins Obuya            | 1     |
| Henry Osinde             | Collins Obuya            | 1     |
| Steve Tikolo             | Sunil Dhaniram           | 1     |
| Nehemiah Odhiambo        | Henry Osinde             | 1     |
| Lameck Onyango           | Andy Cummins             | 1     |
| Ed Joyce                 | Mitchell Johnson         | 1     |
| Paul Collingwood         | Stuart Clark             | 1     |
| Andrew Flintoff          | Ricky Ponting            | 1     |
| Liam Plunkett            | Michael Clarke           | 1     |
| Chris Tremlett           | Cameron White            | 1     |
| Robin Uthappa            | Lendl Simmons            | 1     |
| Gautam Gambhir           | Lendl Simmons            | 1     |
| Suresh Raina             | Brian Lara               | 1     |
| Sachin Tendulkar         | Runako Morton            | 1     |
| Rahul Dravid             | Rayad Emrit              | 1     |
| Ajit Agarkar             | Runako Morton            | 1     |
| Shanthakumaran Sreesanth | Runako Morton            | 1     |
| Devon Smith              | Rahul Dravid             | 1     |
| Brian Lara               | Robin Uthappa            | 1     |
| Lendl Simmons            | Robin Uthappa            | 1     |
| Adam Gilchrist           | Jeetan Patel             | 1     |
| Ricky Ponting            | Peter Fulton             | 1     |
| Irving Romaine           | Tanmay Mishra            | 1     |
| Saleem Mukuddem          | Ravindu Shah             | 1     |
| Kevin Hurdle             | Steve Tikolo             | 1     |
| Lou Vincent              | Jamie Dalrymple          | 1     |
| Ross Taylor              | Monty Panesar            | 1     |
| Brendon McCullum         | Andrew Strauss           | 1     |
| James Franklin           | Liam Plunkett            | 1     |
| Jamie Dalrymple          | James Franklin           | 1     |
| Paul Nixon               | Jacob Oram               | 1     |
| John Davison             | Luuk van Troost          | 1     |
| Qaiser Ali               | Darron Reekers           | 1     |
| Desmond Chumney          | Bas Zuiderent            | 1     |
| Sunil Dhaniram           | Tim de Leede             | 1     |
| Kevin O'Brien            | Neil McCallum            | 1     |
| Gavin Hamilton           | Eoin Morgan              | 1     |
| Neil McCallum            | Andrew White             | 1     |
| Robin Uthappa            | Chris Gayle              | 1     |
| Rahul Dravid             | Lendl Simmons            | 1     |
| Shiv Chanderpaul         | Harbhajan Singh          | 1     |
| Devon Smith              | Yuvraj Singh             | 1     |
| Marlon Samuels           | Irfan Pathan             | 1     |
| Denesh Ramdin            | Anil Kumble              | 1     |
| Rayad Emrit              | Robin Uthappa            | 1     |
| Irving Romaine           | Kevin O'Brien            | 1     |
| Lionel Cann              | Kyle McCallan            | 1     |
| David Hemp               | Kenny Carroll            | 1     |
| Saleem Mukuddem          | Boyd Rankin              | 1     |
| Kenny Carroll            | Saleem Mukuddem          | 1     |
| Eoin Morgan              | Malachi Jones            | 1     |
| Niall O'Brien            | Janeiro Tucker           | 1     |
| Kevin O'Brien            | Malachi Jones            | 1     |
| Andre Botha              | Malachi Jones            | 1     |
| Majid Haq                | John Davison             | 1     |
| Neil McCallum            | Asif Mulla               | 1     |
| Asif Mulla               | Fraser Watts             | 1     |
| Sunil Dhaniram           | John Blain               | 1     |
| Umar Bhatti              | Ryan Watson              | 1     |
| Darron Reekers           | Steve Tikolo             | 1     |
| Ryan ten Doeschate       | David Obuya              | 1     |
| Alexei Kervezee          | Ravindu Shah             | 1     |
| Tim de Leede             | Steve Tikolo             | 1     |
| Ravindu Shah             | Billy Stelling           | 1     |
| Ed Joyce                 | Nathan Bracken           | 1     |
| Mal Loye                 | Nathan Bracken           | 1     |
| Andrew Strauss           | Stuart Clark             | 1     |
| Matthew Hayden           | Jamie Dalrymple          | 1     |
| Asif Mulla               | Saleem Mukuddem          | 1     |
| Sunil Dhaniram           | Irving Romaine           | 1     |
| Clay Smith               | Sunil Dhaniram           | 1     |
| Kenny Carroll            | Ravindu Shah             | 1     |
| Eoin Morgan              | Collins Obuya            | 1     |
| David Obuya              | David Langford-Smith     | 1     |
| Steve Tikolo             | Trent Johnston           | 1     |
| Ravindu Shah             | Andre Botha              | 1     |
| Jimmy Kamande            | Kevin O'Brien            | 1     |
| Collins Obuya            | Andrew White             | 1     |
| Fraser Watts             | Ryan ten Doeschate       | 1     |
| Majid Haq                | Peter Borren             | 1     |
| Ryan Watson              | Ryan ten Doeschate       | 1     |
| Gavin Hamilton           | Luuk van Troost          | 1     |
| Craig Wright             | Bas Zuiderent            | 1     |
| Bas Zuiderent            | Ryan Watson              | 1     |
| Luuk van Troost          | John Blain               | 1     |
| Ryan ten Doeschate       | Majid Haq                | 1     |
| Daan van Bunge           | Neil McCallum            | 1     |
| Jacob Oram               | Brad Hodge               | 1     |
| Ricky Ponting            | Lou Vincent              | 1     |
| Janeiro Tucker           | Bas Zuiderent            | 1     |
| Lionel Cann              | Darron Reekers           | 1     |
| Arthur Pitcher           | Alexei Kervezee          | 1     |
| Darron Reekers           | Dwayne Leverock          | 1     |
| William Porterfield      | George Codrington        | 1     |
| Eoin Morgan              | Abdool Samad             | 1     |
| Asif Mulla               | Jeremy Bray              | 1     |
| Gavin Hamilton           | Thomas Odoyo             | 1     |
| Dougie Brown             | Ravindu Shah             | 1     |
| Colin Smith              | Ravindu Shah             | 1     |
| Morris Ouma              | Majid Haq                | 1     |
| David Obuya              | Ross Lyons               | 1     |
| Thomas Odoyo             | Majid Haq                | 1     |
| Jimmy Kamande            | Neil McCallum            | 1     |
| AB de Villiers           | Naved-ul-Hasan           | 1     |
| Ashwell Prince           | Abdul Razzaq             | 1     |
| Mark Boucher             | Inzamam-ul-Haq           | 1     |
| Abdul Razzaq             | Robin Peterson           | 1     |
| Mohammad Asif            | Ashwell Prince           | 1     |
| Mehrab Hossain           | Hamilton Masakadza       | 1     |
| Habibul Bashar           | Elton Chigumbura         | 1     |
| Christopher Mpofu        | Mashrafe Mortaza         | 1     |
| Dougie Brown             | Irving Romaine           | 1     |
| Dougie Lockhart          | Clay Smith               | 1     |
| Craig Wright             | Clay Smith               | 1     |
| Dean Minors              | Omer Hussain             | 1     |
| Bas Zuiderent            | William Porterfield      | 1     |
| Ryan ten Doeschate       | Jeremy Bray              | 1     |
| David Langford-Smith     | Daan van Bunge           | 1     |
| Ravindu Shah             | John Davison             | 1     |
| Tanmay Mishra            | John Davison             | 1     |
| Collins Obuya            | George Codrington        | 1     |
| Thomas Odoyo             | Qaiser Ali               | 1     |
| Peter Ongondo            | Qaiser Ali               | 1     |
| Asif Mulla               | Collins Obuya            | 1     |
| Desmond Chumney          | David Obuya              | 1     |
| Ashish Bagai             | Ravindu Shah             | 1     |
| Sunil Dhaniram           | Steve Tikolo             | 1     |
| Andy Cummins             | Thomas Odoyo             | 1     |
| Ian Bell                 | Scott Styris             | 1     |
| Andrew Flintoff          | James Franklin           | 1     |
| Peter Fulton             | Ian Bell                 | 1     |
| Scott Styris             | Monty Panesar            | 1     |
| Daniel Vettori           | Michael Vaughan          | 1     |
| Mehrab Hossain           | Terry Duffin             | 1     |
| Mushfiqur Rahim          | Keith Dabengwa           | 1     |
| Fraser Watts             | Tanmay Mishra            | 1     |
| Majid Haq                | Steve Tikolo             | 1     |
| Ryan Watson              | Peter Ongondo            | 1     |
| John Blain               | Steve Tikolo             | 1     |
| Paul Hoffmann            | Jimmy Kamande            | 1     |
| David Obuya              | Gavin Hamilton           | 1     |
| Ashwell Prince           | Younis Khan              | 1     |
| Mahela Jayawardene       | Rahul Dravid             | 1     |
| Adam Gilchrist           | Andrew Flintoff          | 1     |
| Matthew Hayden           | Sajid Mahmood            | 1     |
| Shane Watson             | Ian Bell                 | 1     |
| Brad Hogg                | Ian Bell                 | 1     |
| Ed Joyce                 | Glenn McGrath            | 1     |
| Imran Nazir              | Charl Langeveldt         | 1     |
| Shoaib Malik             | AB de Villiers           | 1     |
