+--------------------------+--------------------------+-------+
| Batter                   | Fielder                  | Count |
| Tamim Iqbal              | Dhanushka Gunathilleke   | 2     |
| Jason Holder             | Babar Azam               | 2     |
| Ben Stokes               | David Miller             | 2     |
| Fakhar Zaman             | Hashim Amla              | 2     |
| Chris Morris             | Bhuvneshwar Kumar        | 2     |
| Craig Ervine             | Upul Tharanga            | 2     |
| Kyle Hope                | Kedar Jadhav             | 2     |
| Shikhar Dhawan           | Jason Holder             | 2     |
| Peter Moor               | Kusal Mendis             | 2     |
| Kusal Mendis             | Graeme Cremer            | 2     |
| Rohit Sharma             | Nathan Coulter-Nile      | 2     |
| Virat Kohli              | Glenn Maxwell            | 2     |
| Steven Smith             | Jasprit Bumrah           | 2     |
| Chris Gayle              | Joe Root                 | 2     |
| Shai Hope                | Jonathan Bairstow        | 2     |
| Kedar Jadhav             | Glenn Maxwell            | 2     |
| Hardik Pandya            | David Warner             | 2     |
| Kedar Jadhav             | Aaron Finch              | 2     |
| David Warner             | Manish Pandey            | 2     |
| Sese Bau                 | Alasdair Evans           | 2     |
| Babar Azam               | Kusal Mendis             | 2     |
| Milinda Siriwardene      | Fakhar Zaman             | 2     |
| Hardik Pandya            | Kane Williamson          | 2     |
| Martin Guptill           | Dinesh Karthik           | 2     |
| Lega Siaka               | Richie Berrington        | 2     |
| Gulbadeen Naib           | Paul Stirling            | 2     |
| Rashid Khan              | George Dockrell          | 2     |
| William Porterfield      | Asghar Stanikzai         | 2     |
| Tom Latham               | Babar Azam               | 2     |
| Babar Azam               | Ross Taylor              | 2     |
| Fahim Ashraf             | Tim Southee              | 2     |
| Kane Williamson          | Mohammad Hafeez          | 2     |
| Andrew Balbirnie         | Rohan Mustafa            | 2     |
| Craig Ervine             | Sabbir Rahman            | 2     |
| Colin Munro              | Mohammad Hafeez          | 2     |
| Matthew Cross            | Gary Wilson              | 2     |
| Travis Head              | Eoin Morgan              | 2     |
| David Miller             | Virat Kohli              | 2     |
| Khaya Zondo              | Hardik Pandya            | 2     |
| Imran Tahir              | Virat Kohli              | 2     |
| Rahmat Shah              | Craig Ervine             | 2     |
| Mohammad Shahzad         | Malcolm Waller           | 2     |
| Henry Nicholls           | Jason Roy                | 2     |
| Chris Woakes             | Kane Williamson          | 2     |
| Colin de Grandhomme      | Chris Woakes             | 2     |
| Jason Holder             | William Porterfield      | 2     |
| Jos Buttler              | Aaron Finch              | 2     |
| Jason Roy                | Umesh Yadav              | 2     |
| Imam-ul-Haq              | Tarisai Musakanda        | 2     |
| Peter Moor               | Babar Azam               | 2     |
| Shikhar Dhawan           | Ben Stokes               | 2     |
| Shakib Al Hasan          | Keemo Paul               | 2     |
| Basanta Regmi            | Shane Snater             | 2     |
| Dasun Shanaka            | Wiaan Mulder             | 2     |
| Hashmatullah Shahidi     | Andrew Balbirnie         | 2     |
| Mohammad Shahzad         | Tim Murtagh              | 2     |
| Fakhar Zaman             | Yuzvendra Chahal         | 2     |
| Soumya Sarkar            | Fakhar Zaman             | 2     |
| Imrul Kayes              | Elton Chigumbura         | 2     |
| Shimron Hetmyer          | Virat Kohli              | 2     |
| Rovman Powell            | Rohit Sharma             | 2     |
| Jason Holder             | Kedar Jadhav             | 2     |
| Heinrich Klaasen         | Aaron Finch              | 2     |
| Tissara Perera           | Trent Boult              | 2     |
| Alex Carey               | Shikhar Dhawan           | 2     |
| Rohit Sharma             | Peter Handscomb          | 2     |
| Alex Carey               | Virat Kohli              | 2     |
| Trent Boult              | Mohammed Shami           | 2     |
| Mohammad Saifuddin       | Martin Guptill           | 2     |
| Martin Guptill           | Liton Das                | 2     |
| Henry Nicholls           | Liton Das                | 2     |
| John Campbell            | Moeen Ali                | 2     |
| Eoin Morgan              | Jason Holder             | 2     |
| Tissara Perera           | David Miller             | 2     |
| Asghar Stanikzai         | Kevin O'Brien            | 2     |
| Rashid Khan              | Simi Singh               | 2     |
| Usman Khawaja            | Virat Kohli              | 2     |
| Ravi Jadeja              | Glenn Maxwell            | 2     |
| Rahmat Shah              | Paul Stirling            | 2     |
| Rishabh Pant             | Ashton Turner            | 2     |
| Aiden Markram            | Dhananjaya de Silva      | 2     |
| Mohammad Naveed          | Timycen Maruma           | 2     |
| Ashley Nurse             | Sabbir Rahman            | 2     |
| Tamim Iqbal              | Jason Holder             | 2     |
| Asif Ali                 | Ben Stokes               | 2     |
| Kevin O'Brien            | Sheldon Cotterell        | 2     |
| Joe Root                 | Mohammad Hafeez          | 2     |
| Jimmy Neesham            | Soumya Sarkar            | 2     |
| Jason Holder             | Adam Zampa               | 2     |
| Dhananjaya de Silva      | Joe Root                 | 2     |
| Craig Ervine             | Andrew Balbirnie         | 2     |
| Lorcan Tucker            | Sean Williams            | 2     |
| Virat Kohli              | Kemar Roach              | 2     |
| Tom Sole                 | Sandeep Goud             | 2     |
| Steven Taylor            | Asad Vala                | 2     |
| Norman Vanua             | Johannes Smit            | 2     |
| Barry McCarthy           | Brandon King             | 2     |
| Alzarri Joseph           | Paul Stirling            | 2     |
| Shikhar Dhawan           | Ashton Agar              | 2     |
| Lokesh Rahul             | Steven Smith             | 2     |
| Suraj Kumar              | Gyanendra Malla          | 2     |
| Gyanendra Malla          | Mohammad Nadeem          | 2     |
| Kyle Verreynne           | Mitchell Marsh           | 2     |
| Curtis Campher           | Hashmatullah Shahidi     | 2     |
| Liton Das                | Trent Boult              | 2     |
| Mehedi Hasan             | Henry Nicholls           | 2     |
| Fakhar Zaman             | Zak Crawley              | 2     |
| Kieron Pollard           | Ashton Turner            | 2     |
| Johannes Smit            | Kashyap Prajapati        | 2     |
| George Dockrell          | Jason Holder             | 2     |
| Roston Chase             | Paul Stirling            | 2     |
| Dasun Shanaka            | Sikandar Raza            | 2     |
| Rashid Khan              | Bas de Leede             | 2     |
| Colin Ackermann          | Gulbadeen Naib           | 2     |
| Vriitya Aravind          | Ayaan Khan               | 2     |
| Brandon King             | Surya Yadav              | 2     |
| Nicolas Pooran           | Rohit Sharma             | 2     |
| Geoff Boycott            | Bill Lawry               | 1     |
| John Edrich              | Doug Walters             | 1     |
| Keith Fletcher           | Greg Chappell            | 1     |
| John Hampshire           | Garth McKenzie           | 1     |
| Ken Shuttleworth         | Ian Redpath              | 1     |
| Keith Stackpole          | Basil D'Oliveira         | 1     |
| Rod Marsh                | Brian Close              | 1     |
| Keith Fletcher           | Keith Stackpole          | 1     |
| Basil D'Oliveira         | Ian Chappell             | 1     |
| Greg Chappell            | Barry Wood               | 1     |
| Paul Sheahan             | Bob Woolmer              | 1     |
| Dennis Lillee            | Barry Wood               | 1     |
| Geoff Boycott            | Bob Massie               | 1     |
| Glenn Turner             | Majid Khan               | 1     |
| Mark Burgess             | Asif Masood              | 1     |
| Richard Collinge         | Saleem Altaf             | 1     |
| Asif Iqbal               | Peter Coman              | 1     |
| Saleem Altaf             | Brian Hastings           | 1     |
| Brian Hastings           | Graham Roope             | 1     |
| Bruce Taylor             | Keith Fletcher           | 1     |
| Sir Richard Hadlee       | John Snow                | 1     |
| Geoff Boycott            | Glenn Turner             | 1     |
| Dennis Amiss             | Vic Pollard              | 1     |
| Keith Fletcher           | Sir Richard Hadlee       | 1     |
| Tony Greig               | Bruce Taylor             | 1     |
| Ray Illingworth          | Glenn Turner             | 1     |
| Roy Fredericks           | Tony Greig               | 1     |
| Maurice Foster           | Tony Greig               | 1     |
| Rohan Kanhai             | Tony Greig               | 1     |
| Vanburn Holder           | Chris Old                | 1     |
| Geoff Boycott            | Rohan Kanhai             | 1     |
| Tony Greig               | Garry Sobers             | 1     |
| John Jameson             | Vanburn Holder           | 1     |
| Tony Greig               | Sir Clive Lloyd          | 1     |
| Geoff Arnold             | Bernard Julien           | 1     |
| Mark Burgess             | Geoff Dymock             | 1     |
| Vic Pollard              | Doug Walters             | 1     |
| Ken Wadsworth            | Doug Walters             | 1     |
| Dayle Hadlee             | Doug Walters             | 1     |
| Ian Redpath              | Peter Coman              | 1     |
| John Parker              | Gary Gilmour             | 1     |
| Brian Hastings           | Greg Chappell            | 1     |
| Ken Wadsworth            | Ian Chappell             | 1     |
| Brijesh Patel            | Keith Fletcher           | 1     |
| Bishan Bedi              | David Lloyd              | 1     |
| John Edrich              | Bishan Bedi              | 1     |
| Mike Denness             | Venkat                   | 1     |
| Sunil Gavaskar           | Geoff Arnold             | 1     |
| Sudhir Naik              | Tony Greig               | 1     |
| Gopal Bose               | Mike Denness             | 1     |
| Ajit Wadekar             | David Lloyd              | 1     |
| Syed Abid Ali            | Michael Smith            | 1     |
| John Edrich              | Brijesh Patel            | 1     |
| Mike Denness             | Ajit Wadekar             | 1     |
| Michael Smith            | Sadiq Mohammad           | 1     |
| Majid Khan               | Chris Old                | 1     |
| Sadiq Mohammad           | David Lloyd              | 1     |
| Ian Redpath              | Tony Greig               | 1     |
| Ian Chappell             | Peter Lever              | 1     |
| Terry Jenner             | Keith Fletcher           | 1     |
| Keith Fletcher           | Ian Redpath              | 1     |
| Mike Denness             | Max Walker               | 1     |
| Brian Luckhurst          | Geoff Howarth            | 1     |
| Keith Fletcher           | Glenn Turner             | 1     |
| John Edrich              | Sir Richard Hadlee       | 1     |
| Chris Old                | John Parker              | 1     |
| Derek Underwood          | John Parker              | 1     |
| Brian Hastings           | Tony Greig               | 1     |
| John Parker              | Barry Wood               | 1     |
| Richard Collinge         | Fred Titmus              | 1     |
| Alan Turner              | Mushtaq Mohammad         | 1     |
| Ian Chappell             | Wasim Raja               | 1     |
| Greg Chappell            | Asif Iqbal               | 1     |
| Doug Walters             | Sarfraz Nawaz            | 1     |
| Zaheer Abbas             | Alan Turner              | 1     |
| Mushtaq Mohammad         | Greg Chappell            | 1     |
| Wasim Raja               | Jeff Thomson             | 1     |
| Imran Khan               | Alan Turner              | 1     |
| Asif Masood              | Max Walker               | 1     |
| John Parker              | Zulfiqar Ali             | 1     |
| Brian Hastings           | Ramesh Sethi             | 1     |
| John Jameson             | Venkat                   | 1     |
| Eknath Solkar            | Peter Lever              | 1     |
| Gundappa Viswanath       | Keith Fletcher           | 1     |
| David Heyn               | Sir Clive Lloyd          | 1     |
| Michael Tissera          | Alvin Kallicharran       | 1     |
| Mevan Pieris             | Sir Clive Lloyd          | 1     |
| Somachandra de Silva     | Sir Clive Lloyd          | 1     |
| Roy Fredericks           | Bandula Warnapura        | 1     |
| Alan Turner              | Duleep Mendis            | 1     |
| Greg Chappell            | Tony Opatha              | 1     |
| Doug Walters             | Anura Tennekoon          | 1     |
| Michael Tissera          | Alan Turner              | 1     |
| Ramesh Sethi             | Anshuman Gaekwad         | 1     |
| Mike Denness             | John Morrison            | 1     |
| John Morrison            | Chris Old                | 1     |
| Brian Hastings           | Derek Underwood          | 1     |
| Brian McKechnie          | Derek Underwood          | 1     |
| Dayle Hadlee             | Geoff Arnold             | 1     |
| Sadiq Mohammad           | Rohan Kanhai             | 1     |
| Viv Richards             | Zaheer Abbas             | 1     |
| Bernard Julien           | Javed Miandad            | 1     |
| Vanburn Holder           | Parvez Mir               | 1     |
| Rick McCosker            | Roy Fredericks           | 1     |
| Jeff Thomson             | Vanburn Holder           | 1     |
| Dennis Amiss             | Parbhu Nana              | 1     |
| Mehmood Quaraishy        | Dennis Amiss             | 1     |
| Sunil Gavaskar           | Sir Richard Hadlee       | 1     |
| Anshuman Gaekwad         | Brian Hastings           | 1     |
| Syed Abid Ali            | Hedley Howarth           | 1     |
| Mohinder Amarnath        | John Morrison            | 1     |
| Brian Hastings           | Eknath Solkar            | 1     |
| Sadiq Mohammad           | Tony Opatha              | 1     |
| Majid Khan               | Anura Tennekoon          | 1     |
| Mushtaq Mohammad         | David Heyn               | 1     |
| Wasim Raja               | Tony Opatha              | 1     |
| David Heyn               | Zaheer Abbas             | 1     |
| Tony Opatha              | Zaheer Abbas             | 1     |
| Ajit de Silva            | Wasim Raja               | 1     |
| Chris Old                | Greg Chappell            | 1     |
| Glenn Turner             | Rohan Kanhai             | 1     |
| Ken Wadsworth            | Sir Clive Lloyd          | 1     |
| Dayle Hadlee             | Vanburn Holder           | 1     |
| Roy Fredericks           | Brian Hastings           | 1     |
| Sir Clive Lloyd          | Brian Hastings           | 1     |
| Keith Boyce              | Greg Chappell            | 1     |
| Rick McCosker            | Alvin Kallicharran       | 1     |
| Ross Edwards             | Roy Fredericks           | 1     |
| Gary Gilmour             | Rohan Kanhai             | 1     |
| Viv Richards             | Gary Cosier              | 1     |
| Ian Chappell             | Gordon Greenidge         | 1     |
| Anshuman Gaekwad         | Sir Richard Hadlee       | 1     |
| Eknath Solkar            | Lance Cairns             | 1     |
| Syed Kirmani             | Dayle Hadlee             | 1     |
| Jock Edwards             | Madan Lal                | 1     |
| John Parker              | Venkat                   | 1     |
| Brian McKechnie          | Sudhakar Rao             | 1     |
| Dilip Vengsarkar         | Glenn Turner             | 1     |
| Brijesh Patel            | Glenn Turner             | 1     |
| Madan Lal                | Dayle Hadlee             | 1     |
| Venkat                   | John Parker              | 1     |
| David Steele             | Collis King              | 1     |
| Graham Gooch             | Vanburn Holder           | 1     |
| Sir Ian Botham           | Roy Fredericks           | 1     |
| Derek Underwood          | Bernard Julien           | 1     |
| Lawrence Rowe            | Mike Hendrick            | 1     |
| Roy Fredericks           | Derek Randall            | 1     |
| Viv Richards             | Bob Woolmer              | 1     |
| Sir Clive Lloyd          | Graham Barlow            | 1     |
| Collis King              | Barry Wood               | 1     |
| Bernard Julien           | Derek Randall            | 1     |
| Michael Holding          | Graham Barlow            | 1     |
| Graham Barlow            | Vanburn Holder           | 1     |
| Derek Randall            | Collis King              | 1     |
| Tony Greig               | Viv Richards             | 1     |
| Derek Underwood          | Gordon Greenidge         | 1     |
| Roy Fredericks           | Graham Barlow            | 1     |
| Gordon Greenidge         | Mike Hendrick            | 1     |
| Viv Richards             | Barry Wood               | 1     |
| Sir Ian Botham           | Bernard Julien           | 1     |
| Alan Knott               | Gordon Greenidge         | 1     |
| John Parker              | Mushtaq Mohammad         | 1     |
| Mushtaq Mohammad         | Andy Roberts             | 1     |
| Intikhab Alam            | Murray Parker            | 1     |
| Zaheer Abbas             | Bernard Julien           | 1     |
| Wasim Raja               | Roy Fredericks           | 1     |
| Javed Miandad            | Gordon Greenidge         | 1     |
| Roy Fredericks           | Asif Iqbal               | 1     |
| Alvin Kallicharran       | Asif Iqbal               | 1     |
| Ian Davis                | Tony Greig               | 1     |
| Craig Serjeant           | Derek Randall            | 1     |
| Doug Walters             | Dennis Amiss             | 1     |
| Max Walker               | Graham Barlow            | 1     |
| Mick Malone              | Mike Brearley            | 1     |
| Dennis Amiss             | Craig Serjeant           | 1     |
| Derek Randall            | Rick McCosker            | 1     |
| Chris Old                | David Hookes             | 1     |
| John Lever               | Doug Walters             | 1     |
| Graham Barlow            | Kim Hughes               | 1     |
| Tony Greig               | Greg Chappell            | 1     |
| Chris Old                | Kim Hughes               | 1     |
| Ian Davis                | Chris Old                | 1     |
| Rod Marsh                | Chris Old                | 1     |
| Chris Old                | Jeff Thomson             | 1     |
| Derek Underwood          | Len Pascoe               | 1     |
| Richie Robinson          | Mike Brearley            | 1     |
| Doug Walters             | Mike Brearley            | 1     |
| Ray Bright               | Derek Randall            | 1     |
| Wasim Raja               | Derek Randall            | 1     |
| Mike Brearley            | Parvez Mir               | 1     |
| Mudassar Nazar           | Derek Randall            | 1     |
| Haroon Rasheed           | Brian Rose               | 1     |
| Graham Roope             | Haroon Rasheed           | 1     |
| Geoff Miller             | Sikander Bakht           | 1     |
| Javed Miandad            | Geoff Boycott            | 1     |
| Wasim Raja               | Geoff Boycott            | 1     |
| Hasan Jamil              | Geoff Boycott            | 1     |
| Mike Brearley            | Shafiq Ahmed             | 1     |
| Derek Randall            | Mudassar Nazar           | 1     |
| John Lever               | Aamer Hameed             | 1     |
| Richard Austin           | Bob Simpson              | 1     |
| Deryck Murray            | Bob Simpson              | 1     |
| Andy Roberts             | Ian Callen               | 1     |
| Graeme Wood              | Irvine Shillingford      | 1     |
| Rick Darling             | Alvin Kallicharran       | 1     |
| Gary Cosier              | Wayne Daniel             | 1     |
| Trevor Laughlin          | Viv Richards             | 1     |
| Alvin Kallicharran       | Bob Simpson              | 1     |
| Larry Gomes              | Rick Darling             | 1     |
| Irvine Shillingford      | Graeme Wood              | 1     |
| Rick Darling             | Derick Parry             | 1     |
| Peter Toohey             | Sylvester Clarke         | 1     |
| Graham Yallop            | Irvine Shillingford      | 1     |
| Bob Simpson              | Derick Parry             | 1     |
| Barry Wood               | Javed Miandad            | 1     |
| David Gower              | Javed Miandad            | 1     |
| Sir Ian Botham           | Haroon Rasheed           | 1     |
| Mudassar Nazar           | Barry Wood               | 1     |
| Mohsin Khan              | Graham Roope             | 1     |
| Graham Roope             | Naeem Ahmed              | 1     |
| Mudassar Nazar           | Bob Willis               | 1     |
| Mike Brearley            | Mark Burgess             | 1     |
| Graham Gooch             | John Parker              | 1     |
| Clive Radley             | John Parker              | 1     |
| David Gower              | Mark Burgess             | 1     |
| Sir Ian Botham           | Robert Anderson          | 1     |
| Jock Edwards             | David Gower              | 1     |
| Sir Ian Botham           | Bruce Edgar              | 1     |
| Jock Edwards             | Derek Randall            | 1     |
| Bevan Congdon            | Derek Randall            | 1     |
| Lance Cairns             | Sir Ian Botham           | 1     |
| Richard Collinge         | Graham Gooch             | 1     |
| Anshuman Gaekwad         | Imran Khan               | 1     |
| Surinder Amarnath        | Zaheer Abbas             | 1     |
| Hasan Jamil              | Anshuman Gaekwad         | 1     |
| Dilip Vengsarkar         | Wasim Raja               | 1     |
| Gundappa Viswanath       | Wasim Raja               | 1     |
| Kapil Dev                | Mushtaq Mohammad         | 1     |
| Bishan Bedi              | Javed Miandad            | 1     |
| Sadiq Mohammad           | Yashpal Sharma           | 1     |
| Zaheer Abbas             | Karsan Ghavri            | 1     |
| Asif Iqbal               | Bishan Bedi              | 1     |
| Imran Khan               | Surinder Amarnath        | 1     |
| Surinder Amarnath        | Imran Khan               | 1     |
| Graeme Wood              | David Gower              | 1     |
| Allan Border             | Bob Willis               | 1     |
| Phil Carlson             | Derek Randall            | 1     |
| Trevor Laughlin          | Bob Willis               | 1     |
| John Maclean             | Phil Edmonds             | 1     |
| Rodney Hogg              | Sir Ian Botham           | 1     |
| Derek Randall            | Graham Yallop            | 1     |
| Graham Gooch             | Alan Hurst               | 1     |
| Sir Ian Botham           | Graeme Wood              | 1     |
| Rick Darling             | Chris Old                | 1     |
| Kim Hughes               | Geoff Boycott            | 1     |
| Graham Yallop            | David Gower              | 1     |
| Phil Carlson             | Geoff Boycott            | 1     |
| Geoff Boycott            | Gary Cosier              | 1     |
| Derek Randall            | Kim Hughes               | 1     |
| Graham Gooch             | Kim Hughes               | 1     |
| David Gower              | Graeme Wood              | 1     |
| Rick Darling             | Mike Brearley            | 1     |
| Kim Hughes               | Mike Brearley            | 1     |
| Martin Stead             | Zaheer Abbas             | 1     |
| Bryan Mauricette         | Zaheer Abbas             | 1     |
| Kim Hughes               | Mike Hendrick            | 1     |
| Sunil Gavaskar           | Michael Holding          | 1     |
| Anshuman Gaekwad         | Collis King              | 1     |
| Dilip Vengsarkar         | Alvin Kallicharran       | 1     |
| Surinder Khanna          | Desmond Haynes           | 1     |
| Bishan Bedi              | Sir Clive Lloyd          | 1     |
| Duleep Mendis            | Glenn Turner             | 1     |
| Somachandra de Silva     | Mark Burgess             | 1     |
| Stanley de Silva         | John Wright              | 1     |
| John Wright              | Anura Tennekoon          | 1     |
| Sadiq Mohammad           | Jeff Moss                | 1     |
| Wasim Raja               | Jeff Moss                | 1     |
| Andrew Hilditch          | Sadiq Mohammad           | 1     |
| Graeme Porter            | Sadiq Mohammad           | 1     |
| Glenroy Sealy            | Sir Ian Botham           | 1     |
| Karsan Ghavri            | Jeremy Coney             | 1     |
| Surinder Khanna          | John Morrison            | 1     |
| Glenroy Sealy            | Graeme Porter            | 1     |
| Bryan Mauricette         | Andrew Hilditch          | 1     |
| Cornelius Henry          | Kim Hughes               | 1     |
| Andrew Hilditch          | John Valentine           | 1     |
| Graham Gooch             | Sadiq Mohammad           | 1     |
| Phil Edmonds             | Wasim Raja               | 1     |
| Majid Khan               | Sir Ian Botham           | 1     |
| Haroon Rasheed           | Mike Brearley            | 1     |
| Asif Iqbal               | Mike Brearley            | 1     |
| Sikander Bakht           | Mike Hendrick            | 1     |
| Bandula Warnapura        | Anshuman Gaekwad         | 1     |
| Sunil Wettimuny          | Dilip Vengsarkar         | 1     |
| Sunil Gavaskar           | Roy Dias                 | 1     |
| Dilip Vengsarkar         | Stanley de Silva         | 1     |
| Kapil Dev                | Bandula Warnapura        | 1     |
| Karsan Ghavri            | Bandula Warnapura        | 1     |
| Surinder Khanna          | Roy Dias                 | 1     |
| Gordon Greenidge         | Bruce Edgar              | 1     |
| Viv Richards             | Mark Burgess             | 1     |
| Deryck Murray            | Jeremy Coney             | 1     |
| Jeremy Coney             | Joel Garner              | 1     |
| Glenn Turner             | Sir Clive Lloyd          | 1     |
| Mark Burgess             | Viv Richards             | 1     |
| Geoff Boycott            | Geoff Howarth            | 1     |
| Wayne Larkins            | Jeremy Coney             | 1     |
| Lance Cairns             | Mike Brearley            | 1     |
| Majid Khan               | Alvin Kallicharran       | 1     |
| Asif Iqbal               | Michael Holding          | 1     |
| Mudassar Nazar           | Alvin Kallicharran       | 1     |
| Desmond Haynes           | Mike Hendrick            | 1     |
| Collis King              | Derek Randall            | 1     |
| Andy Roberts             | Mike Brearley            | 1     |
| Mike Brearley            | Collis King              | 1     |
| Michael Holding          | Rick McCosker            | 1     |
| Derek Randall            | Derick Parry             | 1     |
| Mike Brearley            | Gordon Greenidge         | 1     |
| Gordon Greenidge         | Bob Willis               | 1     |
| Sir Clive Lloyd          | Mike Brearley            | 1     |
| Andy Roberts             | Derek Randall            | 1     |
| Michael Holding          | David Gower              | 1     |
| Allan Border             | Peter Willey             | 1     |
| Greg Chappell            | Graham Gooch             | 1     |
| Doug Walters             | Derek Randall            | 1     |
| Ray Bright               | Graham Gooch             | 1     |
| Rodney Hogg              | Mike Brearley            | 1     |
| Geoff Boycott            | Dennis Lillee            | 1     |
| Rod Marsh                | Lawrence Rowe            | 1     |
| David Gower              | Julien Wiener            | 1     |
| Rick Darling             | Derek Randall            | 1     |
| Trevor Laughlin          | Graham Gooch             | 1     |
| Julien Wiener            | Sir Clive Lloyd          | 1     |
| Bruce Laird              | Lawrence Rowe            | 1     |
| Greg Chappell            | Sir Clive Lloyd          | 1     |
| Kim Hughes               | Andy Roberts             | 1     |
| Desmond Haynes           | Ian Chappell             | 1     |
| Viv Richards             | Rodney Hogg              | 1     |
| Lawrence Rowe            | Allan Border             | 1     |
| Sir Clive Lloyd          | Julien Wiener            | 1     |
| Joel Garner              | Greg Chappell            | 1     |
| Derek Randall            | Sir Clive Lloyd          | 1     |
| David Bairstow           | Sir Clive Lloyd          | 1     |
| Desmond Haynes           | Derek Underwood          | 1     |
| Allan Border             | David Gower              | 1     |
| Derek Randall            | Greg Chappell            | 1     |
| Rick McCosker            | Mike Brearley            | 1     |
| Ian Chappell             | Derek Randall            | 1     |
| Greg Chappell            | Derek Randall            | 1     |
| Kim Hughes               | Wayne Larkins            | 1     |
| Graham Gooch             | Rick McCosker            | 1     |
| Wayne Larkins            | Jeff Thomson             | 1     |
| Derek Randall            | Len Pascoe               | 1     |
| John Emburey             | Greg Chappell            | 1     |
| Gordon Greenidge         | John Emburey             | 1     |
| Peter Willey             | Sir Clive Lloyd          | 1     |
| Wayne Larkins            | Sir Clive Lloyd          | 1     |
| Sir Ian Botham           | Desmond Haynes           | 1     |
| Julien Wiener            | Larry Gomes              | 1     |
| Rick McCosker            | Sir Clive Lloyd          | 1     |
| David Murray             | Greg Chappell            | 1     |
| Colin Croft              | Dennis Lillee            | 1     |
| Gordon Greenidge         | Wayne Larkins            | 1     |
| Graham Gooch             | Collis King              | 1     |
| Sir Ian Botham           | Sir Clive Lloyd          | 1     |
| Sir Ian Botham           | Collis King              | 1     |
| Viv Richards             | Sir Ian Botham           | 1     |
| Joel Garner              | Jeremy Coney             | 1     |
| John Parker              | Sir Clive Lloyd          | 1     |
| Geoff Howarth            | Derick Parry             | 1     |
| Sir Richard Hadlee       | Joel Garner              | 1     |
| Desmond Haynes           | Chris Tavar?             | 1     |
| Viv Richards             | David Gower              | 1     |
| Faoud Bacchus            | John Lever               | 1     |
| Alvin Kallicharran       | Sir Ian Botham           | 1     |
| Andy Roberts             | Sir Ian Botham           | 1     |
| Graham Dilley            | Desmond Haynes           | 1     |
| Gordon Greenidge         | John Lever               | 1     |
| Desmond Haynes           | Bob Willis               | 1     |
| Viv Richards             | John Lever               | 1     |
| Alvin Kallicharran       | Bob Willis               | 1     |
| Graham Gooch             | Faoud Bacchus            | 1     |
| David Gower              | Faoud Bacchus            | 1     |
| Geoff Boycott            | Kim Hughes               | 1     |
| Bill Athey               | Greg Chappell            | 1     |
| Sir Ian Botham           | Graham Yallop            | 1     |
| Peter Willey             | Graham Yallop            | 1     |
| Graeme Wood              | Bill Athey               | 1     |
| Dennis Lillee            | Peter Willey             | 1     |
| Roland Butcher           | John Dyson               | 1     |
| Bruce Laird              | John Emburey             | 1     |
| Taslim Arif              | Malcolm Marshall         | 1     |
| Sadiq Mohammad           | Michael Holding          | 1     |
| Wasim Raja               | Michael Holding          | 1     |
| Imran Khan               | Faoud Bacchus            | 1     |
| Sir Clive Lloyd          | Sadiq Mohammad           | 1     |
| Trevor Chappell          | Sir Richard Hadlee       | 1     |
| Bruce Edgar              | Trevor Chappell          | 1     |
| Warren Lees              | Geoff Lawson             | 1     |
| Kim Hughes               | Ian Smith                | 1     |
| John Parker              | John Dyson               | 1     |
| Paul McEwan              | Greg Chappell            | 1     |
| Sir Richard Hadlee       | John Dyson               | 1     |
| Warren Lees              | John Dyson               | 1     |
| Sadiq Mohammad           | Sir Clive Lloyd          | 1     |
| Majid Khan               | Sylvester Clarke         | 1     |
| Desmond Haynes           | Iqbal Qasim              | 1     |
| Sunil Gavaskar           | Geoff Lawson             | 1     |
| Thirumalai Srinivasan    | Greg Chappell            | 1     |
| Kirti Azad               | Geoff Lawson             | 1     |
| Greg Chappell            | Sunil Gavaskar           | 1     |
| Geoff Lawson             | Dilip Doshi              | 1     |
| Sir Richard Hadlee       | Trevor Chappell          | 1     |
| Mark Burgess             | Allan Border             | 1     |
| Warren Lees              | Greg Chappell            | 1     |
| Allan Border             | Bruce Edgar              | 1     |
| Roger Binny              | John Parker              | 1     |
| Gundappa Viswanath       | Jeremy Coney             | 1     |
| Sandeep Patil            | John Parker              | 1     |
| Syed Kirmani             | John Parker              | 1     |
| Paul McEwan              | Yashpal Sharma           | 1     |
| John Parker              | Kapil Dev                | 1     |
| Lance Cairns             | Dilip Vengsarkar         | 1     |
| Warren Lees              | Dilip Vengsarkar         | 1     |
| Kapil Dev                | John Dyson               | 1     |
| Viv Richards             | Taslim Arif              | 1     |
| Sunil Gavaskar           | Jeremy Coney             | 1     |
| Chetan Chauhan           | Sir Richard Hadlee       | 1     |
| Yashpal Sharma           | John Wright              | 1     |
| Sandeep Patil            | John Wright              | 1     |
| Kapil Dev                | Lance Cairns             | 1     |
| Syed Kirmani             | Bruce Edgar              | 1     |
| Yograj Singh             | Mark Burgess             | 1     |
| Warren Lees              | Yograj Singh             | 1     |
| Geoff Howarth            | Kapil Dev                | 1     |
| Chetan Chauhan           | Jeremy Coney             | 1     |
| Yashpal Sharma           | Lance Cairns             | 1     |
| John Parker              | Chetan Chauhan           | 1     |
| Sir Richard Hadlee       | Sunil Gavaskar           | 1     |
| Martin Snedden           | Karsan Ghavri            | 1     |
| Dilip Vengsarkar         | John Parker              | 1     |
| Karsan Ghavri            | Geoff Howarth            | 1     |
| Roger Binny              | Greg Chappell            | 1     |
