+-------+-------------------------------+---------+--------+-------+
| Rank  | Batsman                       | Average | Others | Ratio |
| 5524  | Nalin Wijesinghe              | 24.05   | 22.94  | 1.048 |
| 5525  | Andrew Ratcliffe              | 32.16   | 30.68  | 1.048 |
| 5526  | Vasili Orros                  | 28.21   | 26.91  | 1.048 |
| 5527  | Javed Omar                    | 28.77   | 27.45  | 1.048 |
| 5528  | Mohammad Hussain              | 24.62   | 23.49  | 1.048 |
| 5529  | Murtuza Baig                  | 27.50   | 26.24  | 1.048 |
| 5530  | Ian Moore                     | 25.05   | 23.90  | 1.048 |
| 5531  | Robin Weston                  | 28.98   | 27.66  | 1.048 |
| 5532  | Ian Buxton                    | 23.94   | 22.84  | 1.048 |
| 5533  | Kelvin Williams               | 24.52   | 23.40  | 1.048 |
| 5534  | Sajjad Farkhan                | 24.15   | 23.05  | 1.048 |
| 5535  | Bradley Osborne               | 27.50   | 26.24  | 1.047 |
| 5536  | Barney Rogers                 | 33.00   | 31.49  | 1.047 |
| 5537  | Brian Boobbyer                | 26.98   | 25.75  | 1.047 |
| 5538  | Vernon Royle                  | 15.48   | 14.77  | 1.047 |
| 5539  | Kirat Damani                  | 31.43   | 30.00  | 1.047 |
| 5540  | Mark Higgs                    | 32.45   | 30.98  | 1.047 |
| 5541  | Imraan Munshi                 | 20.43   | 19.50  | 1.047 |
| 5542  | Edward Bligh                  | 12.47   | 11.90  | 1.047 |
| 5543  | Llorne Howell                 | 28.23   | 26.95  | 1.047 |
| 5544  | Darshan Singh                 | 25.52   | 24.36  | 1.047 |
| 5545  | Bismillah Khan                | 29.51   | 28.18  | 1.047 |
| 5546  | Dhanuka Pathirana             | 25.94   | 24.77  | 1.047 |
| 5547  | Ajay Ratra                    | 30.29   | 28.92  | 1.047 |
| 5548  | Desmond Fenner                | 23.94   | 22.86  | 1.047 |
| 5549  | Leonard Oliver                | 20.39   | 19.47  | 1.047 |
| 5550  | Les Joslin                    | 29.77   | 28.42  | 1.047 |
| 5551  | Peter Laing                   | 27.95   | 26.69  | 1.047 |
| 5552  | Ankit Dane                    | 35.76   | 34.15  | 1.047 |
| 5553  | Santosh Ganguli               | 23.60   | 22.53  | 1.047 |
| 5554  | Shoaib Laghari                | 30.31   | 28.95  | 1.047 |
| 5555  | Mitchell Marsh                | 32.41   | 30.96  | 1.047 |
| 5556  | Harold Garnett                | 26.00   | 24.83  | 1.046 |
| 5557  | Stephen Newton                | 20.30   | 19.39  | 1.046 |
| 5558  | Forbes McDonald               | 25.24   | 24.11  | 1.046 |
| 5559  | Keith Barker                  | 28.24   | 26.98  | 1.046 |
| 5560  | Anurag Singh                  | 32.17   | 30.73  | 1.046 |
| 5561  | Glendon Gibbs                 | 36.80   | 35.17  | 1.046 |
| 5562  | Rodney Ontong                 | 29.46   | 28.15  | 1.046 |
| 5563  | Emmanuel Vincent              | 10.94   | 10.45  | 1.046 |
| 5564  | Horrie Davis                  | 25.18   | 24.07  | 1.046 |
| 5565  | Kosie Venter                  | 30.15   | 28.81  | 1.046 |
| 5566  | Mike Burns                    | 32.68   | 31.23  | 1.046 |
| 5567  | Masum Khan                    | 25.88   | 24.74  | 1.046 |
| 5568  | Shafi Sampan                  | 22.98   | 21.96  | 1.046 |
| 5569  | Rohan Banerjee                | 31.94   | 30.53  | 1.046 |
| 5570  | David Stead                   | 25.03   | 23.94  | 1.045 |
| 5571  | Richard Oliver                | 29.22   | 27.94  | 1.045 |
| 5572  | Jesse Chellan                 | 20.13   | 19.25  | 1.045 |
| 5573  | Vasanth Kumar                 | 32.26   | 30.85  | 1.045 |
| 5574  | Ranil Abeynaike               | 24.23   | 23.17  | 1.045 |
| 5575  | Ameya Shrikhande              | 33.77   | 32.30  | 1.045 |
| 5576  | Geraint Jones                 | 32.45   | 31.03  | 1.045 |
| 5577  | Jean Bredenkamp               | 25.49   | 24.38  | 1.045 |
| 5578  | Vairamudi Cheluvaraj          | 30.91   | 29.56  | 1.045 |
| 5579  | Rajesh Gawande                | 32.07   | 30.67  | 1.045 |
| 5580  | Samuel Morgan                 | 31.18   | 29.83  | 1.045 |
| 5581  | Romario Shepherd              | 26.43   | 25.28  | 1.045 |
| 5582  | Edward Tritton                | 16.66   | 15.94  | 1.045 |
| 5583  | George Lohmann                | 18.67   | 17.86  | 1.045 |
| 5584  | Corey Richards                | 31.41   | 30.05  | 1.045 |
| 5585  | Kaushalya Weeraratne          | 26.81   | 25.66  | 1.045 |
| 5586  | Tom Sewell                    | 9.97    | 9.54   | 1.045 |
| 5587  | Alban Arnold                  | 25.33   | 24.24  | 1.045 |
| 5588  | Edward Grace                  | 18.66   | 17.86  | 1.045 |
| 5589  | Afzal Masood                  | 27.52   | 26.34  | 1.044 |
| 5590  | Paul Rayner                   | 28.24   | 27.03  | 1.044 |
| 5591  | Vikas Hathwala                | 31.00   | 29.67  | 1.044 |
| 5592  | Harry Smith                   | 22.35   | 21.40  | 1.044 |
| 5593  | Denesh Ramdin                 | 30.02   | 28.74  | 1.044 |
| 5594  | Jack Pettiford                | 25.64   | 24.54  | 1.044 |
| 5595  | Clement Booth                 | 15.37   | 14.72  | 1.044 |
| 5596  | Prince Indrajitsinhji         | 26.76   | 25.63  | 1.044 |
| 5597  | Nihil Soysa                   | 22.62   | 21.66  | 1.044 |
| 5598  | Norman Claxton                | 29.43   | 28.19  | 1.044 |
| 5599  | Malinga Maligaspe             | 26.00   | 24.90  | 1.043 |
| 5600  | Ajit Gandotra                 | 22.00   | 21.07  | 1.043 |
| 5601  | Michael Tramontino            | 26.84   | 25.71  | 1.043 |
| 5602  | Aucher Warner                 | 14.90   | 14.28  | 1.043 |
| 5603  | Ankit Rawat                   | 27.45   | 26.30  | 1.043 |
| 5604  | Dan Housego                   | 31.93   | 30.59  | 1.043 |
| 5605  | Len Weinstein                 | 25.56   | 24.49  | 1.043 |
| 5606  | Ranjit Singh                  | 24.75   | 23.71  | 1.043 |
| 5607  | Guy Jackson                   | 23.07   | 22.11  | 1.043 |
| 5608  | Yadvendrasinhji               | 24.02   | 23.03  | 1.043 |
| 5609  | Joseph Milner                 | 25.85   | 24.78  | 1.043 |
| 5610  | Madhawa Nimesh                | 27.41   | 26.28  | 1.043 |
| 5611  | Ryan Bailey                   | 31.62   | 30.31  | 1.043 |
| 5612  | Jack Heron                    | 26.20   | 25.12  | 1.042 |
| 5613  | Tony Wright                   | 28.84   | 27.65  | 1.042 |
| 5614  | Shalika Karunanayake          | 29.01   | 27.81  | 1.042 |
| 5615  | Desmond Lewis                 | 31.82   | 30.51  | 1.042 |
| 5616  | Aiden Blizzard                | 30.18   | 28.94  | 1.042 |
| 5617  | Amrish Gautam                 | 33.72   | 32.34  | 1.042 |
| 5618  | Laurie Potter                 | 28.93   | 27.74  | 1.042 |
| 5619  | Soumya Sarkar                 | 31.52   | 30.23  | 1.042 |
| 5620  | Mohsin Akhtar                 | 22.19   | 21.28  | 1.042 |
| 5621  | David Dempsey                 | 25.28   | 24.25  | 1.042 |
| 5622  | Abhishek Jhunjhunwala         | 30.76   | 29.50  | 1.042 |
| 5623  | Haafiz Shahid                 | 25.06   | 24.04  | 1.042 |
| 5624  | Amila Sandaruwan              | 23.47   | 22.51  | 1.042 |
| 5625  | Bhalchandra Telang            | 22.40   | 21.48  | 1.042 |
| 5626  | Dhruv Mohan                   | 29.28   | 28.09  | 1.042 |
| 5627  | Leslie Kidd                   | 24.94   | 23.92  | 1.042 |
| 5628  | Anukul Roy                    | 28.03   | 26.90  | 1.042 |
| 5629  | Sean Mackay                   | 22.06   | 21.16  | 1.042 |
| 5630  | Himanshu Jadhav               | 31.15   | 29.89  | 1.042 |
| 5631  | Manoharan Ponniah             | 25.03   | 24.02  | 1.042 |
| 5632  | Fred Freer                    | 32.10   | 30.80  | 1.042 |
| 5633  | Edward Northway               | 18.92   | 18.16  | 1.042 |
| 5634  | Jatin Saxena                  | 27.54   | 26.42  | 1.042 |
| 5635  | Amar Singh                    | 24.23   | 23.25  | 1.041 |
| 5636  | Clifford Roach                | 28.04   | 26.91  | 1.041 |
| 5637  | Keith Tomlins                 | 27.13   | 26.04  | 1.041 |
| 5638  | Colin Casalis                 | 24.13   | 23.17  | 1.041 |
| 5639  | Leonard Green                 | 25.51   | 24.50  | 1.041 |
| 5640  | Neil Russom                   | 32.05   | 30.77  | 1.041 |
| 5641  | Alan Townsend                 | 24.95   | 23.96  | 1.041 |
| 5642  | Shasheen Fernando             | 25.16   | 24.16  | 1.041 |
| 5643  | Brett D'Oliveira              | 31.66   | 30.41  | 1.041 |
| 5644  | Siddiq Akbar                  | 25.83   | 24.81  | 1.041 |
| 5645  | Cornelius Coward              | 14.93   | 14.34  | 1.041 |
| 5646  | Dhiraj Parsana                | 26.54   | 25.49  | 1.041 |
| 5647  | William Robertson             | 25.91   | 24.89  | 1.041 |
| 5648  | Grant Stewart                 | 26.71   | 25.66  | 1.041 |
| 5649  | Amit Paunikar                 | 29.00   | 27.86  | 1.040 |
| 5650  | Solly Chothia                 | 23.02   | 22.11  | 1.040 |
| 5651  | Butler Parr                   | 11.00   | 10.56  | 1.040 |
| 5652  | Khalid Mahmood                | 27.40   | 26.33  | 1.040 |
| 5653  | Vipin Vats                    | 33.65   | 32.33  | 1.040 |
| 5654  | Hemant Gore                   | 27.89   | 26.79  | 1.040 |
| 5655  | Jim Bailey                    | 24.93   | 23.96  | 1.040 |
| 5656  | Salieg Nackerdien             | 25.14   | 24.15  | 1.040 |
| 5657  | Samuel Snow                   | 18.22   | 17.51  | 1.040 |
| 5658  | G Wells                       | 12.22   | 11.74  | 1.040 |
| 5659  | Paul Strang                   | 30.10   | 28.93  | 1.040 |
| 5660  | Advani Gopaldas               | 27.73   | 26.65  | 1.040 |
| 5661  | Parag Das                     | 28.05   | 26.96  | 1.040 |
| 5662  | Laurie Evans                  | 29.36   | 28.23  | 1.040 |
| 5663  | Gary Watts                    | 32.85   | 31.59  | 1.040 |
| 5664  | Simon Jackson                 | 24.38   | 23.45  | 1.039 |
| 5665  | Reggie Schwarz                | 22.60   | 21.74  | 1.039 |
| 5666  | Alston Bobb                   | 22.27   | 21.42  | 1.039 |
| 5667  | Greg Todd                     | 34.02   | 32.71  | 1.039 |
| 5668  | Alexander Eccles              | 23.20   | 22.32  | 1.039 |
| 5669  | Shahid Qambrani               | 28.69   | 27.60  | 1.039 |
| 5670  | Darrell Goodwin               | 28.12   | 27.04  | 1.039 |
| 5671  | Ibrahim Khaleel               | 29.16   | 28.05  | 1.039 |
| 5672  | John Parker                   | 30.20   | 29.05  | 1.039 |
| 5673  | Arthur Conan Doyle            | 19.25   | 18.51  | 1.039 |
| 5674  | Mahboob Shah                  | 21.10   | 20.29  | 1.039 |
| 5675  | Ian Tittle                    | 29.88   | 28.75  | 1.039 |
| 5676  | Stefan Anthonisz              | 23.27   | 22.39  | 1.039 |
| 5677  | Brijinder Singh               | 21.43   | 20.62  | 1.039 |
| 5678  | Mark Ealham                   | 31.96   | 30.76  | 1.039 |
| 5679  | Jimmy Neesham                 | 31.85   | 30.65  | 1.039 |
| 5680  | Frank Martin                  | 29.56   | 28.46  | 1.038 |
| 5681  | Vibart Wight                  | 30.94   | 29.78  | 1.038 |
| 5682  | Ian Daniell                   | 28.01   | 26.96  | 1.038 |
| 5683  | Richard Hosmer                | 12.54   | 12.08  | 1.038 |
| 5684  | Sid Russell                   | 23.86   | 22.97  | 1.038 |
| 5685  | Faraz Ali                     | 25.10   | 24.17  | 1.038 |
| 5686  | Gren Alabaster                | 23.88   | 22.99  | 1.038 |
| 5687  | Amjad Ali                     | 25.47   | 24.53  | 1.038 |
| 5688  | Ben Curran                    | 27.93   | 26.90  | 1.038 |
| 5689  | R Narasimhan                  | 23.38   | 22.52  | 1.038 |
| 5690  | Jakwan Ahmed                  | 26.44   | 25.47  | 1.038 |
| 5691  | Abani Hazarika                | 22.53   | 21.70  | 1.038 |
| 5692  | Arnold Townsend               | 23.13   | 22.29  | 1.038 |
| 5693  | Stacy Waddy                   | 23.52   | 22.66  | 1.038 |
| 5694  | William Leake                 | 11.97   | 11.53  | 1.037 |
| 5695  | Jaykishan Kolsawala           | 27.18   | 26.19  | 1.037 |
| 5696  | Enver Mall                    | 17.83   | 17.18  | 1.037 |
| 5697  | Ian Holland                   | 26.31   | 25.35  | 1.037 |
| 5698  | Lenert van Wyk                | 27.05   | 26.07  | 1.037 |
| 5699  | Isaiah Rajah                  | 23.60   | 22.74  | 1.037 |
| 5700  | Somasetty Suresh              | 29.32   | 28.26  | 1.037 |
| 5701  | Luke Sutton                   | 30.63   | 29.52  | 1.037 |
| 5702  | Brooke Guest                  | 31.34   | 30.20  | 1.037 |
| 5703  | Sulan Jayawardene             | 24.83   | 23.93  | 1.037 |
| 5704  | Dwayne Bravo                  | 30.64   | 29.54  | 1.037 |
| 5705  | Sumiran Amonkar               | 31.63   | 30.49  | 1.037 |
| 5706  | Michael Barton                | 25.82   | 24.89  | 1.037 |
| 5707  | Pranay Sharma                 | 27.04   | 26.07  | 1.036 |
| 5708  | Donovan Reid                  | 16.94   | 16.34  | 1.036 |
| 5709  | Brijesh Jeganathan            | 21.07   | 20.32  | 1.036 |
| 5710  | Charles Gore                  | 16.92   | 16.32  | 1.036 |
| 5711  | Luqman Butt                   | 24.43   | 23.57  | 1.036 |
| 5712  | Piran Holloway                | 31.50   | 30.38  | 1.036 |
| 5713  | George Powell                 | 27.42   | 26.45  | 1.036 |
| 5714  | Sami-ul-Haq                   | 25.00   | 24.11  | 1.036 |
| 5715  | Neil McCorkell                | 25.60   | 24.70  | 1.036 |
| 5716  | Alex Wakely                   | 31.27   | 30.17  | 1.036 |
| 5717  | Harry Wrathall                | 22.54   | 21.74  | 1.036 |
| 5718  | Dudley Rippon                 | 20.05   | 19.35  | 1.036 |
| 5719  | Jamaluddin Syed Mohammad      | 27.66   | 26.69  | 1.036 |
| 5720  | David Donald                  | 23.25   | 22.43  | 1.036 |
| 5721  | Ramesh Sampath                | 22.85   | 22.05  | 1.036 |
| 5722  | Arthur Jeffreys               | 14.31   | 13.81  | 1.036 |
| 5723  | Bryn Thomas                   | 27.00   | 26.06  | 1.035 |
| 5724  | Hiran Liyanage                | 25.16   | 24.29  | 1.035 |
| 5725  | Craig Stirk                   | 26.33   | 25.42  | 1.035 |
| 5726  | Haris Ali                     | 29.53   | 28.51  | 1.035 |
| 5727  | John Beck                     | 23.93   | 23.11  | 1.035 |
| 5728  | Ken Archer                    | 29.95   | 28.92  | 1.035 |
| 5729  | Leonard McRae                 | 33.87   | 32.71  | 1.035 |
| 5730  | William Tavar?                | 31.63   | 30.55  | 1.035 |
| 5731  | Andrew Dalton                 | 24.48   | 23.64  | 1.035 |
| 5732  | Faraz Patel                   | 25.48   | 24.61  | 1.035 |
| 5733  | Clem Wilson                   | 23.78   | 22.97  | 1.035 |
| 5734  | BC Machhliwala                | 13.86   | 13.39  | 1.035 |
| 5735  | Adrian Aymes                  | 31.22   | 30.16  | 1.035 |
| 5736  | Sean Adair                    | 28.05   | 27.09  | 1.035 |
| 5737  | Stephen Baard                 | 25.66   | 24.79  | 1.035 |
| 5738  | Dirk Viljoen                  | 31.04   | 29.99  | 1.035 |
| 5739  | Vinodh Perera                 | 29.14   | 28.15  | 1.035 |
| 5740  | Chetan Sachdev                | 27.22   | 26.30  | 1.035 |
| 5741  | Herbert Hopkins               | 22.40   | 21.64  | 1.035 |
| 5742  | Ranjit Khanwilkar             | 32.74   | 31.63  | 1.035 |
| 5743  | Vishva Chathuranga            | 27.02   | 26.11  | 1.035 |
| 5744  | Madushan Ravichandrakumar     | 27.14   | 26.22  | 1.034 |
| 5745  | Edward Byrom                  | 27.32   | 26.40  | 1.034 |
| 5746  | Al-Amin                       | 35.56   | 34.36  | 1.034 |
| 5747  | Towhid Hossain                | 27.79   | 26.86  | 1.034 |
| 5748  | Rani Hendricks                | 16.70   | 16.13  | 1.034 |
| 5749  | Karimuttath Rakesh            | 28.25   | 27.30  | 1.034 |
| 5750  | Dion Ebrahim                  | 30.19   | 29.18  | 1.034 |
| 5751  | Taimur Khan                   | 25.61   | 24.76  | 1.034 |
| 5752  | Chad Barron                   | 28.95   | 27.98  | 1.034 |
| 5753  | Arthur Hazlerigg              | 25.92   | 25.06  | 1.034 |
| 5754  | Joseph Yovich                 | 30.05   | 29.05  | 1.034 |
| 5755  | Graham Woodward               | 23.94   | 23.14  | 1.034 |
| 5756  | Kyle Coetzer                  | 30.37   | 29.36  | 1.034 |
| 5757  | Roshan Jurangpathy            | 25.13   | 24.29  | 1.034 |
| 5758  | Gopisetti Srinivas            | 31.26   | 30.22  | 1.034 |
| 5759  | David Neal                    | 24.43   | 23.62  | 1.034 |
| 5760  | Arthur Daffen                 | 16.62   | 16.07  | 1.034 |
| 5761  | Muni Lal                      | 23.97   | 23.17  | 1.034 |
| 5762  | Ahmed Dinath                  | 18.57   | 17.96  | 1.034 |
| 5763  | Sangramsinh Gaekwad           | 27.60   | 26.69  | 1.034 |
| 5764  | Walter Robins                 | 26.39   | 25.52  | 1.034 |
| 5765  | Reginald Wood                 | 15.66   | 15.14  | 1.034 |
| 5766  | Nawaz Sardar                  | 28.13   | 27.20  | 1.034 |
| 5767  | Ross Verry                    | 26.81   | 25.93  | 1.034 |
| 5768  | John Birch                    | 27.53   | 26.62  | 1.034 |
| 5769  | Satish Shinde                 | 32.95   | 31.87  | 1.034 |
| 5770  | Thomas Shackle                | 11.34   | 10.97  | 1.034 |
| 5771  | Ruan Terblanche               | 30.15   | 29.16  | 1.033 |
| 5772  | Farhan Khan                   | 23.11   | 22.36  | 1.033 |
| 5773  | Herbert Marshall              | 13.78   | 13.33  | 1.033 |
| 5774  | George Kelson                 | 14.35   | 13.89  | 1.033 |
| 5775  | William Bridgeman             | 21.23   | 20.54  | 1.033 |
| 5776  | John Evans                    | 24.64   | 23.83  | 1.033 |
| 5777  | Thomas Ingram                 | 11.88   | 11.49  | 1.033 |
| 5778  | Craig Wishart                 | 30.16   | 29.18  | 1.033 |
| 5779  | Don O'Connor                  | 35.41   | 34.26  | 1.033 |
| 5780  | Subhrajit Saikia              | 27.33   | 26.45  | 1.033 |
| 5781  | Kaushik Aphale                | 33.07   | 32.00  | 1.033 |
| 5782  | Roger Hartigan                | 25.01   | 24.20  | 1.033 |
| 5783  | John Taylor                   | 27.11   | 26.24  | 1.033 |
| 5784  | Sajjad Ahmed                  | 25.64   | 24.81  | 1.033 |
| 5785  | Blaise Sommerville            | 26.71   | 25.86  | 1.033 |
| 5786  | David Boyle                   | 29.50   | 28.56  | 1.033 |
| 5787  | Ross Ormiston                 | 26.41   | 25.57  | 1.032 |
| 5788  | Alistair Orr                  | 37.60   | 36.41  | 1.032 |
| 5789  | Mohammad Salman               | 26.04   | 25.21  | 1.032 |
| 5790  | Nkosana Mpofu                 | 24.62   | 23.84  | 1.032 |
| 5791  | Samir Gujar                   | 33.00   | 31.95  | 1.032 |
| 5792  | Luke Hollman                  | 29.91   | 28.97  | 1.032 |
| 5793  | N Prahalad                    | 24.00   | 23.24  | 1.032 |
| 5794  | Bryce Postles                 | 22.64   | 21.93  | 1.032 |
| 5795  | Jack Nash                     | 28.52   | 27.62  | 1.032 |
| 5796  | Feroze Khan                   | 20.66   | 20.01  | 1.032 |
| 5797  | Yunus Moorad                  | 18.11   | 17.54  | 1.032 |
| 5798  | Nasir Nawaz                   | 37.25   | 36.08  | 1.032 |
| 5799  | Mohammad Saleem               | 21.26   | 20.60  | 1.032 |
| 5800  | Anil Parmar                   | 31.82   | 30.83  | 1.032 |
| 5801  | Stanley Quin                  | 32.83   | 31.80  | 1.032 |
| 5802  | Sidney Kitcat                 | 21.82   | 21.14  | 1.032 |
| 5803  | Channa Gunasekara             | 23.63   | 22.89  | 1.031 |
| 5804  | Nawamini Siriwardene          | 26.58   | 25.76  | 1.031 |
| 5805  | Edwin Diver                   | 23.00   | 22.28  | 1.031 |
| 5806  | Evan Gray                     | 28.80   | 27.91  | 1.031 |
| 5807  | Tharindu Perera               | 25.58   | 24.79  | 1.031 |
| 5808  | Charlie Barnett               | 21.32   | 20.67  | 1.031 |
| 5809  | Gamini Silva                  | 22.73   | 22.03  | 1.031 |
| 5810  | Malcolm Jardine               | 17.76   | 17.22  | 1.031 |
| 5811  | Iqbal Sheikh                  | 21.47   | 20.81  | 1.031 |
| 5812  | Robert Henderson              | 18.50   | 17.93  | 1.031 |
| 5813  | Christopher Weeden            | 25.83   | 25.04  | 1.031 |
| 5814  | Shahid Pervez                 | 24.45   | 23.71  | 1.031 |
| 5815  | Leonard Howell                | 18.53   | 17.96  | 1.031 |
| 5816  | Achat Satyendran              | 22.64   | 21.95  | 1.031 |
| 5817  | Jahanzeb Abdullah             | 22.27   | 21.59  | 1.031 |
| 5818  | Bernard Holloway              | 22.61   | 21.92  | 1.031 |
| 5819  | Josh Philippe                 | 30.60   | 29.67  | 1.031 |
| 5820  | David Kelly                   | 27.75   | 26.90  | 1.031 |
| 5821  | Ralph Cowan                   | 29.91   | 29.00  | 1.031 |
| 5822  | Sanjay Jagdale                | 26.62   | 25.82  | 1.030 |
| 5823  | Charith Jayampathi            | 29.87   | 28.97  | 1.030 |
| 5824  | Samarth Singh                 | 31.85   | 30.90  | 1.030 |
| 5825  | Edward Challenor              | 21.68   | 21.03  | 1.030 |
| 5826  | Gary Martin                   | 27.94   | 27.11  | 1.030 |
| 5827  | Kevin Sharp                   | 30.84   | 29.92  | 1.030 |
| 5828  | P Ramesh                      | 28.11   | 27.27  | 1.030 |
| 5829  | Ian Mitchell                  | 27.45   | 26.64  | 1.030 |
| 5830  | Henry Hill                    | 13.48   | 13.07  | 1.030 |
| 5831  | Ernest Beechey                | 22.15   | 21.49  | 1.030 |
| 5832  | Cyril Merry                   | 27.14   | 26.34  | 1.030 |
| 5833  | Jamshed Bashir                | 22.86   | 22.18  | 1.030 |
| 5834  | Joseph Thomson                | 26.07   | 25.30  | 1.030 |
| 5835  | William Motaung               | 29.23   | 28.37  | 1.030 |
| 5836  | Shazam Babwah                 | 21.50   | 20.86  | 1.030 |
| 5837  | Tahir Khan                    | 28.46   | 27.63  | 1.030 |
| 5838  | Hamish Barton                 | 23.83   | 23.14  | 1.029 |
| 5839  | Gilbert Ashton                | 24.01   | 23.31  | 1.029 |
| 5840  | Alan Shiell                   | 33.57   | 32.60  | 1.029 |
| 5841  | Faiz Ahmed                    | 21.87   | 21.24  | 1.029 |
| 5842  | Benjamin Remington            | 14.04   | 13.63  | 1.029 |
| 5843  | Arnold Williams               | 17.44   | 16.94  | 1.029 |
| 5844  | Ian Butcher                   | 29.62   | 28.77  | 1.029 |
| 5845  | Vijith Deshapriya             | 22.97   | 22.31  | 1.029 |
| 5846  | Ralph Koster                  | 36.07   | 35.04  | 1.029 |
| 5847  | Frank Browning                | 18.15   | 17.63  | 1.029 |
| 5848  | David Rees                    | 24.93   | 24.22  | 1.029 |
| 5849  | Greg Mail                     | 32.16   | 31.26  | 1.028 |
| 5850  | Alun Evans                    | 30.95   | 30.09  | 1.028 |
| 5851  | Amal Peiris                   | 24.53   | 23.85  | 1.028 |
| 5852  | Junaid Jan                    | 21.00   | 20.41  | 1.028 |
| 5853  | Alfred Glover                 | 25.67   | 24.97  | 1.028 |
| 5854  | George Newman                 | 25.86   | 25.15  | 1.028 |
| 5855  | Barry Cooper                  | 28.13   | 27.36  | 1.028 |
| 5856  | Shivanga Ranasuriya           | 21.83   | 21.24  | 1.028 |
| 5857  | Bob McLeod                    | 22.38   | 21.77  | 1.027 |
| 5858  | Kacey Carty                   | 25.50   | 24.81  | 1.027 |
| 5859  | Tishan Maraj                  | 26.16   | 25.46  | 1.027 |
| 5860  | Krishnaraj Sriram             | 28.00   | 27.24  | 1.027 |
| 5861  | Vijay Nayudu                  | 25.34   | 24.66  | 1.027 |
| 5862  | Edmund Rowley                 | 13.52   | 13.16  | 1.027 |
| 5863  | Roy Kaia                      | 27.78   | 27.04  | 1.027 |
| 5864  | Glen Baker                    | 31.24   | 30.41  | 1.027 |
| 5865  | Ravi Chauhan                  | 28.65   | 27.89  | 1.027 |
| 5866  | Keith Hosken                  | 25.34   | 24.66  | 1.027 |
| 5867  | Eknath Solkar                 | 29.34   | 28.56  | 1.027 |
| 5868  | Imran Khalid                  | 24.73   | 24.08  | 1.027 |
| 5869  | Charles Filgate               | 15.63   | 15.22  | 1.027 |
| 5870  | Chandramouli Prasad           | 27.80   | 27.07  | 1.027 |
| 5871  | Sidney Herbert                | 24.06   | 23.42  | 1.027 |
| 5872  | Wickus van Vuuren             | 22.88   | 22.27  | 1.027 |
| 5873  | Richard Williams              | 30.93   | 30.11  | 1.027 |
| 5874  | Abdul Jabbar                  | 24.07   | 23.43  | 1.027 |
| 5875  | Jack D'Arcy                   | 23.09   | 22.48  | 1.027 |
| 5876  | Christopher Winn              | 24.98   | 24.33  | 1.026 |
| 5877  | Harold Steel                  | 17.36   | 16.91  | 1.026 |
| 5878  | Maurice Green                 | 27.86   | 27.13  | 1.026 |
| 5879  | Evan Nepean                   | 18.61   | 18.13  | 1.026 |
| 5880  | Charles Garrard               | 17.15   | 16.71  | 1.026 |
| 5881  | Pinnannany Vivek              | 26.42   | 25.73  | 1.026 |
| 5882  | Hasan Jamil                   | 29.58   | 28.81  | 1.026 |
| 5883  | Kapil Dev                     | 33.00   | 32.14  | 1.026 |
| 5884  | Jiban Ghosh                   | 21.55   | 20.99  | 1.026 |
| 5885  | Frank Townsend                | 18.99   | 18.50  | 1.026 |
| 5886  | Mark Priest                   | 30.58   | 29.79  | 1.026 |
| 5887  | Vijay Zol                     | 34.90   | 34.00  | 1.026 |
| 5888  | Dudley Pope                   | 26.33   | 25.65  | 1.026 |
| 5889  | Asif Ali                      | 25.67   | 25.01  | 1.026 |
| 5890  | Robbie Robertson              | 27.50   | 26.79  | 1.026 |
| 5891  | Suranga Perera                | 22.78   | 22.20  | 1.026 |
| 5892  | Leslie Walcott                | 30.83   | 30.04  | 1.026 |
| 5893  | John Dale                     | 16.92   | 16.49  | 1.026 |
| 5894  | Ernest Caygill                | 22.28   | 21.71  | 1.026 |
| 5895  | Max Holden                    | 27.47   | 26.77  | 1.025 |
| 5896  | Donald Kayum                  | 24.88   | 24.25  | 1.025 |
| 5897  | Ronald Bird                   | 26.10   | 25.44  | 1.025 |
| 5898  | Jyothi Sai Krishna            | 26.00   | 25.34  | 1.025 |
| 5899  | Thomas Chettleburgh           | 26.17   | 25.52  | 1.025 |
| 5900  | Nasir Wasti                   | 26.55   | 25.89  | 1.025 |
| 5901  | Laurie Williams               | 24.71   | 24.10  | 1.025 |
| 5902  | Chamunorwa Chibhabha          | 27.55   | 26.87  | 1.025 |
| 5903  | Duncan Sharpe                 | 27.33   | 26.66  | 1.025 |
| 5904  | Dirk Scott                    | 23.70   | 23.11  | 1.025 |
| 5905  | Tajinder Singh                | 32.18   | 31.38  | 1.025 |
| 5906  | John Mare                     | 14.00   | 13.65  | 1.025 |
| 5907  | Sandeep Sharma                | 29.63   | 28.89  | 1.025 |
| 5908  | Francis Bellamy               | 27.24   | 26.57  | 1.025 |
| 5909  | Arthur Lodge                  | 26.78   | 26.12  | 1.025 |
| 5910  | Arthur Somerset               | 20.01   | 19.52  | 1.025 |
| 5911  | Shujauddin                    | 21.95   | 21.41  | 1.025 |
| 5912  | Kenneth Goldie                | 23.59   | 23.01  | 1.025 |
| 5913  | Philip Harrison               | 23.70   | 23.12  | 1.024 |
| 5914  | Frank Irish                   | 25.16   | 24.54  | 1.024 |
| 5915  | Tony Frost                    | 32.51   | 31.72  | 1.024 |
| 5916  | Hubert Hollins                | 21.01   | 20.51  | 1.024 |
| 5917  | William Edward                | 23.63   | 23.06  | 1.024 |
