+-------+-------------------------------+---------+--------+-------+
| Rank  | Batsman                       | Average | Others | Ratio |
| 7602  | Ross Whiteley                 | 27.51   | 29.73  | 0.925 |
| 7603  | Bob Long                      | 19.55   | 21.13  | 0.925 |
| 7604  | Geoff Lovell                  | 32.15   | 34.74  | 0.925 |
| 7605  | Fariduddin                    | 22.92   | 24.77  | 0.925 |
| 7606  | Madansinh Parmar              | 24.84   | 26.84  | 0.925 |
| 7607  | Alan Rayment                  | 20.31   | 21.95  | 0.925 |
| 7608  | Nicholas Vere Hodge           | 22.28   | 24.08  | 0.925 |
| 7609  | William Slater                | 10.63   | 11.49  | 0.924 |
| 7610  | Bill Playle                   | 21.87   | 23.65  | 0.924 |
| 7611  | Luthando Mnyanda              | 23.89   | 25.83  | 0.924 |
| 7612  | Cecil Paris                   | 22.88   | 24.74  | 0.924 |
| 7613  | George Cording                | 16.60   | 17.95  | 0.924 |
| 7614  | Subrat Behera                 | 23.95   | 25.90  | 0.924 |
| 7615  | Padmanabhan Prasanth          | 23.74   | 25.68  | 0.924 |
| 7616  | Ron Hooker                    | 22.16   | 23.97  | 0.924 |
| 7617  | Naeem Akhtar                  | 21.99   | 23.79  | 0.924 |
| 7618  | Frank Crawford                | 13.78   | 14.91  | 0.924 |
| 7619  | Sultan Mahmood                | 19.76   | 21.38  | 0.924 |
| 7620  | Archie Slater                 | 19.87   | 21.50  | 0.924 |
| 7621  | Pardeep Sahu                  | 24.94   | 26.99  | 0.924 |
| 7622  | Bertie Bisgood                | 18.79   | 20.34  | 0.924 |
| 7623  | Michael Davidson              | 24.32   | 26.32  | 0.923 |
| 7624  | Jack Deed                     | 22.71   | 24.59  | 0.923 |
| 7625  | John Painter                  | 17.58   | 19.03  | 0.923 |
| 7626  | Harold Monaghan               | 18.63   | 20.16  | 0.923 |
| 7627  | Vernon Hill                   | 19.65   | 21.27  | 0.923 |
| 7628  | David Furlonge                | 19.55   | 21.17  | 0.923 |
| 7629  | Jeremy Snape                  | 28.14   | 30.47  | 0.923 |
| 7630  | Wayne Blackman                | 21.88   | 23.69  | 0.923 |
| 7631  | Sherfane Rutherford           | 23.14   | 25.05  | 0.923 |
| 7632  | Garth le Roux                 | 25.71   | 27.84  | 0.923 |
| 7633  | Reginald Hargreaves           | 13.94   | 15.10  | 0.923 |
| 7634  | John Marshall                 | 26.29   | 28.48  | 0.923 |
| 7635  | John Marshall                 | 15.00   | 16.25  | 0.923 |
| 7636  | Bert Whittle                  | 22.00   | 23.83  | 0.923 |
| 7637  | Harry Swindells               | 28.63   | 31.02  | 0.922 |
| 7638  | Mevan Pieris                  | 19.72   | 21.37  | 0.922 |
| 7639  | George Atkinson               | 12.63   | 13.69  | 0.922 |
| 7640  | Nigel Wykes                   | 23.64   | 25.62  | 0.922 |
| 7641  | Shatrusalyasinhji             | 22.57   | 24.46  | 0.922 |
| 7642  | Pat Vaulkhard                 | 21.39   | 23.18  | 0.922 |
| 7643  | Henry Parr                    | 11.25   | 12.19  | 0.922 |
| 7644  | Geoff Holmes                  | 28.49   | 30.87  | 0.922 |
| 7645  | Roddy Fulton                  | 25.71   | 27.86  | 0.922 |
| 7646  | Philip Bromley                | 21.50   | 23.31  | 0.922 |
| 7647  | Santhanaraman Vasudevan       | 26.85   | 29.11  | 0.922 |
| 7648  | Rob Gartrell                  | 30.25   | 32.79  | 0.922 |
| 7649  | James Benning                 | 32.30   | 35.01  | 0.922 |
| 7650  | Mohammad Sharif               | 20.81   | 22.56  | 0.922 |
| 7651  | Andrew Lawson                 | 25.84   | 28.02  | 0.922 |
| 7652  | Udiyan Bose                   | 26.37   | 28.59  | 0.922 |
| 7653  | George Gilbert                | 8.32    | 9.02   | 0.922 |
| 7654  | Ziaur Rahman                  | 26.97   | 29.24  | 0.922 |
| 7655  | Paul van der Gucht            | 23.00   | 24.93  | 0.922 |
| 7656  | Suranga Perera                | 24.23   | 26.28  | 0.922 |
| 7657  | John Ward                     | 9.00    | 9.75   | 0.922 |
| 7658  | William White                 | 27.56   | 29.89  | 0.922 |
| 7659  | Alan Luther                   | 16.65   | 18.06  | 0.921 |
| 7660  | Kerry O'Keeffe                | 26.05   | 28.26  | 0.921 |
| 7661  | Peter Philpott                | 31.36   | 34.02  | 0.921 |
| 7662  | Phil King                     | 22.05   | 23.93  | 0.921 |
| 7663  | Frank de Caires               | 28.63   | 31.07  | 0.921 |
| 7664  | Reynolds Brown                | 15.31   | 16.61  | 0.921 |
| 7665  | Malindu Maduranga             | 27.16   | 29.47  | 0.921 |
| 7666  | KK Rao                        | 18.20   | 19.75  | 0.921 |
| 7667  | Richard Langridge             | 22.89   | 24.84  | 0.921 |
| 7668  | Henry Bull                    | 14.11   | 15.31  | 0.921 |
| 7669  | Rob Baker                     | 28.43   | 30.86  | 0.921 |
| 7670  | Donald Campbell               | 15.68   | 17.02  | 0.921 |
| 7671  | Wahidullah                    | 19.54   | 21.21  | 0.921 |
| 7672  | Pinal Shah                    | 27.05   | 29.36  | 0.921 |
| 7673  | Bruce Dooland                 | 24.37   | 26.45  | 0.921 |
| 7674  | Chathuranga Kumara            | 24.97   | 27.11  | 0.921 |
| 7675  | Mike Wright                   | 25.30   | 27.47  | 0.920 |
| 7676  | Graham Napier                 | 29.28   | 31.79  | 0.920 |
| 7677  | Ali Murtaza                   | 24.42   | 26.52  | 0.920 |
| 7678  | Jeremiah Louis                | 23.18   | 25.17  | 0.920 |
| 7679  | John Gordon                   | 20.94   | 22.74  | 0.920 |
| 7680  | James Dark                    | 8.65    | 9.39   | 0.920 |
| 7681  | Robert Summerhayes            | 19.94   | 21.66  | 0.920 |
| 7682  | Lord Tennyson                 | 23.33   | 25.35  | 0.920 |
| 7683  | Kathan Patel                  | 26.59   | 28.88  | 0.920 |
| 7684  | Jimmy Allan                   | 22.36   | 24.29  | 0.920 |
| 7685  | Nikhil Chopra                 | 27.71   | 30.10  | 0.920 |
| 7686  | Paul Franks                   | 27.95   | 30.37  | 0.920 |
| 7687  | Nazir Hussain                 | 13.71   | 14.89  | 0.920 |
| 7688  | John Ferris                   | 15.67   | 17.03  | 0.920 |
| 7689  | Lasith Lakshan                | 25.32   | 27.50  | 0.920 |
| 7690  | Harry Altham                  | 19.70   | 21.40  | 0.920 |
| 7691  | Roger Pierce                  | 24.68   | 26.82  | 0.920 |
| 7692  | Devendra Israni               | 24.42   | 26.54  | 0.920 |
| 7693  | Khaled Mashud                 | 24.99   | 27.15  | 0.920 |
| 7694  | Jeremy Solozano               | 23.41   | 25.44  | 0.920 |
| 7695  | Ibrahim                       | 24.35   | 26.48  | 0.919 |
| 7696  | Gary Giles                    | 19.71   | 21.43  | 0.919 |
| 7697  | Edward Dowson                 | 16.90   | 18.38  | 0.919 |
| 7698  | Zak Davids                    | 17.55   | 19.08  | 0.919 |
| 7699  | Jackie du Preez               | 23.76   | 25.83  | 0.919 |
| 7700  | Henry Hailey                  | 17.70   | 19.25  | 0.919 |
| 7701  | George Bromhead               | 13.50   | 14.68  | 0.919 |
| 7702  | Octavius Hammond              | 10.61   | 11.53  | 0.919 |
| 7703  | Nigel Popplewell              | 27.11   | 29.48  | 0.919 |
| 7704  | Sanjay Pahal                  | 26.00   | 28.27  | 0.919 |
| 7705  | Sarel Burger                  | 24.34   | 26.47  | 0.919 |
| 7706  | George Rogerson               | 17.89   | 19.46  | 0.919 |
| 7707  | David Ferrant                 | 25.25   | 27.46  | 0.919 |
| 7708  | Anil Sinha                    | 28.06   | 30.53  | 0.919 |
| 7709  | D'Arcy Short                  | 27.79   | 30.24  | 0.919 |
| 7710  | Arthur Upton                  | 10.49   | 11.41  | 0.919 |
| 7711  | Phil Clift                    | 21.24   | 23.11  | 0.918 |
| 7712  | Khalid Zahedi                 | 28.94   | 31.50  | 0.918 |
| 7713  | Henry Wright                  | 10.15   | 11.04  | 0.918 |
| 7714  | Duncan Fletcher               | 23.67   | 25.76  | 0.918 |
| 7715  | Richard Jowett                | 20.53   | 22.34  | 0.918 |
| 7716  | Michael Foster                | 23.50   | 25.57  | 0.918 |
| 7717  | Edward Lumb                   | 15.47   | 16.84  | 0.918 |
| 7718  | Thirusingham Sanjayan         | 18.81   | 20.48  | 0.918 |
| 7719  | Haider Jahangir               | 22.55   | 24.54  | 0.918 |
| 7720  | Tafadzwa Tsiga                | 26.07   | 28.37  | 0.918 |
| 7721  | Mike Bushby                   | 24.92   | 27.12  | 0.918 |
| 7722  | Henry Wilson                  | 26.21   | 28.54  | 0.918 |
| 7723  | Donald Sutherland             | 22.52   | 24.52  | 0.918 |
| 7724  | Colin Cook                    | 24.56   | 26.74  | 0.918 |
| 7725  | Yannick Ottley                | 21.78   | 23.72  | 0.918 |
| 7726  | Nilantha Cooray               | 20.29   | 22.10  | 0.918 |
| 7727  | Sherantha Mendis              | 18.83   | 20.51  | 0.917 |
| 7728  | Manendra Singh                | 22.29   | 24.28  | 0.917 |
| 7729  | Pieteer Seelaar               | 24.22   | 26.39  | 0.917 |
| 7730  | Ryan Maron                    | 24.37   | 26.55  | 0.917 |
| 7731  | Robin O'Brien                 | 22.66   | 24.69  | 0.917 |
| 7732  | Atul Gaekwad                  | 21.22   | 23.13  | 0.917 |
| 7733  | Nisham Mazahir                | 23.08   | 25.15  | 0.917 |
| 7734  | George Watson                 | 22.96   | 25.03  | 0.917 |
| 7735  | Gayan de Silva                | 23.68   | 25.81  | 0.917 |
| 7736  | John Barclay                  | 24.81   | 27.04  | 0.917 |
| 7737  | Charles Pontifex              | 9.80    | 10.68  | 0.917 |
| 7738  | Ben Hollioake                 | 25.87   | 28.20  | 0.917 |
| 7739  | Danie du Toit                 | 22.54   | 24.57  | 0.917 |
| 7740  | Tumelo Bodibe                 | 24.26   | 26.44  | 0.917 |
| 7741  | Jamie Pipe                    | 28.98   | 31.60  | 0.917 |
| 7742  | Charles Grimshaw              | 17.92   | 19.54  | 0.916 |
| 7743  | Greg Dyer                     | 28.81   | 31.42  | 0.916 |
| 7744  | Bathisha de Silva             | 20.56   | 22.42  | 0.916 |
| 7745  | Brett Henschell               | 29.56   | 32.25  | 0.916 |
| 7746  | Billy Frith                   | 12.15   | 13.25  | 0.916 |
| 7747  | William Abel                  | 22.98   | 25.07  | 0.916 |
| 7748  | Jon Ayling                    | 26.69   | 29.12  | 0.916 |
| 7749  | Stephen Jefferies             | 25.06   | 27.34  | 0.916 |
| 7750  | Warrick Fynn                  | 24.46   | 26.69  | 0.916 |
| 7751  | Charles Thomson               | 25.48   | 27.81  | 0.916 |
| 7752  | Shabir Noori                  | 26.64   | 29.06  | 0.916 |
| 7753  | Ross Allen                    | 22.23   | 24.26  | 0.916 |
| 7754  | George Heane                  | 25.34   | 27.65  | 0.916 |
| 7755  | Purshottam                    | 20.35   | 22.21  | 0.916 |
| 7756  | Michael Smithyman             | 23.71   | 25.88  | 0.916 |
| 7757  | Ata-ur-Rehman                 | 22.91   | 25.01  | 0.916 |
| 7758  | Jack Lee                      | 21.00   | 22.93  | 0.916 |
| 7759  | Ben Harris                    | 26.72   | 29.17  | 0.916 |
| 7760  | Maqsood Akbar                 | 20.68   | 22.58  | 0.916 |
| 7761  | Ron Crippin                   | 25.68   | 28.04  | 0.915 |
| 7762  | Ganief Abrahams               | 14.00   | 15.28  | 0.915 |
| 7763  | Bobby Dawson                  | 24.50   | 26.75  | 0.915 |
| 7764  | Saleem Anwar                  | 25.13   | 27.44  | 0.915 |
| 7765  | Gregory Miller                | 24.45   | 26.69  | 0.915 |
| 7766  | Kanaia Vaghela                | 26.51   | 28.94  | 0.915 |
| 7767  | John Cockburn-Hood            | 16.03   | 17.51  | 0.915 |
| 7768  | Jamie Hall                    | 30.28   | 33.07  | 0.915 |
| 7769  | Henry Bentley                 | 10.59   | 11.57  | 0.915 |
| 7770  | KS Kannan                     | 21.83   | 23.84  | 0.915 |
| 7771  | Kyle Smit                     | 27.09   | 29.59  | 0.915 |
| 7772  | Akhlaq Ahmed                  | 25.75   | 28.12  | 0.915 |
| 7773  | Clifford Hawkwood             | 28.38   | 31.00  | 0.915 |
| 7774  | Madan Mohanty                 | 19.52   | 21.32  | 0.915 |
| 7775  | Avash Paul                    | 22.20   | 24.25  | 0.915 |
| 7776  | Pallavkumar Das               | 24.82   | 27.12  | 0.915 |
| 7777  | Neil Wessels                  | 21.80   | 23.82  | 0.915 |
| 7778  | Matthew Boyce                 | 27.89   | 30.48  | 0.915 |
| 7779  | Karan Goel                    | 29.26   | 31.98  | 0.915 |
| 7780  | Henry Wright                  | 19.38   | 21.18  | 0.915 |
| 7781  | Percy Lawrie                  | 21.25   | 23.22  | 0.915 |
| 7782  | Rama Rao                      | 21.47   | 23.46  | 0.915 |
| 7783  | Supun Perera                  | 21.90   | 23.94  | 0.915 |
| 7784  | Ammar Hasan                   | 24.94   | 27.26  | 0.914 |
| 7785  | William Rowe                  | 25.59   | 27.98  | 0.914 |
| 7786  | George Mann                   | 25.91   | 28.33  | 0.914 |
| 7787  | David Thorne                  | 25.74   | 28.14  | 0.914 |
| 7788  | Jayasoorya Abhiram            | 28.71   | 31.39  | 0.914 |
| 7789  | Abhishek Gupta                | 28.53   | 31.20  | 0.914 |
| 7790  | Arthur Johnston               | 16.18   | 17.70  | 0.914 |
| 7791  | John Murray                   | 23.59   | 25.79  | 0.914 |
| 7792  | Matthew Hart                  | 25.68   | 28.09  | 0.914 |
| 7793  | Wasantha Shantha              | 17.64   | 19.29  | 0.914 |
| 7794  | Asela Fernando                | 21.86   | 23.91  | 0.914 |
| 7795  | Jonathan Dakin                | 27.97   | 30.59  | 0.914 |
| 7796  | Luther Field                  | 20.03   | 21.91  | 0.914 |
| 7797  | John Chapman                  | 18.58   | 20.32  | 0.914 |
| 7798  | Mukul Roy Chowdhury           | 16.65   | 18.22  | 0.914 |
| 7799  | Don Bennett                   | 21.88   | 23.93  | 0.914 |
| 7800  | Javed-ul-Hasan                | 24.22   | 26.50  | 0.914 |
| 7801  | Shubham Pundir                | 23.88   | 26.12  | 0.913 |
| 7802  | Patrick Cornell               | 20.19   | 22.09  | 0.913 |
| 7803  | Sam Raphael                   | 24.00   | 26.26  | 0.913 |
| 7804  | David Cock                    | 19.72   | 21.58  | 0.913 |
| 7805  | William Dorrinton             | 8.88    | 9.72   | 0.913 |
| 7806  | Priyanshu Khanduri            | 27.44   | 30.03  | 0.913 |
| 7807  | Firoz Bambhaniya              | 26.00   | 28.45  | 0.913 |
| 7808  | Freddie Calthorpe             | 24.03   | 26.31  | 0.913 |
| 7809  | Ernest Beldam                 | 21.12   | 23.11  | 0.913 |
| 7810  | Warren Hegg                   | 27.90   | 30.54  | 0.913 |
| 7811  | Tim Zoehrer                   | 29.54   | 32.34  | 0.913 |
| 7812  | Amila Gunawardene             | 19.86   | 21.74  | 0.913 |
| 7813  | Grant Gardiner                | 30.61   | 33.51  | 0.913 |
| 7814  | Ashish Yadav                  | 25.06   | 27.44  | 0.913 |
| 7815  | Nick Selman                   | 26.75   | 29.29  | 0.913 |
| 7816  | Kenneth Fry                   | 22.52   | 24.65  | 0.913 |
| 7817  | Zakaria Zuffri                | 24.69   | 27.03  | 0.913 |
| 7818  | Kevin Roberts                 | 27.89   | 30.54  | 0.913 |
| 7819  | Gerry Weigall                 | 19.39   | 21.23  | 0.913 |
| 7820  | Sanjay Sharma                 | 24.36   | 26.67  | 0.913 |
| 7821  | William Armitstead            | 12.20   | 13.36  | 0.913 |
| 7822  | Omari Banks                   | 25.50   | 27.92  | 0.913 |
| 7823  | Louis Nel                     | 24.86   | 27.22  | 0.913 |
| 7824  | Shihan Dilasri                | 25.85   | 28.31  | 0.913 |
| 7825  | Sandford Schultz              | 17.14   | 18.78  | 0.912 |
| 7826  | Michael Gough                 | 25.44   | 27.87  | 0.912 |
| 7827  | Arthur Webb                   | 21.54   | 23.59  | 0.912 |
| 7828  | Zahid Umar                    | 21.34   | 23.38  | 0.912 |
| 7829  | Wrichik Majumder              | 29.44   | 32.27  | 0.912 |
| 7830  | Ryan Butterworth              | 25.74   | 28.21  | 0.912 |
| 7831  | Frederick Richardson          | 21.29   | 23.34  | 0.912 |
| 7832  | Ajit Naik                     | 21.28   | 23.32  | 0.912 |
| 7833  | Humayun Muzammil              | 24.71   | 27.09  | 0.912 |
| 7834  | Roy Scott                     | 24.97   | 27.37  | 0.912 |
| 7835  | Foffie Williams               | 26.89   | 29.47  | 0.912 |
| 7836  | Gustavus Fowke                | 18.96   | 20.79  | 0.912 |
| 7837  | Bill Hendricks                | 14.62   | 16.03  | 0.912 |
| 7838  | Peter Robinson                | 21.27   | 23.33  | 0.911 |
| 7839  | Nayini Reddy                  | 24.29   | 26.64  | 0.911 |
| 7840  | Sohag Gazi                    | 29.65   | 32.52  | 0.911 |
| 7841  | Mahesh Rajapakse              | 20.20   | 22.16  | 0.911 |
| 7842  | Don Harkness                  | 25.68   | 28.17  | 0.911 |
| 7843  | Josh Brodie                   | 31.91   | 35.01  | 0.911 |
| 7844  | Edward Phillips               | 23.44   | 25.72  | 0.911 |
| 7845  | Quentin Hughes                | 31.94   | 35.04  | 0.911 |
| 7846  | Mick Harvey                   | 27.23   | 29.88  | 0.911 |
| 7847  | Simran Singh                  | 20.52   | 22.52  | 0.911 |
| 7848  | Damian D'Oliveira             | 27.62   | 30.32  | 0.911 |
| 7849  | Dickie Bird                   | 20.71   | 22.74  | 0.910 |
| 7850  | Colin Newton                  | 25.38   | 27.86  | 0.910 |
| 7851  | David Brown                   | 20.16   | 22.13  | 0.910 |
| 7852  | Harry Nielsen                 | 29.09   | 31.93  | 0.910 |
| 7853  | Jonny Owen                    | 26.96   | 29.60  | 0.910 |
| 7854  | Ranjit Fernando               | 22.11   | 24.28  | 0.910 |
| 7855  | Praveen Kashyap               | 22.47   | 24.67  | 0.910 |
| 7856  | Bilal Munir                   | 23.47   | 25.77  | 0.910 |
| 7857  | Vandre Nel                    | 22.22   | 24.40  | 0.910 |
| 7858  | Mark Benfield                 | 25.63   | 28.15  | 0.910 |
| 7859  | George Whyte                  | 16.42   | 18.04  | 0.910 |
| 7860  | Jeffrey Cook                  | 29.35   | 32.24  | 0.910 |
| 7861  | Frederick Taaffe              | 24.79   | 27.23  | 0.910 |
| 7862  | Jeff Wilson                   | 21.84   | 23.99  | 0.910 |
| 7863  | Tarun Kumar                   | 27.56   | 30.28  | 0.910 |
| 7864  | Gary Brent                    | 26.15   | 28.73  | 0.910 |
| 7865  | Charles Barnes                | 25.51   | 28.03  | 0.910 |
| 7866  | Geoff Richardson              | 36.14   | 39.71  | 0.910 |
| 7867  | Buns Cartwright               | 22.73   | 24.98  | 0.910 |
| 7868  | George Langdon                | 8.00    | 8.79   | 0.910 |
| 7869  | Ben Harmison                  | 28.23   | 31.02  | 0.910 |
| 7870  | John Whitcombe                | 24.59   | 27.02  | 0.909 |
| 7871  | Manoj Fernando                | 19.20   | 21.09  | 0.909 |
| 7872  | John Stephenson               | 21.33   | 23.45  | 0.909 |
| 7873  | Matt Poore                    | 23.12   | 25.41  | 0.909 |
| 7874  | Jack Board                    | 19.37   | 21.29  | 0.909 |
| 7875  | Andrew Hore                   | 23.61   | 25.95  | 0.909 |
| 7876  | Dante Parkin                  | 15.18   | 16.68  | 0.909 |
| 7877  | William Hibbert               | 24.72   | 27.17  | 0.909 |
| 7878  | James Fuller                  | 23.28   | 25.58  | 0.909 |
| 7879  | Amar Negi                     | 28.65   | 31.49  | 0.909 |
| 7880  | Khizer Hayat                  | 22.45   | 24.69  | 0.909 |
| 7881  | Ian Smith                     | 26.77   | 29.44  | 0.909 |
| 7882  | Trevor Baillie                | 25.00   | 27.48  | 0.909 |
| 7883  | Charlie Absolom               | 15.05   | 16.56  | 0.909 |
| 7884  | Jono Clarke                   | 26.62   | 29.28  | 0.909 |
| 7885  | Harold Evers                  | 22.28   | 24.51  | 0.909 |
| 7886  | Frederick Burbidge            | 14.89   | 16.38  | 0.909 |
| 7887  | Guy Earle                     | 20.17   | 22.19  | 0.909 |
| 7888  | Dennison Thomas               | 19.13   | 21.04  | 0.908 |
| 7889  | Juanre van Wyk                | 26.46   | 29.11  | 0.908 |
| 7890  | Aamir Gani                    | 27.80   | 30.58  | 0.908 |
| 7891  | Kolla Sumanth                 | 27.41   | 30.16  | 0.908 |
| 7892  | Walter Price                  | 12.25   | 13.48  | 0.908 |
| 7893  | Fred Titmus                   | 23.11   | 25.43  | 0.908 |
| 7894  | Viraj Perera                  | 21.20   | 23.33  | 0.908 |
| 7895  | David Green                   | 20.20   | 22.23  | 0.908 |
| 7896  | Ronnie Aird                   | 21.97   | 24.18  | 0.908 |
| 7897  | Charles Marsham               | 12.03   | 13.24  | 0.908 |
| 7898  | Vishwa Buddika                | 17.00   | 18.71  | 0.908 |
| 7899  | Barry Fletcher                | 22.89   | 25.20  | 0.908 |
| 7900  | Robert Neill                  | 14.37   | 15.82  | 0.908 |
| 7901  | John During                   | 21.24   | 23.38  | 0.908 |
| 7902  | Brydon Carse                  | 25.50   | 28.07  | 0.908 |
| 7903  | Jack Wildermuth               | 27.31   | 30.07  | 0.908 |
| 7904  | Alan Fairfax                  | 28.93   | 31.86  | 0.908 |
| 7905  | Taffy Mupariwa                | 22.62   | 24.91  | 0.908 |
| 7906  | Sanjib Paul                   | 19.61   | 21.59  | 0.908 |
| 7907  | Benny Howell                  | 27.46   | 30.24  | 0.908 |
| 7908  | Harsh Tyagi                   | 24.20   | 26.65  | 0.907 |
| 7909  | George McShane                | 18.31   | 20.17  | 0.907 |
| 7910  | Charles Eyre                  | 21.41   | 23.58  | 0.907 |
| 7911  | Edward Winter                 | 8.73    | 9.62   | 0.907 |
| 7912  | Bertie Tuckwell               | 19.54   | 21.53  | 0.907 |
| 7913  | Gideon Holgate                | 13.78   | 15.19  | 0.907 |
| 7914  | Richard Pyrah                 | 30.58   | 33.70  | 0.907 |
| 7915  | George Carter                 | 11.91   | 13.12  | 0.907 |
| 7916  | Tiger Smith                   | 22.39   | 24.68  | 0.907 |
| 7917  | Lakmal Keerthiratne           | 21.26   | 23.44  | 0.907 |
| 7918  | Ken Wadsworth                 | 25.62   | 28.24  | 0.907 |
| 7919  | Brian Taylor                  | 21.79   | 24.03  | 0.907 |
| 7920  | Geoff Martin                  | 24.02   | 26.48  | 0.906 |
| 7921  | Sunil Joshi                   | 26.71   | 29.45  | 0.906 |
| 7922  | Paul Atkins                   | 25.65   | 28.28  | 0.906 |
| 7923  | Hamidul Islam                 | 24.36   | 26.86  | 0.906 |
| 7924  | Keith Wilkinson               | 25.10   | 27.68  | 0.906 |
| 7925  | Rakin Ahmed                   | 28.29   | 31.20  | 0.906 |
| 7926  | Arthur Somers-Cocks           | 15.38   | 16.96  | 0.906 |
| 7927  | Mohammad Nazir                | 22.20   | 24.49  | 0.906 |
| 7928  | Alfred Hicks                  | 22.43   | 24.74  | 0.906 |
| 7929  | Len Muncer                    | 20.88   | 23.04  | 0.906 |
| 7930  | Lincoln Doull                 | 21.80   | 24.05  | 0.906 |
| 7931  | Matthew Fosh                  | 23.23   | 25.64  | 0.906 |
| 7932  | Khalid Mahmood                | 22.81   | 25.17  | 0.906 |
| 7933  | John Jackson                  | 12.61   | 13.91  | 0.906 |
| 7934  | Asadullah Butt                | 22.65   | 25.00  | 0.906 |
| 7935  | John Scott                    | 19.27   | 21.27  | 0.906 |
| 7936  | Patrick Flanagan              | 24.14   | 26.65  | 0.905 |
| 7937  | Richard Hutton                | 21.48   | 23.71  | 0.905 |
| 7938  | Ghulam Rasool                 | 19.47   | 21.49  | 0.905 |
| 7939  | Edward Hadow                  | 15.71   | 17.35  | 0.905 |
| 7940  | Brad Young                    | 28.63   | 31.61  | 0.905 |
| 7941  | Charlie Taylor                | 34.40   | 37.99  | 0.905 |
| 7942  | Arthur Christian              | 22.85   | 25.24  | 0.905 |
| 7943  | Aftab Ahmed                   | 16.69   | 18.43  | 0.905 |
| 7944  | Jack Buckingham               | 23.86   | 26.35  | 0.905 |
| 7945  | Sanjaya Chathuranga           | 25.67   | 28.36  | 0.905 |
| 7946  | Nimesha Gunasinghe            | 27.10   | 29.94  | 0.905 |
| 7947  | Ron Talbot                    | 24.63   | 27.21  | 0.905 |
| 7948  | Jack Kelly                    | 21.36   | 23.60  | 0.905 |
| 7949  | Iqbal Sheikh                  | 25.22   | 27.86  | 0.905 |
| 7950  | Thomas Halliday               | 22.63   | 25.01  | 0.904 |
| 7951  | Tim Bresnan                   | 28.62   | 31.63  | 0.904 |
| 7952  | Alexander Dunn                | 21.72   | 24.00  | 0.904 |
| 7953  | Hugh Trumble                  | 19.47   | 21.52  | 0.904 |
| 7954  | Peter Kennedy                 | 27.00   | 29.84  | 0.904 |
| 7955  | Hejmadi Ramesh                | 24.13   | 26.67  | 0.904 |
| 7956  | Thikshila de Silva            | 24.78   | 27.40  | 0.904 |
| 7957  | Bruce Taylor                  | 24.75   | 27.36  | 0.904 |
| 7958  | Qaiser Raza                   | 24.00   | 26.53  | 0.904 |
| 7959  | Mike Stevenson                | 24.91   | 27.55  | 0.904 |
| 7960  | Les Savill                    | 21.29   | 23.54  | 0.904 |
| 7961  | Ray Hunt                      | 22.80   | 25.21  | 0.904 |
| 7962  | George Jowett                 | 16.90   | 18.68  | 0.904 |
| 7963  | Augustus Ford                 | 14.24   | 15.75  | 0.904 |
| 7964  | Mohammad Rafi                 | 21.70   | 24.01  | 0.904 |
| 7965  | Robin Brown                   | 23.45   | 25.94  | 0.903 |
| 7966  | Ralph Whitehead               | 20.79   | 23.00  | 0.903 |
| 7967  | Derek Kallicharran            | 24.72   | 27.35  | 0.903 |
| 7968  | Livern Wellington             | 26.00   | 28.76  | 0.903 |
| 7969  | Ricky Hoyte                   | 24.02   | 26.57  | 0.903 |
| 7970  | Kashif Bhatti                 | 23.99   | 26.54  | 0.903 |
| 7971  | Charlie Cato                  | 15.15   | 16.77  | 0.903 |
| 7972  | Jack Birkenshaw               | 23.57   | 26.08  | 0.903 |
| 7973  | Ali Raza                      | 24.53   | 27.14  | 0.903 |
| 7974  | Barry van der Vyver           | 22.83   | 25.26  | 0.903 |
| 7975  | Tirumalasetti Suman           | 28.27   | 31.28  | 0.903 |
| 7976  | Richard Dumbrill              | 23.48   | 25.98  | 0.903 |
| 7977  | Mervyn Winfield               | 23.04   | 25.50  | 0.903 |
| 7978  | John Cuffe                    | 22.25   | 24.62  | 0.903 |
| 7979  | Roger Davis                   | 21.60   | 23.91  | 0.903 |
| 7980  | Mark Newell                   | 23.39   | 25.89  | 0.903 |
| 7981  | Saghir Hossain                | 24.52   | 27.15  | 0.903 |
| 7982  | Thomas Flavel                 | 11.52   | 12.76  | 0.903 |
| 7983  | Treffor Davies                | 19.24   | 21.30  | 0.903 |
| 7984  | Ashley Nurse                  | 21.79   | 24.12  | 0.903 |
| 7985  | Saluka Wijesiri               | 21.09   | 23.35  | 0.903 |
| 7986  | Rafat Ijaz                    | 20.36   | 22.54  | 0.903 |
| 7987  | Gary Scott                    | 28.74   | 31.82  | 0.903 |
| 7988  | Callum Taylor                 | 30.35   | 33.61  | 0.902 |
| 7989  | Arthur Tabor                  | 14.20   | 15.73  | 0.902 |
| 7990  | Bruce Smith                   | 22.60   | 25.03  | 0.902 |
| 7991  | Duncan Brown                  | 27.00   | 29.90  | 0.902 |
| 7992  | Sanath Fernando               | 18.22   | 20.18  | 0.902 |
| 7993  | Saleem Tingwani               | 21.23   | 23.52  | 0.902 |
| 7994  | Kamal Ahmed                   | 22.00   | 24.37  | 0.902 |
| 7995  | Frederick Sprott              | 13.63   | 15.10  | 0.902 |
| 7996  | Richard Hayward               | 26.75   | 29.64  | 0.902 |
| 7997  | Andrew Smith                  | 26.51   | 29.38  | 0.902 |
| 7998  | Shoaib Habib                  | 23.03   | 25.52  | 0.902 |
